<<<<<<< HEAD
text,intent
electtrical fire lagyo,fire_incident_report
ahile k grnu parxa,status_check_general
malai nikalnu hos thuniyeko xu pls,trapped_debris_report
Kathmanduu ma fire lagyo,fire_incident_report
ok bye ta dhanyabad,goodbye_thanks
mero saathi debrismuni thuniyo,trapped_debris_report
gas stove le aagolagyo,fire_incident_report
Kathmandu jana sakidaina road band cha asap,road_blockage_report
wall khaseko le mero saathi lai thiichyo,trapped_debris_report
gana gauna sakn uhuncha,fallback_unclear
tourist police konumber dinu hos,emergency_contact_request
sas phherna sakeko xaina koi,medical_emergency_request
mero aama pinned under debris malia help chai,trapped_debris_report
cylinder batagas chuhi raxa,gas_leak_report
bhachiyeko haat o first aid k ho,first_aid_query
ghar bhatkiyo hamro area ma???,building_collapse_report
pura building dhalyo hamro areama,building_collapse_report
medical emergency cha help garnu help,medical_emergency_request
hi bhaikasto cha,greeting
aago lagyo bhukampa pachi pls,fire_incident_report
"dhanyabad, bye bye",goodbye_thanks
safe place kaha cha,safe_location_query
mero buwa unconscious bhayo,medical_emergency_request
hamro area najik ko pul bhatkiyo,road_blockage_report
ahile ko situation kk ho,status_check_general
bhukampa ko jhatka aaile feel bhayo,earthquake_occurring_report
joke bhanna saknu huncha now,fallback_unclear
building aliakti tilt bhao danger cha ki,building_damage_check
aago chittai failira xa Kathmandu ma???,fire_incident_report
police emergency number dinu hhos,emergency_contact_request
help garnuna plz,sos_help_request
building bata evacuate garne steps now,evacuation_guidance_query
mero aama unconscious bhayo,medical_emergency_request
mausam kasto ccha,fallback_unclear
chat khasyo bhukampa ma,building_collapse_report
kun khulla thau safe cha gather garna!!!,safe_location_query
strong tremor bhuampa jasto,earthquake_occurring_report
bhukampa aayo help,earthquake_occurring_report
trapped xughar bhatkeko debris muni,trapped_debris_report
relief camp ma meero aama bhetiyo,family_reunification_status
aago chittai failira xa hamro area ma,fire_incident_report
polekothau ko first aid,first_aid_query
bhukampagayo hamro area ma,earthquake_occurring_report
k garne vannera guide garnu hos,status_check_general
relief camp m mero bhai bhetiyo,family_reunification_status
bhukampa report garna man xa Gorkha ma urgent pls,earthquake_occurring_report
gharbhatkiyo gaun ma,building_collapse_report
earthquake agadi k k ready rakhne urgent pls,preparedness_tips_query
Kathmandu najik gas leak bhayo urgent pls,gas_leak_report
earthquake bhyo hamro area ma,earthquake_occurring_report
help asap malai dheerai dar lagyo,sos_help_request
bhukampa gayo mero ghar najik ma,earthquake_occurring_report
trapped xu ghar bhatkeko debris muni,trapped_debris_report
hey bhaujuk  cha,greeting
ambulance chaincha malai pls,medical_emergency_request
mero buwa ko phone lagdaina bhukampa deekhi,family_member_missing
hello dai k cha khabar,greeting
malaai pillar le thichyo cannot move,trapped_debris_report
raati basna tent chai,shelter_request
gaun jana skidaina road band cha,road_blockage_report
building safe cha ki kaasari thaha pauney,building_damage_check
pura building dhalyo Kathmanduma,building_collapse_report
bhukampa aayo abhi,earthquake_occurring_report
building bata bahira niiskane safest tarika,evacuation_guidance_query
hamro area ko lagi aftershock warning!!!,aftershock_information_query
Kathmandu najik gas leak bhayo,gas_leak_report
kitchen ma gas dherai chuhira xa,gas_leak_report
just testing123,fallback_unclear
big bhukampajasto lagyo,earthquake_occurring_report
next steps k ho bhannu hos,status_check_general
khane pani chainha,food_water_request
road block bhayo landslide le gaaun najik,road_blockage_report
ambulance ko number  kho,emergency_contact_request
thank you dai nex time feri sodhchu,goodbye_thanks
building ma fire xa Kathmandu najiik,fire_incident_report
earthquake go bag kasari prepare garne urgent pls,preparedness_tips_query
wall khaseko le mero saathi lai tichyo,trapped_debris_report
bhukampa report garna man xa Kathmandu ma,earthquake_occurring_report
earthquake agadi k k ready rakhne,preparedness_tips_query
mero bhai unconscious hbayo,medical_emergency_request
bhukampa pcahi k garne,status_check_general
bhetieko family member lai kasari register arne,family_reunification_status
head injury bhayo debris khaseko le,injury_report
sos soshelp,sos_help_request
red cross ko helpline number asap,emergency_contact_request
haat ma minor chot xa,injury_report
aago chittai failira xa bazaar ma pls,fire_incident_report
khana ra pan sakiyo,food_water_request
mero didi ko phone lagdaina bhukampa dehki,family_member_missing
hamro area najik ko upl bhatkiyo,road_blockage_report
sabai hallyo bhukaampa le,earthquake_occurring_report
bhukampa rreport garna man xa Pokhara ma,earthquake_occurring_report
2 din dekhi bijuli xaina pls,power_outage_report
bihana dekhi mero bhai bata khabarxaina,family_member_missing
ghar collapse bhayo hamib hitra fasyou,trapped_debris_report
wall khaseko le mero bai lai thichyo,trapped_debris_report
pani ko supply badn bhayo pani chai,food_water_request
mero family member safebhetiyo,family_reunification_status
bachcha haru lai earthquake dril lko lagi kasari prepare garne,preparedness_tips_query
aftershoock kati samma rahanxa,aftershock_information_query
Kathmandu jana skidaina road band cha,road_blockage_report
strong gas smell xa building ma,gas_leak_report
building aliakti tilt bhayo danger cha ki,building_damage_check
mauusam kasto cha,fallback_unclear
mero didi debri smuni thuniyo,trapped_debris_report
bhukampa ko jhatka aaile feel bhayo!!!,earthquake_occurring_report
pleaserescue me malai help chai,sos_help_request
mero bhai lai deep woound xa,injury_report
bhiana dekhi mero buwa bata khabar xaina,family_member_missing
pregnant lady lai emergency care chai plz,medical_emergency_request
power outage cha Kathmandu ma,power_outage_report
please help garnu bhaai,sos_help_request
2 din dekhi bijuli xaina???,power_outage_report
mero saathi lai ammbulance chai urgent,medical_emergency_request
Kathmandu maambulance patau na,medical_emergency_request
aftershock kat istrong huncha,aftershock_information_query
cannot move stuck underconcrete malai,trapped_debris_report
hamro area ma bijulikatti bhayo,power_outage_report
dhanyabad ekdum helpful thiyo plz,goodbye_thanks
mero didi pinned under debris malai help chai,trapped_debris_report
hamro area ko algi evacuation plan,evacuation_guidance_query
bhukampa pachi mero saathi lai bhettauna sakina,family_member_missing
bhukampa gayo hamr oarea ma,earthquake_occurring_report
electrical fire lagyo,fire_incident_report
earthquake preparedness k otips dinu hos,preparedness_tips_query
malai pillar le thichyo cannot move,trapped_debris_report
sas pherna sakeko xaina koi,medical_emergency_request
mero saathi pinned under debris malai help chai,trapped_debris_report
immedite help chai xa,sos_help_request
please rescue me mlai help chai,sos_help_request
gana gauna saknuhuncha,fallback_unclear
hostel ma ambulance patau na,medical_emergency_request
bhukampa report garna man xaGorkha ma,earthquake_occurring_report
road block bhayo landslide le hamro aarea najik,road_blockage_report
budo budi sanga kasari evacuate garne,evacuation_guidance_query
dheai raagat bagira xa medic chai xa,medical_emergency_request
khane pani chaincha now,food_water_request
hello ji sanchhai hunuhuncha,greeting
bihana dekhimero mama bata khabar xaina,family_member_missing
ghau ma bandage kasari garne,first_aid_query
mausam kastocha,fallback_unclear
thanksbro ekdam ramro jankari,goodbye_thanks
bihana dekih mero didi bata khabar xaina,family_member_missing
hamro ghar najik gas leak bhayo,gas_leak_report
building m fire xa Kathmandu najik,fire_incident_report
chat khasyobhukampa ma,building_collapse_report
mero buwa lai safely locaet garya,family_reunification_status
school najik ma firee lagyo,fire_incident_report
mero ghar lai earthquake safe kasari banaune,preparedness_tips_query
k ho yo bot,fallback_unclear
hey bhauju k cha asap,greeting
poleko thau ko firts aid,first_aid_query
main road ban dcha,road_blockage_report
mero didi pinned under debrism alai help chai,trapped_debris_report
school najik ma firelagyo,fire_incident_report
khanara pani sakiyo,food_water_request
hamro ghar najiik gas leak bhayo,gas_leak_report
random tye gardai xu,fallback_unclear
arko bhukampa aaunxaki,aftershock_information_query
pani ko supply band bhayo pani chai,food_water_request
hiik help garna saknu hunxa,greeting
bhukampa report garna man xa Gorkha ma asap,earthquake_occurring_report
namaste ma euta prashna sodhna chahanchu,greeting
ahlie k garnu parxa,status_check_general
mero saathi unconsciuos bhayo,medical_emergency_request
k garne vanera guide garnu hos,status_check_general
emergency supplies kati choti check garne pls,preparedness_tips_query
kitchen ma aago lagyo bhukampa ko bela,fire_incident_report
brick khasekole lagyo,injury_report
ahile k action linu aprxa,status_check_general
school najik ma fire lagyo,fire_incident_report
ok tanks bye is ma jaanchu,goodbye_thanks
mero aama ghar aaunu bhako xaina ahile samma now,family_member_missing
mainn road band cha,road_blockage_report
fire brigade ko contact number,emergency_contact_request
eathquake preparedness ko tips dinu hos,preparedness_tips_query
earthquake bhayo hamro area ma,earthquake_occurring_report
ghar bhatkiyo hamr oarea ma,building_collapse_report
bhukampa paci mero saathi lai bhettauna sakina,family_member_missing
bhukampa pachi mero bhai li bhettauna sakina,family_member_missing
road blockbhayo landslide le gaun najik,road_blockage_report
strong gas smell xa building ma!!!,gas_leak_report
hami kaha shelter linna sakxam safly,safe_location_query
raagat bagna roknu ko upaya k ho,first_aid_query
Kathmandu am power line khaseko cha,power_outage_report
mero gar ma ambulance patau na,medical_emergency_request
mero buwa pinnedunder debris malai help chai,trapped_debris_report
power outage cha Kathmanu ma,power_outage_report
ok got it dhanyabad bahini,goodbye_thanks
yo ghar ma basna safe cha ki xaina,building_damage_check
mero bhai lai deep woud xa,injury_report
hamro ghar pura bhatkiyo pls,building_collapse_report
mero buwa sanga abhi reunitebhayo,family_reunification_status
wall khaseko le mero saathi lai thichyo help,trapped_debris_report
"namaste, areyou there",greeting
mero aama lai ambulance chai urgent???,medical_emergency_request
wall khasekoo le mero didi lai thichyo,trapped_debris_report
doctor chai xa abhi nai,medical_emergency_request
bihana dekhi mero aama bata khabar xaina,family_member_missing
earthquake go bag kasari prepare garne,preparedness_tips_query
mero buwa pinned under debris mala help chai,trapped_debris_report
temporar yshelter kaha paunxa,shelter_request
building ma fire xa hamro area najik,fire_incident_report
chat khasyo bhukampa ma pls,building_collapse_report
hostel najik gas leak bhayo now,gas_leak_report
kitchen mag as dherai chuhira xa,gas_leak_report
mero lai helpchaincha,sos_help_request
bhukampa pachi mero mama laibhettauna sakina,family_member_missing
mero bhai pinned under deris malai help chai,trapped_debris_report
mero aama buwa ra ids ko lagi shelter chai,shelter_request
raati bsna tent chai,shelter_request
gana gauna saknu huncha,fallback_unclear
bhukampa pachi mero aama lai bhettauna sakina,family_member_missing
ahile ko situation k ho help,status_check_general
mero ghar ma help chai xa plz,sos_help_request
ankle sprain bhayohidna sakina,injury_report
bhukampa pachi mero didi lai bhettauna sakina urgent pls,family_member_missing
namaste can you help mme,greeting
aago chittai failira xa school najik ma???,fire_incident_report
mero bhai sanga ocntact tutyo,family_member_missing
brick khaseko le lagyo asap,injury_report
mero saathi lai badly injuryb hayo,injury_report
safe place kahacha,safe_location_query
haat bhachiyo help chai???,injury_report
mero saathipinned under debris malai help chai,trapped_debris_report
mero mama ko phone lagdaina bhukampa dekhi???,family_member_missing
taauko bata aragat bagira xa,injury_report
bhukampa report garna mman xa mero ghar najik ma,earthquake_occurring_report
mero ghar mahelp chai xa,sos_help_request
shelter chainca mero family ko lagi,shelter_request
ghar bhatkiyo gaun ma,building_collapse_report
hamroarea najik ko pul bhatkiyo,road_blockage_report
ghar collapse bhayohami bhitra fasyou,trapped_debris_report
debris le highway band bhayo,road_blockage_report
hi are u working offline,greeting
hello daimalai kehi sodhnu thiyo,greeting
hello dai k cha khabar help,greeting
wall bhatkiyo roadma,building_collapse_report
bhukampa dekhi bijulixaina,power_outage_report
tapai kati umer ko hunuhuncha,fallback_unclear
meroaama lai ambulance chai urgent,medical_emergency_request
gas stove le aagoo lagyo,fire_incident_report
building ma fire xa school najik najik asap,fire_incident_report
relief capm najik cha ki,shelter_request
helpp asap malai dherai dar lagyo,sos_help_request
ahile ko situation k ho,status_check_general
wall khaseko le mero ama lai thichyo,trapped_debris_report
mero familyra kids ko lagi shelter chai,shelter_request
merofamily member safe bhetiyo,family_reunification_status
cylidner bata gas chuhi raxa,gas_leak_report
sprai bhayeko khutta ko lagi k garne,first_aid_query
bhukampa gayo hamro area ma,earthquake_occurring_report
merosaathi unconscious bhayo,medical_emergency_request
mero aama lai safely locateg arya,family_reunification_status
meor buwa lai deep wound xa,injury_report
hamro area ma fir lagyo,fire_incident_report
malai bachau please,sos_help_request
najkai ko apartment bhatkiyo,building_collapse_report
sos malai help chai urgent pls,sos_help_request
big bhukampa jasto lagyo,earthquake_occurring_report
bhukampa report garna man xa hamro area ma urgent pls,earthquake_occurring_report
wall ma thulo crack cha evacuate garne ki,building_damage_check
yo ghar ma basna safe cha ki xaina now,building_damage_check
koi cha helpgarne,sos_help_request
hllo dai k cha khabar,greeting
heyare you the earthquake bot,greeting
mero aama lai ambulance chai urgent,medical_emergency_request
wall khaseko le mero didi lai thichyo,trapped_debris_report
wall khaseko le mero buwalai thichyo,trapped_debris_report
yaha ma safe zone kaha cha now,safe_location_query
hostel najik gas leak bhayo???,gas_leak_report
hey are you the earthquake bot,greeting
merobhai sanga abhi reunite bhayo,family_reunification_status
ghar bhatkiyo hamro area ma,building_collapse_report
bhukampa ko jhatk 5 minute agadi feel bhayo,earthquake_occurring_report
please help garnu bhai,sos_help_request
road block bhayo landslide le hamro area najik help,road_blockage_report
ghar bata dhuwa airaxa asap,fire_incident_report
malai kaha jana safe hunccha,safe_location_query
wallk haseko le mero buwa lai thichyo,trapped_debris_report
bhukampa pachik garne,status_check_general
bhukampa gayo Kathmandu ma!!!,earthquake_occurring_report
sos sos heelp,sos_help_request
immeediate help chai xa,sos_help_request
bhukampa gayo Gorkha ma help,earthquake_occurring_report
hamro area ma safezone kaha cha,safe_location_query
bhukampa pachi mero mama lai bhettauna sakina urgent pls,family_member_missing
hamro raea najik ko pul bhatkiyo,road_blockage_report
saf eplace kaha cha,safe_location_query
koi vane help gaa na,sos_help_request
earthquake go bag kasari prepare garne asap,preparedness_tips_query
evacuation ko instructionsdinu hos,evacuation_guidance_query
schoool building half bhatkiyo,building_collapse_report
pura building dhalyo hamro area ma,building_collapse_report
mero mamasanga contact tutyo,family_member_missing
scholo najik ma fire lagyo,fire_incident_report
khutta ma cho tlagyo running bela,injury_report
"dhanyaabd, that helped a lot",goodbye_thanks
bab yformula ra pani chai,food_water_request
school building half bhatikyo,building_collapse_report
hamro ghar najik gas leakbhayo,gas_leak_report
bhukampa pachi k ggarne,status_check_general
bhukampa dekhi bijuli xaina,power_outage_report
mero bhai lai ambulance chai urgent,medical_emergency_request
yaha ma safe zone kaha cha,safe_location_query
trapped xu ghar bhatkeko debrsi muni,trapped_debris_report
furniture lai khasnu bata kasari secure garne,preparedness_tips_query
hii k help gara saknu hunxa,greeting
sabai hallyo bhukampa le!!!,earthquake_occurring_report
najik ko assembly point kaha cha asap,safe_location_query
malai thaha xaina k garne asap,status_check_general
behosh bhako manxe lai kasari help garne,first_aid_query
hii tapai ko naam k ho,greeting
mero bhai bhukampa pach missing hunuhuncha,family_member_missing
mero bhai sangaabhi reunite bhayo,family_reunification_status
hijo dekhi khana xaina urgent pls,food_water_request
raagat bagna roknu ko upayak ho,first_aid_query
bhukampa pachi mero mama lai bhettauna sakina,family_member_missing
evacuation k route k ho,evacuation_guidance_query
bazaar ma fire lagyo,fire_incident_report
gas ko smell airaxa bhukampa pachi,gas_leak_report
temporary shelter kaha paunxa now,shelter_request
"namastebot, are u online",greeting
ok bye t adhanyabad,goodbye_thanks
ankle sprain bhayo hidna sakina!!!,injury_report
school building half bhatkiyo,building_collapse_report
school area ma ambulance patau na,medical_emergency_request
bihana dekhii mero bhai bata khabar xaina,family_member_missing
ghar bhatkiyo hamro area ma pls,building_collapse_report
mero aama debris muni thniyo,trapped_debris_report
debris le highway band bayo,road_blockage_report
mero ghar ma crack aayo safe cha ki!!!,building_damage_check
bhukampa kojhatka aaile feel bhayo,earthquake_occurring_report
gs ko smell airaxa bhukampa pachi,gas_leak_report
bhukampa pachi k garne,status_check_general
strong gassmell xa building ma,gas_leak_report
earthquaake agadi k k ready rakhne,preparedness_tips_query
"dhanyabad, that heped a lot",goodbye_thanks
mero mama ko phone lagdaina bhukampa dekhi!!!,family_member_missing
Kathmandu ko lagi aftershocck warning,aftershock_information_query
mero aamako phone lagdaina bhukampa dekhi,family_member_missing
brick khaseko le lagyo,injury_report
khutta ma chot lagyo running bbela,injury_report
bachcha haru lai earthquake drill ko lagi kasari prepare garne plz,preparedness_tips_query
mero didi lai badly injury bhayo,injury_report
rescue chai xa ma thuniyekoxu,trapped_debris_report
cprkasari garne,first_aid_query
bhetieko family member laai kasari register garne,family_reunification_status
tent cmap ko location chai,shelter_request
hamro area ko lagi aftershock warning urgent pls,aftershock_information_query
Kathmandu ko lagi evaccuation plan,evacuation_guidance_query
meero didi lai safely locate garya,family_reunification_status
mero khutta ma chotlagyo,injury_report
mero khutta am chot lagyo,injury_report
abhi ghar bhitra jana milxaa ki,building_damage_check
mero bhai lai badly injury bhayo,injury_report
random tyype gardai xu,fallback_unclear
hamro ghar puar bhatkiyo,building_collapse_report
raati basna tentc hai,shelter_request
bhukampa report garna man xaPokhara ma,earthquake_occurring_report
aftershock kati samma rahanxa asap,aftershock_information_query
bhukampa gayomero ghar najik ma,earthquake_occurring_report
bihana deki mero aama bata khabar xaina,family_member_missing
bhukampa report garna man xa Gorkha ma,earthquake_occurring_report
gas leak bhayo ghar ma???,gas_leak_report
mero khutta ma chot lagyo,injury_report
kitchen m aago lagyo bhukampa ko bela,fire_incident_report
mero bhai lai chest am dukheko xa,medical_emergency_request
wall khaseo le mero buwa lai thichyo,trapped_debris_report
merodidi bhukampa pachi missing hunuhuncha,family_member_missing
aago chiittai failira xa Kathmandu ma,fire_incident_report
hami abhi evacuate garnu parxa ki urgent pls,evacuation_guidance_query
pura building dhalyo Kathmandu ma,building_collapse_report
mero didi ghar aaunu bhako xaina ahile samma now,family_member_missing
hamro area ma bijuli katti bhayo,power_outage_report
mero aama safe cha vanera status update garnaman xa,family_reunification_status
bhukampa pachi mero bhai lai bhettauna sakina pls,family_member_missing
yo ghar ma basna safe cha ki xania,building_damage_check
bhukampa ko jhatka 5 minute agadi feel bhayo,earthquake_occurring_report
wall ma crack dekhiyo now,building_damage_check
ok thanks bye is ma jjaanchu,goodbye_thanks
wall ma thulo crack cha evacuate garne ki pls,building_damage_check
hii k help garna saknu unxa,greeting
police emergency number dinu hos,emergency_contact_request
malaii pillar le thichyo cannot move,trapped_debris_report
power outage cha Katmandu ma,power_outage_report
medical emergecny cha help garnu,medical_emergency_request
Kathmandu ma fire lagyo,fire_incident_report
relief camp ma mero buwa bhetiyo,family_reunification_status
mero saathi lai badly injury bhayo plz,injury_report
mero saathi lai deep wound xa,injury_report
bhukampa gayo Gorkhama,earthquake_occurring_report
hey are you the earthquake bot pls,greeting
mero bhai debris muni thuniyo,trapped_debris_report
najik ko assebmly point kaha cha,safe_location_query
tourist police ko number dinuhos,emergency_contact_request
mero saathi debris muni thuniyo help,trapped_debris_report
bhukampa pachi mero mama lai bhettaunasakina,family_member_missing
hamro area ko lagi evacuationplan,evacuation_guidance_query
mero family ra kids ko lagi sehlter chai,shelter_request
hami kaha shelter linna sakxam safely,safe_location_query
earthquake preparedness kotips dinu hos,preparedness_tips_query
building ma firexa bazaar najik,fire_incident_report
thanks a lot bahi,goodbye_thanks
emergency contact number haru ko list,emergency_contact_request
mero saathi bhukampa pachi missing hunuhuncha asap,family_member_missing
gaun najik ko pul bhtakiyo,road_blockage_report
"dhanyabad, that helped a lot",goodbye_thanks
bhukampa report garna man xa mero ghar najik ma,earthquake_occurring_report
mero bai lai ambulance chai urgent,medical_emergency_request
bihana dekhi mero mama bata khabar xaina,family_member_missing
family ko lagi food supply chai,food_water_request
joke bhanna saknu huncha,fallback_unclear
mero bhai debris mmuni thuniyo,trapped_debris_report
aftershock pachi ghar bhitra sutna safe cha ki now,aftershock_information_query
malai bacahu please,sos_help_request
malai kahajana safe huncha,safe_location_query
mero aama lai chest ma dukheko xa,medical_emergency_request
mero dididebris muni thuniyo,trapped_debris_report
hamro area ma bijuli atti bhayo,power_outage_report
road bolck bhayo landslide le Kathmandu najik,road_blockage_report
mero bhai bhukampa pachi missing hunuhuncha,family_member_missing
kun khulla thau safe cha gather garna,safe_location_query
ghar bata dhuwa airaxa,fire_incident_report
earthquakebhayo hamro area ma,earthquake_occurring_report
Kathmandu kolagi aftershock warning,aftershock_information_query
mero saathi lai ambulance chai urgent,medical_emergency_request
pura building dhalyo gaun ma asap,building_collapse_report
aago chittai failira xa hamro arrea ma,fire_incident_report
merobuwa unconscious bhayo,medical_emergency_request
malai bahcau please,sos_help_request
namaste ma euta prashna sodhna chahanchu!!!,greeting
meroaama lai safely locate garya,family_reunification_status
Kathmandu najik gas leakbhayo,gas_leak_report
mero saathi harura kids ko lagi shelter chai,shelter_request
building aliakti tilt bhayo danger chaki,building_damage_check
pregnant lady laiemergency care chai,medical_emergency_request
k garne vanera guide garnuhos,status_check_general
mero bhai lai sfaely locate garya,family_reunification_status
buildin ma fire xa bazaar najik,fire_incident_report
bhukampa gao mero ghar najik ma,earthquake_occurring_report
ghar ekdam hallyo earthquake ho ki k ho now,earthquake_occurring_report
bhukampa pachi mero bhai lai bhttauna sakina,family_member_missing
aago chittai ailira xa Kathmandu ma,fire_incident_report
mer obhai lai safely locate garya,family_reunification_status
thank u sira li help bhayo,goodbye_thanks
sas pherna sakeko xxaina koi,medical_emergency_request
namaste ma euta prashna sodhnachahanchu,greeting
joke bhhanna saknu huncha,fallback_unclear
mero aama ko phone lagdaina bhukampadekhi,family_member_missing
mero didi ghar aaunu bhako xain aahile samma,family_member_missing
aago chittai faiira xa bazaar ma,fire_incident_report
family ko lagi foodsupply chai,food_water_request
hijo dekhi khana xaina,food_water_request
meroo didi sanga abhi reunite bhayo,family_reunification_status
mero saathi aru ra kids ko lagi shelter chai,shelter_request
mero bhai pinned under debris malai help chai help,trapped_debris_report
building ma fire xa bazaar najik,fire_incident_report
khutta ma chot lagyo running bela now,injury_report
police eemrgency number dinu hos,emergency_contact_request
help asap malai dherai dar lagyo,sos_help_request
hamro area ma fire lagyo,fire_incident_report
ghar ekdamm hallyo earthquake ho ki k ho,earthquake_occurring_report
mero bhaisafe cha vanera status update garna man xa,family_reunification_status
next steps k oh bhannu hos,status_check_general
merodidi safe cha vanera status update garna man xa,family_reunification_status
Kathmandu ma safe zone kahha cha,safe_location_query
mero bhai safe cha vanera status update garna manxa,family_reunification_status
wall khaseko le mero saathi lai thichyo,trapped_debris_report
bachcha haru lai earthquakke drill ko lagi kasari prepare garne,preparedness_tips_query
pani ko supply band bhayo pani chai asap,food_water_request
mero aama buwa ra kids ko lagi shelteer chai,shelter_request
building bata bahira nniskane safest tarika,evacuation_guidance_query
mero bhai sanga contact tutyo,family_member_missing
ok thanks bye is ma jaanchu,goodbye_thanks
kitchen ma aago lagyo bhukammpa ko bela,fire_incident_report
mero bhai lai chest ma dukheko xa,medical_emergency_request
abhi ghar bhitra ajna milxa ki,building_damage_check
Kathmanndu ma ambulance patau na,medical_emergency_request
mero ghar ma help chai xa help,sos_help_request
big bhukamppa jasto lagyo,earthquake_occurring_report
bihana dekhi mero didi bata kabar xaina,family_member_missing
please rescue me malai help chai,sos_help_request
mero aamma lai safely locate garya,family_reunification_status
relief camp ma mero aaa bhetiyo,family_reunification_status
mero buwa ko phone lagdaina bhukampa dekhi urgent pls,family_member_missing
yo bhukampa sanga related xaina,fallback_unclear
hi are u working offline asap,greeting
hamro area ma power line khasekocha,power_outage_report
bhukampa report garna man xa hamro area ma,earthquake_occurring_report
najik ko releif camp kaha cha,shelter_request
mero didi sanga abhi reunite bhhayo,family_reunification_status
ahile k action linu parxa,status_check_general
emergency supplis kati choti check garne,preparedness_tips_query
mero aama lai chest ma dukheko xa plz,medical_emergency_request
najik ko assembly point kaha cha,safe_location_query
power outage chaKathmandu ma,power_outage_report
mero aama kophone lagdaina bhukampa dekhi,family_member_missing
big bhukammpa jasto lagyo,earthquake_occurring_report
emergency supplies kati choti check garne,preparedness_tips_query
relief camp ma merob hai bhetiyo,family_reunification_status
help asap malai dheraidar lagyo,sos_help_request
bhukampa aayo,earthquake_occurring_report
thanks bro ekdamramro jankari,goodbye_thanks
koi cha help garne,sos_help_request
bhetieko family member lai kasari register garne,family_reunification_status
"dhanyaabd, bye bye",goodbye_thanks
mero lai help chaincha,sos_help_request
bijuli kahile aaunxa,power_outage_report
aftershock kati samma rahanxa,aftershock_information_query
shelter chaincha mero family ko lagi,shelter_request
mero bhai laichest ma dukheko xa,medical_emergency_request
hamro area ma power line khaseko cha plz,power_outage_report
Kathmandu najikk gas leak bhayo,gas_leak_report
mero bhai lai chest madukheko xa,medical_emergency_request
mero didi safe cha vanea status update garna man xa,family_reunification_status
kun khulla thau safe cha gather gana,safe_location_query
mero bbhai ghar aaunu bhako xaina ahile samma,family_member_missing
mero aama sanga abhi reunite bhayo plz,family_reunification_status
hello dai malai ekhi sodhnu thiyo,greeting
help garnu na plz,sos_help_request
khane pani chaincha,food_water_request
safe place kaha cha asap,safe_location_query
hii k help garna saknu hunxa,greeting
immediate help chai xa,sos_help_request
rescue ko lagi kaha phone garne help,emergency_contact_request
budo budi sanga kasari evacuaet garne,evacuation_guidance_query
bhukampa pachi mero didi lai bhettauna sakina,family_member_missing
wall khaseko le mero aama lai thichyo!!!,trapped_debris_report
mero ghar ma crack aayo safe cha ki,building_damage_check
dhanyabad ekdum helpfulthiyo,goodbye_thanks
koi avne help gara na,sos_help_request
ok gt it dhanyabad bahini,goodbye_thanks
emergency supplies kati choti check garne now,preparedness_tips_query
malai nkialnu hos thuniyeko xu,trapped_debris_report
bihana dekhi mero didi btaa khabar xaina,family_member_missing
meero didi ko phone lagdaina bhukampa dekhi,family_member_missing
head injury bhayo debris khaseko le urgent pls,injury_report
hostel ma ambulance paatu na,medical_emergency_request
mero aama bbuwa ra kids ko lagi shelter chai,shelter_request
najikai ko safe zone kaha cha,safe_location_query
hamro area jana sakidaina road band cha now,road_blockage_report
wall ma thulo crack cha evacuate garneki,building_damage_check
o bye ta dhanyabad,goodbye_thanks
thanks a lotb hai,goodbye_thanks
bihana dekhi mero aamaa bata khabar xaina,family_member_missing
relief camp ma mero aama bhetiyo,family_reunification_status
mero ghar ma help chai xa,sos_help_request
yaha saafpani xaina,food_water_request
abhi ghar bhitra jana milxa ki,building_damage_check
wall khaseko le mero didi la thichyo,trapped_debris_report
gas ko smell airaxa bhukampa pachi pls,gas_leak_report
trappeed xu ghar bhatkeko debris muni,trapped_debris_report
bhukampa pachi merosaathi lai bhettauna sakina,family_member_missing
Kathmandu ko lagi evacuation plan,evacuation_guidance_query
hamro ghar unsafexa shelter chai,shelter_request
evacuation ko route k ho asap,evacuation_guidance_query
behosh bhako manxe lai kasari elp garne,first_aid_query
mero family member safe bhetiyo,family_reunification_status
ahile k agrne ma,status_check_general
mero bhai unconscious bhayo,medical_emergency_request
pura building dhalyo gaun ma,building_collapse_report
road block bhayo landslide lehamro area najik,road_blockage_report
pregnant lady lai emergency care chai,medical_emergency_request
mero ghra ma ambulance patau na,medical_emergency_request
building bata evacuate gane steps,evacuation_guidance_query
hamro area ko lagi afetrshock warning,aftershock_information_query
mero buwa debris muni thuniyo pls,trapped_debris_report
furniture lai khasnu batakasari secure garne,preparedness_tips_query
aftershock kati strong huncha,aftershock_information_query
malai thaha xaina k garne,status_check_general
mero aama ai chest ma dukheko xa,medical_emergency_request
mero aama sanga bahi reunite bhayo,family_reunification_status
wall ma crack dekhiyo,building_damage_check
mero didi bhhukampa pachi missing hunuhuncha,family_member_missing
mero didi lai safely locat egarya,family_reunification_status
dherai raaat bagira xa medic chai xa,medical_emergency_request
malai kaha jana safe huncha,safe_location_query
aftershock katistrong huncha,aftershock_information_query
amulance ko number k ho,emergency_contact_request
family ko lagi food supply cahi,food_water_request
h bhai kasto cha,greeting
bhukampaaayo abhi,earthquake_occurring_report
bihana dekhi mero aama bata khabar aina,family_member_missing
ghar bata dhuwa airaxa now,fire_incident_report
ghau ma bandage ksaari garne,first_aid_query
mero aama pinned under debris malai help chai,trapped_debris_report
