text,intent
much appreciated help,goodbye_thanks
he app,greeting
road blocke dby landslide near Pokhara,road_blockage_report
need ration for myfather,food_water_request
my mother is injuerd badly,injury_report
apartment blockcollapsed nearby,building_collapse_report
building collapsed in Bhaktapur,building_collapse_report
how to plan a family emergency meeting point plz,preparedness_tips_query
road blocked by landslide near Lalitpur,road_blockage_report
searching for my sister in Kathmandu,family_member_missing
need foodsupplies for family,food_water_request
my sister fell and hurt back,injury_report
where is the designated safe zone in Pokhara,safe_location_query
where can we get temporary shelter,shelter_request
gr8 thanks urgent pls,goodbye_thanks
shelter needed for my brother and kids help,shelter_request
building on fire near Pokhara help,fire_incident_report
medical emergency please help!!!,medical_emergency_request
my mother has a dep wound,injury_report
evacuaton instructions please,evacuation_guidance_query
thaank you,goodbye_thanks
my daughter is stuck under the roof,trapped_debris_report
thank you so much for helping!!!,goodbye_thanks
kitchen caught fire durin quake,fire_incident_report
my sister is trapped under debris,trapped_debris_report
my mother is injured badly,injury_report
earthquake in Bhaktapur now,earthquake_occurring_report
aftershock warning for Gorkha???,aftershock_information_query
wall collapsed on thestreet,building_collapse_report
building collapsed in oPkhara,building_collapse_report
hmm!!!,fallback_unclear
ground shaknig very hard,earthquake_occurring_report
highway blocked deu to debris,road_blockage_report
want to update satus that my grandfather is safe,family_reunification_status
should we evacuate now plz,evacuation_guidance_query
our house collapsed completely,building_collapse_report
guide me on whatt to do,status_check_general
bridge collapsednear Jajarkot,road_blockage_report
power lines down in Pokhara,power_outage_report
my father is unconscous,medical_emergency_request
hiii pls,greeting
how long do aftershocks cntinue,aftershock_information_query
mygrandmother has a deep wound,injury_report
someone fainted need medicalhelp,medical_emergency_request
my sister is trapped under dberis,trapped_debris_report
"trapped, please send rrescue",trapped_debris_report
safe place kaha xa nearPokhara,safe_location_query
gas pipe broke during quake,gas_leak_report
how to plan a family emergency meeting point,preparedness_tips_query
heey,greeting
cannot reach Pokhara roadi s closed,road_blockage_report
send help,sos_help_request
how to prepare an earthquake go bag,preparedness_tips_query
severe bleeding need medic,medical_emergency_request
need baby fformula and water,food_water_request
my father is injured badly???,injury_report
thnnx,goodbye_thanks
how strong will aftershocks be!!!,aftershock_information_query
hurt my leg during earthquake,injury_report
how often sholud i check emergency supplies,preparedness_tips_query
have not heard from my father since morning???,family_member_missing
earthquake inn Pokhara,earthquake_occurring_report
need ration for my mother asap,food_water_request
my mother collapsed aand not waking up,medical_emergency_request
no houe to stay need shelter urgently,shelter_request
we just felt an earthquake in Kathmandu,earthquake_occurring_report
cylinder leaking gas,gas_leak_report
what is the evacuation route,evacuation_guidance_query
buied under rubble,trapped_debris_report
want to update status that my sister is safe,family_reunification_status
whereis the nearest safe zone,safe_location_query
small fire i nthe kitchen,fire_incident_report
my mother has a deep wound,injury_report
what should i do now asap,status_check_general
where can we take sheltter safely,safe_location_query
who do i callfor rescue,emergency_contact_request
power outage in Jajarkot,power_outage_report
earthquakea lert,earthquake_occurring_report
building tilted slightly is it dangerous,building_damage_check
pinned under debris,trapped_debris_report
helpp me,sos_help_request
is this na earthquake,earthquake_occurring_report
my grandmother is unconscious pls,medical_emergency_request
hiii,greeting
my sister collapsed and not waking up,medical_emergency_request
searching for my grandfather in Bhaktapur,family_member_missing
there is a fire in Lalitpur,fire_incident_report
found my grandmother at the relief camp asap,family_reunification_status
searching for my brother in Kathmandu,family_member_missing
need ambulance at Lalitpur,medical_emergency_request
my father hsa a deep wound,injury_report
hlo!!!,greeting
entire building came down in Gorkha asap,building_collapse_report
how to bandage a wound properly,first_aid_query
we just felt an earthquakein Bhaktapur,earthquake_occurring_report
have not heard from my brother since morning,family_member_missing
my grandfather has been located safely,family_reunification_status
entire building came down in Lalitpur,building_collapse_report
my house has cracks is it safe,building_damage_check
first aid kit items needed,first_aid_query
who inspects building safety after earthquake,building_damage_check
my grandmother needs mabulance urgently,medical_emergency_request
shelter needed for my mother andd kids,shelter_request
disasterreporting hotline,emergency_contact_request
process to report a family memberfound,family_reunification_status
will there beaftershocks,aftershock_information_query
need ration for my sister,food_water_request
gas pipe bbroke during quake,gas_leak_report
tset,fallback_unclear
entire building came downin Kathmandu,building_collapse_report
my mother has beenlocated safely,family_reunification_status
the main roadis blocked,road_blockage_report
hlp me,sos_help_request
thank you so much forhelping,goodbye_thanks
cpr stepps please,first_aid_query
road blockked by landslide near Jajarkot,road_blockage_report
my garndfather is stuck under the roof,trapped_debris_report
shelter needed for my sister and kids now,shelter_request
my brother is inured badly,injury_report
helpp,sos_help_request
need ration for my brother,food_water_request
helo,greeting
my father needs ambulance urgently,medical_emergency_request
help me pls im scared plz,sos_help_request
fire spreading fast inP okhara,fire_incident_report
aftershock warning fr Pokhara,aftershock_information_query
thanksa lot,goodbye_thanks
thanks bro,goodbye_thanks
frist aid for a broken arm,first_aid_query
cracks appeared after the quake,building_damage_check
blah blah blah???,fallback_unclear
my father is innjured badly,injury_report
hel!!,sos_help_request
where isthe designated safe zone in Pokhara,safe_location_query
powe rlines down in Kathmandu,power_outage_report
evacuationplan for Gorkha,evacuation_guidance_query
entire building came down in Bhatkapur,building_collapse_report
my brother is injured badly,injury_report
how to secure furniture from falling asap,preparedness_tips_query
school buildingpartially collapsed,building_collapse_report
need ration for my father,food_water_request
emergency help neeedd,sos_help_request
do we need to evacuate immediately now,evacuation_guidance_query
gas leak near Kathmandu now,gas_leak_report
ok got it thanks pls,goodbye_thanks
who do i call for rescue,emergency_contact_request
wall collapsed on the street,building_collapse_report
fire spreading fast in Lalitpur,fire_incident_report
earthquakepreparedness tips please,preparedness_tips_query
bye ake care,goodbye_thanks
reunited with my gandmother now,family_reunification_status
cannot reachBhaktapur road is closed,road_blockage_report
how to bandage a wound proprely,first_aid_query
good aftenroon,greeting
we are trapped inside the building,trapped_debris_report
should i re-enter the building,building_damage_check
our house collapsed completelly,building_collapse_report
much appreciated,goodbye_thanks
should i re-enter the uilding,building_damage_check
bridge collapsed near Jajarkot,road_blockage_report
my sister having chest pain,medical_emergency_request
need ration for my broter,food_water_request
lost contact with my brother help,family_member_missing
emergency helpneeded,sos_help_request
safe place kaha xa near Pokhara,safe_location_query
need food supplies for family,food_water_request
should i expect more tremorstonight,aftershock_information_query
gretings,greeting
bridge collapsed near Bhaktapur,road_blockage_report
shelter needed for my brother and kids,shelter_request
evacuatoin instructions please,evacuation_guidance_query
help hellp,sos_help_request
my mother is trapped under debris,trapped_debris_report
want to update stats that my grandmother is safe,family_reunification_status
my mother is missing since the earthquake,family_member_missing
ok thanks bye,goodbye_thanks
building on fire nea Gorkha,fire_incident_report
how to treat a cut wound,first_aid_query
how doi evacuate safely,evacuation_guidance_query
fire spreeading fast in Lalitpur,fire_incident_report
no clean water available here,food_water_request
building collapsed in Kathmandu!!!,building_collapse_report
my hous ehas cracks is it safe,building_damage_check
need food supplies for familly,food_water_request
what actions shouldi take now,status_check_general
"trapped, please send rescue plz",trapped_debris_report
building collapsed in Jajarkot,building_collapse_report
what to keep ready before an earthquake,preparedness_tips_query
stuck can'tget out,trapped_debris_report
trappe dunder rubble,trapped_debris_report
there is a fire in Gorkha,fire_incident_report
our house is unsafe need shelter help,shelter_request
grouund shaking very hard,earthquake_occurring_report
my sister having chest pain urgent pls,medical_emergency_request
the main road is blocked,road_blockage_report
emergency contact numbers list,emergency_contact_request
thank you very much,goodbye_thanks
displaced nede a place to stay,shelter_request
my brother has been located safely,family_reunification_status
fire alert near market,fire_incident_report
earthquake in Pokhara,earthquake_occurring_report
how old are you!!!,fallback_unclear
can i go back inside my hosue now,building_damage_check
my father phone not rachable since quake,family_member_missing
food distribution pointnearby,food_water_request
is my apartment structurally safe now!!!,building_damage_check
how strong will aftershocks be,aftershock_information_query
my grandmother is injure badly,injury_report
cannot reeach Lalitpur road is closed,road_blockage_report
wall has big cracks should i evacuate,building_damage_check
hey app,greeting
earthquake hit Bhaktapur justn ow,earthquake_occurring_report
earthquake just occurred 5 minutes ago!!!,earthquake_occurring_report
cpr steps please,first_aid_query
my grandfather is injuredbadly,injury_report
gas leak bhyo,gas_leak_report
strong ttremor felt just now,earthquake_occurring_report
found my brother at the relief camp,family_reunification_status
send hlep,sos_help_request
where can we get tempoary shelter,shelter_request
emergency help needed,sos_help_request
kitchen gas leakingg badly,gas_leak_report
reunited with my brother nw,family_reunification_status
who made you,fallback_unclear
where should i gofor safety,safe_location_query
my house has cracks is it sae,building_damage_check
o bye,goodbye_thanks
what is the ambulance number,emergency_contact_request
missing person report for my brother???,family_member_missing
we just felt an earthquake in GGorkha,earthquake_occurring_report
evacuationplan for Kathmandu,evacuation_guidance_query
landsllide blocking the only road out,road_blockage_report
thank u somuch,goodbye_thanks
my sisetr having chest pain,medical_emergency_request
building on fire near Gorkha,fire_incident_report
bye take acre,goodbye_thanks
broken arm need help,injury_report
power outage in Kathmndu,power_outage_report
ok got it thanks,goodbye_thanks
whho inspects building safety after earthquake,building_damage_check
apprecciate it,goodbye_thanks
have not heard from my rother since morning,family_member_missing
cool thaanks,goodbye_thanks
my father has a deep wound???,injury_report
what steps sshould i follow now,status_check_general
nepal red cross helpline number,emergency_contact_request
electricity cut off in our area asap,power_outage_report
aftershock warning for Gorkha,aftershock_information_query
entire building came down in Pokhara,building_collapse_report
pollice emergency number please,emergency_contact_request
nearest safe assembly pont,safe_location_query
thnx,goodbye_thanks
need drinkingwater,food_water_request
what to do fora sprained ankle,first_aid_query
powre outage in Jajarkot,power_outage_report
smoke coming fromthe house,fire_incident_report
give me next steps please,status_check_general
road bloccked by landslide near Jajarkot,road_blockage_report
how many aftershocks are expected,aftershock_information_query
my brotheris injured badly,injury_report
my grandmother collapsed and not waking up,medical_emergency_request
good evening,greeting
entire bulding came down in Kathmandu,building_collapse_report
how long do aftershocks continue,aftershock_information_query
earthquake hit Lalitpur 5minutes ago,earthquake_occurring_report
bridge collapsed near Pokhara???,road_blockage_report
my dauughter is stuck under the roof,trapped_debris_report
bridge collapsed near Jajakot,road_blockage_report
diasster reporting hotline,emergency_contact_request
please someone heelp,sos_help_request
earthquake in Gorka,earthquake_occurring_report
asdkjasd,fallback_unclear
thank u so much,goodbye_thanks
heello,greeting
kitchencaught fire during quake,fire_incident_report
my grandmoher fell and hurt back,injury_report
my brother is stuck under the roof,trapped_debris_report
emergency contactnumbers list,emergency_contact_request
where can wet ake shelter safely,safe_location_query
tell me a joke,fallback_unclear
shelter needed for my mother and kids,shelter_request
want to update status that my siser is safe,family_reunification_status
please someone help,sos_help_request
shelter needed for my father and kids,shelter_request
hii,greeting
earthquake preparedness tips please,preparedness_tips_query
can't move trapped under concrete,trapped_debris_report
thanks for the elp,goodbye_thanks
wha to do after an earthquake,status_check_general
nee dration for my sister,food_water_request
road blocked by ladnslide near Gorkha,road_blockage_report
cpr stps please,first_aid_query
searching for my brother in Lalitpur,family_member_missing
building on fire near Jajarkot asap,fire_incident_report
can anyonehelp,sos_help_request
mysister collapsed and not waking up,medical_emergency_request
where is the nearestrelief camp,shelter_request
buried under rubble now,trapped_debris_report
water supply ct off need water,food_water_request
power linesdown in Kathmandu,power_outage_report
electricity cut off in our area now,power_outage_report
my brother collapsed and not waking up,medical_emergency_request
how old are you,fallback_unclear
blah blah blah,fallback_unclear
which open are ais safe to gather,safe_location_query
cut on myleg bleeding,injury_report
we just felt anearthquake in Kathmandu,earthquake_occurring_report
how do i evacuate safely,evacuation_guidance_query
my sister did not come home yet,family_member_missing
process to reporta  family member found,family_reunification_status
myson is trapped under debris,trapped_debris_report
my mother fell and hurt back,injury_report
wha'ts the weather like,fallback_unclear
my father has a deep wound,injury_report
building collapsedin Jajarkot,building_collapse_report
ga leak near Lalitpur,gas_leak_report
my grandmother having chestpain,medical_emergency_request
mydaughter is trapped under debris,trapped_debris_report
building collapsed in Gorkha,building_collapse_report
earthquake hit Lalitpur 5 minutes ago,earthquake_occurring_report
fire sperading fast in Gorkha,fire_incident_report
searching for my grandfather inBhaktapur,family_member_missing
power lines down in Lalitpur,power_outage_report
massiveshaking right now,earthquake_occurring_report
will there be aftershocks,aftershock_information_query
power lines down in Gorkha,power_outage_report
need shelter formy family,shelter_request
dos this thing work,fallback_unclear
when will power berestored,power_outage_report
gas leak near Pokhara,gas_leak_report
hurt my leg during eaarthquake,injury_report
my daughter is traapped under debris,trapped_debris_report
earthquake,earthquake_occurring_report
found my family member safe,family_reunification_status
the ground is shaking,earthquake_occurring_report
firee alert near market,fire_incident_report
my grandmother is unconscious,medical_emergency_request
how to register a found family member,family_reunification_status
bridge collapsed near Pokhara,road_blockage_report
waht,fallback_unclear
what's the weather like,fallback_unclear
earthquake just occurred 5 minutesago,earthquake_occurring_report
thanks hat's all,goodbye_thanks
hey there,greeting
there is a fire in Bhaktapur,fire_incident_report
cannot find my mother after the quake help,family_member_missing
where is the designated safe zone in Bhaktapur now,safe_location_query
what to keep ready before an earthuqake,preparedness_tips_query
found mmy mother at the relief camp,family_reunification_status
helo there,greeting
ok thakns bye,goodbye_thanks
how to stop bleeding asap,first_aid_query
yo,greeting
howw to bandage a wound properly,first_aid_query
first aid forburns,first_aid_query
have not heard from my brother since morning plz,family_member_missing
bye,goodbye_thanks
hellp pls,sos_help_request
namaste,greeting
13456,fallback_unclear
my father is missing since the earthquake,family_member_missing
our house is unsafe need shelter,shelter_request
bridge collapsed near Kathmandu,road_blockage_report
my mother is trapped under dbris,trapped_debris_report
missing person reportfor my mother,family_member_missing
medical helpneeded urgently,medical_emergency_request
severe bleeding need medic urgent pls,medical_emergency_request
displaced need a plaec to stay,shelter_request
my grandmother is stuck under the roof,trapped_debris_report
how ofetn should i check emergency supplies,preparedness_tips_query
process to report a family member found,family_reunification_status
is another earthquake coming,aftershock_information_query
need drinking water,food_water_request
my brother fell and hurt back urgent pls,injury_report
national emergency operation center number,emergency_contact_request
"can't move, trapped under concrete",trapped_debris_report
tell me a oke,fallback_unclear
road blocked by landslide near Pokhara now,road_blockage_report
building collapsed ni Gorkha,building_collapse_report
what to do for a sprained ankle,first_aid_query
is it safe to sleep indoors after ftershocks,aftershock_information_query
entre building came down in Bhaktapur,building_collapse_report
power outagei n Kathmandu,power_outage_report
smell of gas after earthquake,gas_leak_report
gsa leak bhayo,gas_leak_report
have nnot heard from my mother since morning,family_member_missing
which open area is safe to gather,safe_location_query
building collapsed in Kathmandu,building_collapse_report
evacuation plan for Kathmandu,evacuation_guidance_query
aftershock warning for Bhaktapur,aftershock_information_query
my grandfather is nuconscious,medical_emergency_request
heplp,sos_help_request
"gas leak, please advise",gas_leak_report
searching for my brother in Kathmandu urgent pls,family_member_missing
what,fallback_unclear
mymother is missing since the earthquake,family_member_missing
power lines down in Jajarkot,power_outage_report
i need help now,sos_help_request
my sister di dnot come home yet,family_member_missing
my granfather is unconscious,medical_emergency_request
safeevacuation point near me,safe_location_query
thre are cracks in the wall,building_damage_check
my grandfather did not come home yet,family_member_missing
cannot reach Lalitpur road is clsoed,road_blockage_report
no power for two days now,power_outage_report
where is the designated safe zone in Jajarkot,safe_location_query
first aid kit items needed pls,first_aid_query
worried about gas leak in apartment,gas_leak_report
cannot find my brrother after the quake,family_member_missing
found my grandfather at the rlief camp,family_reunification_status
want to update status that my grandfather is safe,family_reunification_status
fire brigade contact unmber,emergency_contact_request
my grandfather collapsed and not waking up,medical_emergency_request
my brother is stck under the roof,trapped_debris_report
shelter needed formy father and kids,shelter_request
is it safe to sleep indoors after aftershocks,aftershock_information_query
found my father at the relief camp???,family_reunification_status
tarpped under rubble,trapped_debris_report
pinned uder debris,trapped_debris_report
wallhas big cracks should i evacuate,building_damage_check
how to evacuate with lederly people,evacuation_guidance_query
stuck undr a collapsed wall,trapped_debris_report
road blocked by landslide near Bhaktapur,road_blockage_report
"we are stuck inside, walls collapsed",trapped_debris_report
fire brigade contatc number,emergency_contact_request
school building partially collapsed???,building_collapse_report
how to make my house eearthquake safe,preparedness_tips_query
earthquake in Gorkha,earthquake_occurring_report
cracks appeaared after the quake,building_damage_check
bridg collapsed near Kathmandu,road_blockage_report
emergencycontact numbers list,emergency_contact_request
we needhelp,sos_help_request
buried under rubble,trapped_debris_report
searching for my grandfather inLalitpur,family_member_missing
my sister did not come homeyet,family_member_missing
safe place kaha xa near Jajarkot,safe_location_query
touurist police number please,emergency_contact_request
is this an earthquake,earthquake_occurring_report
power outagein Bhaktapur,power_outage_report
no powerfor two days now,power_outage_report
gude me on what to do,status_check_general
how do i know if my building is safe help,building_damage_check
critical patient needs ambulancee now,medical_emergency_request
the house has completly collapsed,building_collapse_report
my son is stuck under the roof,trapped_debris_report
safe place kahax a near Pokhara,safe_location_query
whereis the nearest relief camp,shelter_request
need hhelp,sos_help_request
lost contact with m ymother,family_member_missing
my sisteris unconscious,medical_emergency_request
nede ration for my father,food_water_request
how to evacuate wiith elderly people,evacuation_guidance_query
power lines down in Bhaktapur,power_outage_report
my grandmother fell and hurt back,injury_report
asdf,fallback_unclear
idk,fallback_unclear
hiiii,greeting
safe evacuationp oint near me,safe_location_query
