id,language,text,intent,source
649,en,can anyone help,sos_help_request,english_dataset.csv
650,en,safeplace kaha xa near Jajarkot,safe_location_query,english_dataset.csv
651,en,whe will power be restored,power_outage_report,english_dataset.csv
652,en,ground shaking very hard,earthquake_occurring_report,english_dataset.csv
653,en,found my mother at the relief camp,family_reunification_status,english_dataset.csv
654,en,gas leak in the house pls,gas_leak_report,english_dataset.csv
655,en,what tokeep ready before an earthquake,preparedness_tips_query,english_dataset.csv
656,en,help requied,sos_help_request,english_dataset.csv
657,en,my mther collapsed and not waking up,medical_emergency_request,english_dataset.csv
658,en,hello there,greeting,english_dataset.csv
659,en,asdkkjasd,fallback_unclear,english_dataset.csv
660,en,trapped need rescue team,trapped_debris_report,english_dataset.csv
661,en,disaster reporting hotline,emergency_contact_request,english_dataset.csv
662,en,roof caved in during the quake help,building_collapse_report,english_dataset.csv
663,en,need clean drinking water urgently,food_water_request,english_dataset.csv
664,en,massive hsaking right now,earthquake_occurring_report,english_dataset.csv
665,en,road blocked by landslide near Lalitpur pls,road_blockage_report,english_dataset.csv
666,en,how to help someone who fainted,first_aid_query,english_dataset.csv
667,en,evacuation planf or Kathmandu,evacuation_guidance_query,english_dataset.csv
668,en,entire building came down in Jajarkot,building_collapse_report,english_dataset.csv
669,en,helol sir,greeting,english_dataset.csv
670,en,our house is unsafeneed shelter,shelter_request,english_dataset.csv
671,en,cannot reach Jajarkot roda is closed,road_blockage_report,english_dataset.csv
672,en,how often should i check emergency supplies,preparedness_tips_query,english_dataset.csv
673,en,want to update status that my brother is safe,family_reunification_status,english_dataset.csv
674,en,help me right now urgent pls,sos_help_request,english_dataset.csv
675,en,hey app!!!,greeting,english_dataset.csv
676,en,where is the designated safee zone in Jajarkot,safe_location_query,english_dataset.csv
677,en,there is a fire in Pokhara,fire_incident_report,english_dataset.csv
678,en,hi,greeting,english_dataset.csv
679,en,my brother collapsed and nto waking up,medical_emergency_request,english_dataset.csv
680,en,aftershokc warning for Pokhara,aftershock_information_query,english_dataset.csv
681,en,my sister has a deep wound,injury_report,english_dataset.csv
682,en,safe place kaha xa near Gorkha,safe_location_query,english_dataset.csv
683,en,my son is trapped under debris,trapped_debris_report,english_dataset.csv
684,en,we just felt an earthquake in Bhaktapur,earthquake_occurring_report,english_dataset.csv
685,en,my mother fell aand hurt back,injury_report,english_dataset.csv
686,en,my grandmother having chest pain urgent pls,medical_emergency_request,english_dataset.csv
687,en,need help pls,sos_help_request,english_dataset.csv
688,en,safest wy to leave the building,evacuation_guidance_query,english_dataset.csv
689,en,what plz,fallback_unclear,english_dataset.csv
690,en,does this thing owrk,fallback_unclear,english_dataset.csv
691,en,i dont know whatto do,status_check_general,english_dataset.csv
692,en,power outgae in Bhaktapur,power_outage_report,english_dataset.csv
693,en,earthquake in Lalitpur,earthquake_occurring_report,english_dataset.csv
694,en,have not heard from my grandfahter since morning,family_member_missing,english_dataset.csv
695,en,can you sing a song now,fallback_unclear,english_dataset.csv
696,en,gas leak near Gorkha,gas_leak_report,english_dataset.csv
697,en,this is not related to eearthquake,fallback_unclear,english_dataset.csv
698,en,the house has completely collapssed,building_collapse_report,english_dataset.csv
699,en,want to update statu sthat my brother is safe,family_reunification_status,english_dataset.csv
700,en,there isa fire in Gorkha,fire_incident_report,english_dataset.csv
701,en,bye urgent pls,goodbye_thanks,english_dataset.csv
702,en,found my brother at the relief camp pls,family_reunification_status,english_dataset.csv
703,en,road bloccked by landslide near Gorkha,road_blockage_report,english_dataset.csv
704,en,evacuation plan for Pokhara plz,evacuation_guidance_query,english_dataset.csv
705,en,thanks rbo,goodbye_thanks,english_dataset.csv
706,en,safe place kaha xa near Bhaktapur plz,safe_location_query,english_dataset.csv
707,en,earthquake hit Pokhara just now,earthquake_occurring_report,english_dataset.csv
708,en,burned my hand slightly urgent pls,injury_report,english_dataset.csv
709,en,power lines downin Bhaktapur,power_outage_report,english_dataset.csv
710,en,gas leak near Bhaktapur,gas_leak_report,english_dataset.csv
711,en,aftershock warning for Kathmandu pls,aftershock_information_query,english_dataset.csv
712,en,frie spreading fast in Jajarkot,fire_incident_report,english_dataset.csv
713,en,the house is shaking badly pls,earthquake_occurring_report,english_dataset.csv
714,en,tourist police number please,emergency_contact_request,english_dataset.csv
715,en,earthquake in Bhaktpaur,earthquake_occurring_report,english_dataset.csv
716,en,hello there???,greeting,english_dataset.csv
717,en,god evening,greeting,english_dataset.csv
718,en,my sister is trapped under debris???,trapped_debris_report,english_dataset.csv
719,en,there is a firein Pokhara,fire_incident_report,english_dataset.csv
720,en,found my family member safe asap,family_reunification_status,english_dataset.csv
721,en,what to do duringevacuation,evacuation_guidance_query,english_dataset.csv
722,en,found my grandmother at hte relief camp,family_reunification_status,english_dataset.csv
723,en,how to make my house earthquake safe,preparedness_tips_query,english_dataset.csv
724,en,need cleandrinking water urgently,food_water_request,english_dataset.csv
725,en,test urgent pls,fallback_unclear,english_dataset.csv
726,en,we just felt an earthquake in Kathmandu help,earthquake_occurring_report,english_dataset.csv
727,en,national emergency peration center number,emergency_contact_request,english_dataset.csv
728,en,my gradfather collapsed and not waking up,medical_emergency_request,english_dataset.csv
729,en,shelter needed for my sister and kids,shelter_request,english_dataset.csv
730,en,my mother is missing since the eaarthquake,family_member_missing,english_dataset.csv
731,en,we are trapped inside the building help,trapped_debris_report,english_dataset.csv
732,en,what steps should i follow now,status_check_general,english_dataset.csv
733,en,asdkajsd,fallback_unclear,english_dataset.csv
734,en,neaest safe assembly point,safe_location_query,english_dataset.csv
735,en,searching for my fathe rin Kathmandu,family_member_missing,english_dataset.csv
736,en,where is the nearest safe zone plz,safe_location_query,english_dataset.csv
737,en,what's your favorite food plz,fallback_unclear,english_dataset.csv
738,en,wht can you do,fallback_unclear,english_dataset.csv
739,en,should i expect more tremors tonight,aftershock_information_query,english_dataset.csv
740,en,my father is unconscious,medical_emergency_request,english_dataset.csv
741,en,gas stove cause fire,fire_incident_report,english_dataset.csv
742,en,road damaged after earthqauke,road_blockage_report,english_dataset.csv
743,en,what is hte ambulance number,emergency_contact_request,english_dataset.csv
744,en,please soomeone help,sos_help_request,english_dataset.csv
745,en,bleeding from head,injury_report,english_dataset.csv
746,en,whatis the ambulance number,emergency_contact_request,english_dataset.csv
747,en,myf ather is trapped under debris,trapped_debris_report,english_dataset.csv
748,en,power outage in Pokhara,power_outage_report,english_dataset.csv
749,en,reunited with my brother now,family_reunification_status,english_dataset.csv
750,en,how to prepare an earthquake go bag???,preparedness_tips_query,english_dataset.csv
751,en,thannk u so much,goodbye_thanks,english_dataset.csv
752,en,no clean water available ehre,food_water_request,english_dataset.csv
753,en,no electricity since the earthquake,power_outage_report,english_dataset.csv
754,en,someone fainted need medical help,medical_emergency_request,english_dataset.csv
755,en,thank you ery much,goodbye_thanks,english_dataset.csv
756,en,power lines down in Lalitpur???,power_outage_report,english_dataset.csv
757,en,appreciate it,goodbye_thanks,english_dataset.csv
758,en,much appreciated help,goodbye_thanks,english_dataset.csv
759,en,he app,greeting,english_dataset.csv
760,en,road blocke dby landslide near Pokhara,road_blockage_report,english_dataset.csv
761,en,need ration for myfather,food_water_request,english_dataset.csv
762,en,my mother is injuerd badly,injury_report,english_dataset.csv
763,en,apartment blockcollapsed nearby,building_collapse_report,english_dataset.csv
764,en,building collapsed in Bhaktapur,building_collapse_report,english_dataset.csv
765,en,how to plan a family emergency meeting point plz,preparedness_tips_query,english_dataset.csv
766,en,road blocked by landslide near Lalitpur,road_blockage_report,english_dataset.csv
767,en,searching for my sister in Kathmandu,family_member_missing,english_dataset.csv
768,en,need foodsupplies for family,food_water_request,english_dataset.csv
769,en,my sister fell and hurt back,injury_report,english_dataset.csv
770,en,where is the designated safe zone in Pokhara,safe_location_query,english_dataset.csv
771,en,where can we get temporary shelter,shelter_request,english_dataset.csv
772,en,gr8 thanks urgent pls,goodbye_thanks,english_dataset.csv
773,en,shelter needed for my brother and kids help,shelter_request,english_dataset.csv
774,en,building on fire near Pokhara help,fire_incident_report,english_dataset.csv
775,en,medical emergency please help!!!,medical_emergency_request,english_dataset.csv
776,en,my mother has a dep wound,injury_report,english_dataset.csv
777,en,evacuaton instructions please,evacuation_guidance_query,english_dataset.csv
778,en,thaank you,goodbye_thanks,english_dataset.csv
779,en,my daughter is stuck under the roof,trapped_debris_report,english_dataset.csv
780,en,thank you so much for helping!!!,goodbye_thanks,english_dataset.csv
781,en,kitchen caught fire durin quake,fire_incident_report,english_dataset.csv
782,en,my sister is trapped under debris,trapped_debris_report,english_dataset.csv
783,en,my mother is injured badly,injury_report,english_dataset.csv
784,en,earthquake in Bhaktapur now,earthquake_occurring_report,english_dataset.csv
785,en,aftershock warning for Gorkha???,aftershock_information_query,english_dataset.csv
786,en,wall collapsed on thestreet,building_collapse_report,english_dataset.csv
787,en,building collapsed in oPkhara,building_collapse_report,english_dataset.csv
788,en,hmm!!!,fallback_unclear,english_dataset.csv
789,en,ground shaknig very hard,earthquake_occurring_report,english_dataset.csv
790,en,highway blocked deu to debris,road_blockage_report,english_dataset.csv
791,en,want to update satus that my grandfather is safe,family_reunification_status,english_dataset.csv
792,en,should we evacuate now plz,evacuation_guidance_query,english_dataset.csv
793,en,our house collapsed completely,building_collapse_report,english_dataset.csv
794,en,guide me on whatt to do,status_check_general,english_dataset.csv
795,en,bridge collapsednear Jajarkot,road_blockage_report,english_dataset.csv
796,en,power lines down in Pokhara,power_outage_report,english_dataset.csv
797,en,my father is unconscous,medical_emergency_request,english_dataset.csv
798,en,hiii pls,greeting,english_dataset.csv
799,en,how long do aftershocks cntinue,aftershock_information_query,english_dataset.csv
800,en,mygrandmother has a deep wound,injury_report,english_dataset.csv
801,en,someone fainted need medicalhelp,medical_emergency_request,english_dataset.csv
802,en,my sister is trapped under dberis,trapped_debris_report,english_dataset.csv
803,en,"trapped, please send rrescue",trapped_debris_report,english_dataset.csv
804,en,safe place kaha xa nearPokhara,safe_location_query,english_dataset.csv
805,en,gas pipe broke during quake,gas_leak_report,english_dataset.csv
806,en,how to plan a family emergency meeting point,preparedness_tips_query,english_dataset.csv
807,en,heey,greeting,english_dataset.csv
808,en,cannot reach Pokhara roadi s closed,road_blockage_report,english_dataset.csv
809,en,send help,sos_help_request,english_dataset.csv
810,en,how to prepare an earthquake go bag,preparedness_tips_query,english_dataset.csv
811,en,severe bleeding need medic,medical_emergency_request,english_dataset.csv
812,en,need baby fformula and water,food_water_request,english_dataset.csv
813,en,my father is injured badly???,injury_report,english_dataset.csv
814,en,thnnx,goodbye_thanks,english_dataset.csv
815,en,how strong will aftershocks be!!!,aftershock_information_query,english_dataset.csv
816,en,hurt my leg during earthquake,injury_report,english_dataset.csv
817,en,how often sholud i check emergency supplies,preparedness_tips_query,english_dataset.csv
818,en,have not heard from my father since morning???,family_member_missing,english_dataset.csv
819,en,earthquake inn Pokhara,earthquake_occurring_report,english_dataset.csv
820,en,need ration for my mother asap,food_water_request,english_dataset.csv
821,en,my mother collapsed aand not waking up,medical_emergency_request,english_dataset.csv
822,en,no houe to stay need shelter urgently,shelter_request,english_dataset.csv
823,en,we just felt an earthquake in Kathmandu,earthquake_occurring_report,english_dataset.csv
824,en,cylinder leaking gas,gas_leak_report,english_dataset.csv
825,en,what is the evacuation route,evacuation_guidance_query,english_dataset.csv
826,en,buied under rubble,trapped_debris_report,english_dataset.csv
827,en,want to update status that my sister is safe,family_reunification_status,english_dataset.csv
828,en,whereis the nearest safe zone,safe_location_query,english_dataset.csv
829,en,small fire i nthe kitchen,fire_incident_report,english_dataset.csv
830,en,my mother has a deep wound,injury_report,english_dataset.csv
831,en,what should i do now asap,status_check_general,english_dataset.csv
832,en,where can we take sheltter safely,safe_location_query,english_dataset.csv
833,en,who do i callfor rescue,emergency_contact_request,english_dataset.csv
834,en,power outage in Jajarkot,power_outage_report,english_dataset.csv
835,en,earthquakea lert,earthquake_occurring_report,english_dataset.csv
836,en,building tilted slightly is it dangerous,building_damage_check,english_dataset.csv
837,en,pinned under debris,trapped_debris_report,english_dataset.csv
838,en,helpp me,sos_help_request,english_dataset.csv
839,en,is this na earthquake,earthquake_occurring_report,english_dataset.csv
840,en,my grandmother is unconscious pls,medical_emergency_request,english_dataset.csv
841,en,hiii,greeting,english_dataset.csv
842,en,my sister collapsed and not waking up,medical_emergency_request,english_dataset.csv
843,en,searching for my grandfather in Bhaktapur,family_member_missing,english_dataset.csv
844,en,there is a fire in Lalitpur,fire_incident_report,english_dataset.csv
845,en,found my grandmother at the relief camp asap,family_reunification_status,english_dataset.csv
846,en,searching for my brother in Kathmandu,family_member_missing,english_dataset.csv
847,en,need ambulance at Lalitpur,medical_emergency_request,english_dataset.csv
848,en,my father hsa a deep wound,injury_report,english_dataset.csv
849,en,hlo!!!,greeting,english_dataset.csv
850,en,entire building came down in Gorkha asap,building_collapse_report,english_dataset.csv
851,en,how to bandage a wound properly,first_aid_query,english_dataset.csv
852,en,we just felt an earthquakein Bhaktapur,earthquake_occurring_report,english_dataset.csv
853,en,have not heard from my brother since morning,family_member_missing,english_dataset.csv
854,en,my grandfather has been located safely,family_reunification_status,english_dataset.csv
855,en,entire building came down in Lalitpur,building_collapse_report,english_dataset.csv
856,en,my house has cracks is it safe,building_damage_check,english_dataset.csv
857,en,first aid kit items needed,first_aid_query,english_dataset.csv
858,en,who inspects building safety after earthquake,building_damage_check,english_dataset.csv
859,en,my grandmother needs mabulance urgently,medical_emergency_request,english_dataset.csv
860,en,shelter needed for my mother andd kids,shelter_request,english_dataset.csv
861,en,disasterreporting hotline,emergency_contact_request,english_dataset.csv
862,en,process to report a family memberfound,family_reunification_status,english_dataset.csv
863,en,will there beaftershocks,aftershock_information_query,english_dataset.csv
864,en,need ration for my sister,food_water_request,english_dataset.csv
865,en,gas pipe bbroke during quake,gas_leak_report,english_dataset.csv
866,en,tset,fallback_unclear,english_dataset.csv
867,en,entire building came downin Kathmandu,building_collapse_report,english_dataset.csv
868,en,my mother has beenlocated safely,family_reunification_status,english_dataset.csv
869,en,the main roadis blocked,road_blockage_report,english_dataset.csv
870,en,hlp me,sos_help_request,english_dataset.csv
871,en,thank you so much forhelping,goodbye_thanks,english_dataset.csv
872,en,cpr stepps please,first_aid_query,english_dataset.csv
873,en,road blockked by landslide near Jajarkot,road_blockage_report,english_dataset.csv
874,en,my garndfather is stuck under the roof,trapped_debris_report,english_dataset.csv
875,en,shelter needed for my sister and kids now,shelter_request,english_dataset.csv
876,en,my brother is inured badly,injury_report,english_dataset.csv
877,en,helpp,sos_help_request,english_dataset.csv
878,en,need ration for my brother,food_water_request,english_dataset.csv
879,en,helo,greeting,english_dataset.csv
880,en,my father needs ambulance urgently,medical_emergency_request,english_dataset.csv
881,en,help me pls im scared plz,sos_help_request,english_dataset.csv
882,en,fire spreading fast inP okhara,fire_incident_report,english_dataset.csv
883,en,aftershock warning fr Pokhara,aftershock_information_query,english_dataset.csv
884,en,thanksa lot,goodbye_thanks,english_dataset.csv
885,en,thanks bro,goodbye_thanks,english_dataset.csv
886,en,frist aid for a broken arm,first_aid_query,english_dataset.csv
887,en,cracks appeared after the quake,building_damage_check,english_dataset.csv
888,en,blah blah blah???,fallback_unclear,english_dataset.csv
889,en,my father is innjured badly,injury_report,english_dataset.csv
890,en,hel!!,sos_help_request,english_dataset.csv
891,en,where isthe designated safe zone in Pokhara,safe_location_query,english_dataset.csv
892,en,powe rlines down in Kathmandu,power_outage_report,english_dataset.csv
893,en,evacuationplan for Gorkha,evacuation_guidance_query,english_dataset.csv
894,en,entire building came down in Bhatkapur,building_collapse_report,english_dataset.csv
895,en,my brother is injured badly,injury_report,english_dataset.csv
896,en,how to secure furniture from falling asap,preparedness_tips_query,english_dataset.csv
897,en,school buildingpartially collapsed,building_collapse_report,english_dataset.csv
898,en,need ration for my father,food_water_request,english_dataset.csv
899,en,emergency help neeedd,sos_help_request,english_dataset.csv
900,en,do we need to evacuate immediately now,evacuation_guidance_query,english_dataset.csv
901,en,gas leak near Kathmandu now,gas_leak_report,english_dataset.csv
902,en,ok got it thanks pls,goodbye_thanks,english_dataset.csv
903,en,who do i call for rescue,emergency_contact_request,english_dataset.csv
904,en,wall collapsed on the street,building_collapse_report,english_dataset.csv
905,en,fire spreading fast in Lalitpur,fire_incident_report,english_dataset.csv
906,en,earthquakepreparedness tips please,preparedness_tips_query,english_dataset.csv
907,en,bye ake care,goodbye_thanks,english_dataset.csv
908,en,reunited with my gandmother now,family_reunification_status,english_dataset.csv
909,en,cannot reachBhaktapur road is closed,road_blockage_report,english_dataset.csv
910,en,how to bandage a wound proprely,first_aid_query,english_dataset.csv
911,en,good aftenroon,greeting,english_dataset.csv
912,en,we are trapped inside the building,trapped_debris_report,english_dataset.csv
913,en,should i re-enter the building,building_damage_check,english_dataset.csv
914,en,our house collapsed completelly,building_collapse_report,english_dataset.csv
915,en,much appreciated,goodbye_thanks,english_dataset.csv
916,en,should i re-enter the uilding,building_damage_check,english_dataset.csv
917,en,bridge collapsed near Jajarkot,road_blockage_report,english_dataset.csv
918,en,my sister having chest pain,medical_emergency_request,english_dataset.csv
919,en,need ration for my broter,food_water_request,english_dataset.csv
920,en,lost contact with my brother help,family_member_missing,english_dataset.csv
921,en,emergency helpneeded,sos_help_request,english_dataset.csv
922,en,safe place kaha xa near Pokhara,safe_location_query,english_dataset.csv
923,en,need food supplies for family,food_water_request,english_dataset.csv
924,en,should i expect more tremorstonight,aftershock_information_query,english_dataset.csv
925,en,gretings,greeting,english_dataset.csv
926,en,bridge collapsed near Bhaktapur,road_blockage_report,english_dataset.csv
927,en,shelter needed for my brother and kids,shelter_request,english_dataset.csv
928,en,evacuatoin instructions please,evacuation_guidance_query,english_dataset.csv
929,en,help hellp,sos_help_request,english_dataset.csv
930,en,my mother is trapped under debris,trapped_debris_report,english_dataset.csv
931,en,want to update stats that my grandmother is safe,family_reunification_status,english_dataset.csv
932,en,my mother is missing since the earthquake,family_member_missing,english_dataset.csv
933,en,ok thanks bye,goodbye_thanks,english_dataset.csv
934,en,building on fire nea Gorkha,fire_incident_report,english_dataset.csv
935,en,how to treat a cut wound,first_aid_query,english_dataset.csv
936,en,how doi evacuate safely,evacuation_guidance_query,english_dataset.csv
937,en,fire spreeading fast in Lalitpur,fire_incident_report,english_dataset.csv
938,en,no clean water available here,food_water_request,english_dataset.csv
939,en,building collapsed in Kathmandu!!!,building_collapse_report,english_dataset.csv
940,en,my hous ehas cracks is it safe,building_damage_check,english_dataset.csv
941,en,need food supplies for familly,food_water_request,english_dataset.csv
942,en,what actions shouldi take now,status_check_general,english_dataset.csv
943,en,"trapped, please send rescue plz",trapped_debris_report,english_dataset.csv
944,en,building collapsed in Jajarkot,building_collapse_report,english_dataset.csv
945,en,what to keep ready before an earthquake,preparedness_tips_query,english_dataset.csv
946,en,stuck can'tget out,trapped_debris_report,english_dataset.csv
947,en,trappe dunder rubble,trapped_debris_report,english_dataset.csv
948,en,there is a fire in Gorkha,fire_incident_report,english_dataset.csv
949,en,our house is unsafe need shelter help,shelter_request,english_dataset.csv
950,en,grouund shaking very hard,earthquake_occurring_report,english_dataset.csv
951,en,my sister having chest pain urgent pls,medical_emergency_request,english_dataset.csv
952,en,the main road is blocked,road_blockage_report,english_dataset.csv
953,en,emergency contact numbers list,emergency_contact_request,english_dataset.csv
954,en,thank you very much,goodbye_thanks,english_dataset.csv
955,en,displaced nede a place to stay,shelter_request,english_dataset.csv
956,en,my brother has been located safely,family_reunification_status,english_dataset.csv
957,en,fire alert near market,fire_incident_report,english_dataset.csv
958,en,earthquake in Pokhara,earthquake_occurring_report,english_dataset.csv
959,en,how old are you!!!,fallback_unclear,english_dataset.csv
960,en,can i go back inside my hosue now,building_damage_check,english_dataset.csv
961,en,my father phone not rachable since quake,family_member_missing,english_dataset.csv
962,en,food distribution pointnearby,food_water_request,english_dataset.csv
963,en,is my apartment structurally safe now!!!,building_damage_check,english_dataset.csv
964,en,how strong will aftershocks be,aftershock_information_query,english_dataset.csv
965,en,my grandmother is injure badly,injury_report,english_dataset.csv
966,en,cannot reeach Lalitpur road is closed,road_blockage_report,english_dataset.csv
967,en,wall has big cracks should i evacuate,building_damage_check,english_dataset.csv
968,en,hey app,greeting,english_dataset.csv
969,en,earthquake hit Bhaktapur justn ow,earthquake_occurring_report,english_dataset.csv
970,en,earthquake just occurred 5 minutes ago!!!,earthquake_occurring_report,english_dataset.csv
971,en,cpr steps please,first_aid_query,english_dataset.csv
972,en,my grandfather is injuredbadly,injury_report,english_dataset.csv
973,en,gas leak bhyo,gas_leak_report,english_dataset.csv
974,en,strong ttremor felt just now,earthquake_occurring_report,english_dataset.csv
975,en,found my brother at the relief camp,family_reunification_status,english_dataset.csv
976,en,send hlep,sos_help_request,english_dataset.csv
977,en,where can we get tempoary shelter,shelter_request,english_dataset.csv
978,en,emergency help needed,sos_help_request,english_dataset.csv
979,en,kitchen gas leakingg badly,gas_leak_report,english_dataset.csv
980,en,reunited with my brother nw,family_reunification_status,english_dataset.csv
981,en,who made you,fallback_unclear,english_dataset.csv
982,en,where should i gofor safety,safe_location_query,english_dataset.csv
983,en,my house has cracks is it sae,building_damage_check,english_dataset.csv
984,en,o bye,goodbye_thanks,english_dataset.csv
985,en,what is the ambulance number,emergency_contact_request,english_dataset.csv
986,en,missing person report for my brother???,family_member_missing,english_dataset.csv
987,en,we just felt an earthquake in GGorkha,earthquake_occurring_report,english_dataset.csv
988,en,evacuationplan for Kathmandu,evacuation_guidance_query,english_dataset.csv
989,en,landsllide blocking the only road out,road_blockage_report,english_dataset.csv
990,en,thank u somuch,goodbye_thanks,english_dataset.csv
991,en,my sisetr having chest pain,medical_emergency_request,english_dataset.csv
992,en,building on fire near Gorkha,fire_incident_report,english_dataset.csv
993,en,bye take acre,goodbye_thanks,english_dataset.csv
994,en,broken arm need help,injury_report,english_dataset.csv
995,en,power outage in Kathmndu,power_outage_report,english_dataset.csv
996,en,ok got it thanks,goodbye_thanks,english_dataset.csv
997,en,whho inspects building safety after earthquake,building_damage_check,english_dataset.csv
998,en,apprecciate it,goodbye_thanks,english_dataset.csv
999,en,have not heard from my rother since morning,family_member_missing,english_dataset.csv
1000,en,cool thaanks,goodbye_thanks,english_dataset.csv
1001,en,my father has a deep wound???,injury_report,english_dataset.csv
1002,en,what steps sshould i follow now,status_check_general,english_dataset.csv
1003,en,nepal red cross helpline number,emergency_contact_request,english_dataset.csv
1004,en,electricity cut off in our area asap,power_outage_report,english_dataset.csv
1005,en,aftershock warning for Gorkha,aftershock_information_query,english_dataset.csv
1006,en,entire building came down in Pokhara,building_collapse_report,english_dataset.csv
1007,en,pollice emergency number please,emergency_contact_request,english_dataset.csv
1008,en,nearest safe assembly pont,safe_location_query,english_dataset.csv
1009,en,thnx,goodbye_thanks,english_dataset.csv
1010,en,need drinkingwater,food_water_request,english_dataset.csv
1011,en,what to do fora sprained ankle,first_aid_query,english_dataset.csv
1012,en,powre outage in Jajarkot,power_outage_report,english_dataset.csv
1013,en,smoke coming fromthe house,fire_incident_report,english_dataset.csv
1014,en,give me next steps please,status_check_general,english_dataset.csv
1015,en,road bloccked by landslide near Jajarkot,road_blockage_report,english_dataset.csv
1016,en,how many aftershocks are expected,aftershock_information_query,english_dataset.csv
1017,en,my brotheris injured badly,injury_report,english_dataset.csv
1018,en,my grandmother collapsed and not waking up,medical_emergency_request,english_dataset.csv
1019,en,good evening,greeting,english_dataset.csv
1020,en,entire bulding came down in Kathmandu,building_collapse_report,english_dataset.csv
1021,en,how long do aftershocks continue,aftershock_information_query,english_dataset.csv
1022,en,earthquake hit Lalitpur 5minutes ago,earthquake_occurring_report,english_dataset.csv
1023,en,bridge collapsed near Pokhara???,road_blockage_report,english_dataset.csv
1024,en,my dauughter is stuck under the roof,trapped_debris_report,english_dataset.csv
1025,en,bridge collapsed near Jajakot,road_blockage_report,english_dataset.csv
1026,en,diasster reporting hotline,emergency_contact_request,english_dataset.csv
1027,en,please someone heelp,sos_help_request,english_dataset.csv
1028,en,earthquake in Gorka,earthquake_occurring_report,english_dataset.csv
1029,en,asdkjasd,fallback_unclear,english_dataset.csv
1030,en,thank u so much,goodbye_thanks,english_dataset.csv
1031,en,heello,greeting,english_dataset.csv
1032,en,kitchencaught fire during quake,fire_incident_report,english_dataset.csv
1033,en,my grandmoher fell and hurt back,injury_report,english_dataset.csv
1034,en,my brother is stuck under the roof,trapped_debris_report,english_dataset.csv
1035,en,emergency contactnumbers list,emergency_contact_request,english_dataset.csv
1036,en,where can wet ake shelter safely,safe_location_query,english_dataset.csv
1037,en,tell me a joke,fallback_unclear,english_dataset.csv
1038,en,shelter needed for my mother and kids,shelter_request,english_dataset.csv
1039,en,want to update status that my siser is safe,family_reunification_status,english_dataset.csv
1040,en,please someone help,sos_help_request,english_dataset.csv
1041,en,shelter needed for my father and kids,shelter_request,english_dataset.csv
1042,en,hii,greeting,english_dataset.csv
1043,en,earthquake preparedness tips please,preparedness_tips_query,english_dataset.csv
1044,en,can't move trapped under concrete,trapped_debris_report,english_dataset.csv
1045,en,thanks for the elp,goodbye_thanks,english_dataset.csv
1046,en,wha to do after an earthquake,status_check_general,english_dataset.csv
1047,en,nee dration for my sister,food_water_request,english_dataset.csv
1048,en,road blocked by ladnslide near Gorkha,road_blockage_report,english_dataset.csv
1049,en,cpr stps please,first_aid_query,english_dataset.csv
1050,en,searching for my brother in Lalitpur,family_member_missing,english_dataset.csv
1051,en,building on fire near Jajarkot asap,fire_incident_report,english_dataset.csv
1052,en,can anyonehelp,sos_help_request,english_dataset.csv
1053,en,mysister collapsed and not waking up,medical_emergency_request,english_dataset.csv
1054,en,where is the nearestrelief camp,shelter_request,english_dataset.csv
1055,en,buried under rubble now,trapped_debris_report,english_dataset.csv
1056,en,water supply ct off need water,food_water_request,english_dataset.csv
1057,en,power linesdown in Kathmandu,power_outage_report,english_dataset.csv
1058,en,electricity cut off in our area now,power_outage_report,english_dataset.csv
1059,en,my brother collapsed and not waking up,medical_emergency_request,english_dataset.csv
1060,en,how old are you,fallback_unclear,english_dataset.csv
1061,en,blah blah blah,fallback_unclear,english_dataset.csv
1062,en,which open are ais safe to gather,safe_location_query,english_dataset.csv
1063,en,cut on myleg bleeding,injury_report,english_dataset.csv
1064,en,we just felt anearthquake in Kathmandu,earthquake_occurring_report,english_dataset.csv
1065,en,how do i evacuate safely,evacuation_guidance_query,english_dataset.csv
1066,en,my sister did not come home yet,family_member_missing,english_dataset.csv
1067,en,process to reporta  family member found,family_reunification_status,english_dataset.csv
1068,en,myson is trapped under debris,trapped_debris_report,english_dataset.csv
1069,en,my mother fell and hurt back,injury_report,english_dataset.csv
1070,en,wha'ts the weather like,fallback_unclear,english_dataset.csv
1071,en,my father has a deep wound,injury_report,english_dataset.csv
1072,en,building collapsedin Jajarkot,building_collapse_report,english_dataset.csv
1073,en,ga leak near Lalitpur,gas_leak_report,english_dataset.csv
1074,en,my grandmother having chestpain,medical_emergency_request,english_dataset.csv
1075,en,mydaughter is trapped under debris,trapped_debris_report,english_dataset.csv
1076,en,building collapsed in Gorkha,building_collapse_report,english_dataset.csv
1077,en,earthquake hit Lalitpur 5 minutes ago,earthquake_occurring_report,english_dataset.csv
1078,en,fire sperading fast in Gorkha,fire_incident_report,english_dataset.csv
1079,en,searching for my grandfather inBhaktapur,family_member_missing,english_dataset.csv
1080,en,power lines down in Lalitpur,power_outage_report,english_dataset.csv
1081,en,massiveshaking right now,earthquake_occurring_report,english_dataset.csv
1082,en,will there be aftershocks,aftershock_information_query,english_dataset.csv
1083,en,power lines down in Gorkha,power_outage_report,english_dataset.csv
1084,en,need shelter formy family,shelter_request,english_dataset.csv
1085,en,dos this thing work,fallback_unclear,english_dataset.csv
1086,en,when will power berestored,power_outage_report,english_dataset.csv
