text,intent,split
electtrical firel agyo,fire_incident_report,train
mreo buw unconscious bhayo,medical_emergency_request,train
mero didi lai deeep wound xa,injury_report,train
building on fire near Pokhara,fire_incident_report,train
ग्यासचुहावट भयो सल्लाह दिनुहसो्,gas_leak_report,train
our house collappsed completely,building_collapse_report,train
ambulance chaincha malai pls,medical_emergency_request,train
mero saaathi lai deep wound xa,injury_report,train
helo,greeting,train
सहयोग गर्नुहोस्!!,sos_help_request,train
how to ehlp choking person,first_aid_query,train
hami kaha shelter linna sakxam safly,safe_location_query,train
building bta evacuate garne steps,evacuation_guidance_query,train
my father needs ambulannce urgently,medical_emergency_request,train
आदाब प्लिज,greeting,train
safe place kaha cha asap,safe_location_query,train
भूकम्पआयो,earthquake_occurring_report,train
my sisteris unconscious,medical_emergency_request,train
hamro ghar usnafe xa shelterc hai,shelter_request,train
भूकम्पदेखि बुबा को फोन लाग्दैन,family_member_missing,train
diasster reporting hotline,emergency_contact_request,train
there is a fire in Bhaktapur,fire_incident_report,train
brick khaseko le agyo,injury_report,train
how do i evcuate safely,evacuation_guidance_query,train
दुईदिनदेखि बिजुली छैन,power_outage_report,train
trapped need rescueteam,trapped_debris_report,train
यहाँ सफा पानी उपलब्ध छैन छिटो,food_water_request,train
bhukampa aayo abhi,earthquake_occurring_report,train
ghr hallyo bhukampa jasto now,earthquake_occurring_report,train
my grandmother has been located safely,family_reunification_status,train
hamro area ko lagi evacuationplan,evacuation_guidance_query,train
भूकम्प आयो,earthquake_occurring_report,train
found my father at the relief camp pls,family_reunification_status,train
sas pherna sakeko xainakoi,medical_emergency_request,train
mergency help neeedd,sos_help_request,train
shelter needed for my mother and kids,shelter_request,train
wall khaseko le mero bai lai thichyo,trapped_debris_report,train
भूकम्पपछिआगलागी भयो,fire_incident_report,train
hostel najik gas leak bhayo???,gas_leak_report,train
hii,greeting,train
emergency contactnumbers list,emergency_contact_request,train
छतखसेर हजुरबुबा थुनिनुभयो,trapped_debris_report,train
earthquakea lert,earthquake_occurring_report,train
how to prpeare kids for earthquake drills,preparedness_tips_query,train
cannot reach Jajarkot roadis closed,road_blockage_report,train
छत खसेर छोरा थुनिनुभयो है,trapped_debris_report,train
hp me,sos_help_request,train
ghau bhayeko thau ma kasari treat garne,first_aid_query,train
आमा को लागि खाद्यान्न चाहियो प्लिज,food_water_request,train
नजिकैको खाद्य वितरण सथ्ल प्लिज,food_water_request,train
जाजरकोट नजिक पहिरोले सडक बन्द भयो,road_blockage_report,train
heey,greeting,train
काठमाडौं मा बिजुलीको तार खसेको छ,power_outage_report,train
my brother collpsed and nto waking up,medical_emergency_request,train
want to updatestatus thatm y sister is safe,family_reunification_status,train
k garne avnera guide garnuhos,status_check_general,train
building collapsed in oPkhara,building_collapse_report,train
kitchen ma aago lagyo bhukammpa ok bela,fire_incident_report,train
temporary sheltre kaha paunxa,shelter_request,train
mero ghar mahelp chai xa,sos_help_request,train
पोखरा मा आगो छिट्टैफैलिँदैछ,fire_incident_report,train
ghau ma bandage kasari garne,first_aid_query,train
bihana dekhi mero buwa bata khabarxaina,family_member_missing,train
भक्तपुर नजिक पहिरोले सडकबन्द भयो,road_blockage_report,train
budo budi sanga kasari evacuate garne,evacuation_guidance_query,train
घर बलिरहेको छ दमक लचाहियो,fire_incident_report,train
hiii pls,greeting,train
दिदी भग्नावशेषमुनिथुनिनुभयो,trapped_debris_report,train
बालहेल्पलाइन नम्बर,emergency_contact_request,train
छोरी अझै घर आउनुभएको छैन!!,family_member_missing,train
आमा लडेरढाडमा चोट लाग्यो???,injury_report,train
my house has cracks is ti safe,building_damage_check,train
school building partially collapsed,building_collapse_report,train
bhukampa report garna man xa Pokhara ma,earthquake_occurring_report,train
Kathmandu jana sakidaina road band cha asap,road_blockage_report,train
sprin bhayeko khutta ko lagi k garne,first_aid_query,train
काठमाडौं माआगो लागेको छ,fire_incident_report,train
भूकम्पपछ िछोरी लाई भेट्टाउन सकिएको छैन,family_member_missing,train
Kathmandu ma ambulance patau na,medical_emergency_request,train
gas leak in the house urgent pls,gas_leak_report,train
is this an earthquake,earthquake_occurring_report,train
bridge collapsde nearr Bhaktapur,road_blockage_report,train
can anyone help,sos_help_request,train
भक्तपुर मा घर भत्कियो,building_collapse_report,train
road blockde by landslide near Pokhara,road_blockage_report,train
पर्खालमा ठूला चिरा छन् बाहिरिनु पर्छ कि,building_damage_check,train
जाजरकोट मा आगो लागेको छ,fire_incident_report,train
cannot reach Pokhar aroadi s closed,road_blockage_report,train
red cross ko helpline number,emergency_contact_request,train
frie spreading fast in Jajarkot,fire_incident_report,train
what to do after an earthquake,status_check_general,train
thre re cracks in the wall,building_damage_check,train
where is the designated safe zone in Gorkha help,safe_location_query,train
बुबा लडेराढडमा चोट लाग्यो,injury_report,train
परिवार पुनर्मिलन प्रक्रिया के हो,family_reunification_status,train
kitchen ma aagoa gyo bhukampa ko bela,fire_incident_report,train
the house has completly collapsed,building_collapse_report,train
where is the designnated safe zone in Kathmandu,safe_location_query,train
मेरो भवन सुरक्षित छ कि भनेर कसरी थाहा पाउने,building_damage_check,train
ok bye t adhanyabad,goodbye_thanks,train
Kathmanduu ma fire lagyo,fire_incident_report,train
there is a fire in Lalitpur,fire_incident_report,train
safe place kahax a near Pokhara,safe_location_query,train
जोक भन छिटो,fallback_unclear,train
heyare you the earthquake bot,greeting,train
आदाब हजुर,greeting,train
छोरा भग्नावशेषमुनि थुनिनुभयो,trapped_debris_report,train
मुख्य सडक बन्दछ,road_blockage_report,train
आपतकालीन सम्पर्क नम्बरहरूको सूच ीहजुर,emergency_contact_request,train
my mother fell and hurt back,injury_report,train
कोही सास फेर्न सकिरहेको छैन,medical_emergency_request,train
दाजुबेहोस हुनुभयो,medical_emergency_request,train
my mother has adeep wound,injury_report,train
पोखरा मा सम्पूर्ण भवनढल्यो,building_collapse_report,train
gs lea kbhayo ghar ma,gas_leak_report,train
भक्तपुर को लागि पराकम्प चेतावनी छिटो,aftershock_information_query,train
electricity cut off in our area now,power_outage_report,train
aftershockaaunxa ki,aftershock_information_query,train
नमस्कार,greeting,train
गोर्खा मा तोकिएको सुरक्षित क्षेत्र कहाँ छ!!,safe_location_query,train
Kathmandu ma fire lagyo asap,fire_incident_report,train
plees help me,sos_help_request,train
mero bhai unonscious bhayo,medical_emergency_request,train
how to treat a cut wound!!!,first_aid_query,train
aftershokc warning for Pokhara,aftershock_information_query,train
power outage in Lalitpur,power_outage_report,train
हाइ!!,greeting,train
mero didi safe cha vanea status update garna man xa,family_reunification_status,train
safe place kaha xa near Bhakatpur plz,safe_location_query,train
घर भत्किएर भित्रफ सियौं छिटो,trapped_debris_report,train
earthquake inn Pokhraa,earthquake_occurring_report,train
entire building came down in Pokhara,building_collapse_report,train
apartment blockcollapsed nearby,building_collapse_report,train
mero saathi haru ra kids ko lagi shelter cchai,shelter_request,train
Kathmandu ko lagi aftershock warnnig,aftershock_information_query,train
howto make my house earthquake safe,preparedness_tips_query,train
दाजुअझै घर आउनुभएको छैन,family_member_missing,train
gaun jana skidaina road band cha,road_blockage_report,train
bhukampa report garna man xaGorkha ma,earthquake_occurring_report,train
njik ko assembly point kaaha cha,safe_location_query,train
how to secure furniture fro mfalling asap,preparedness_tips_query,train
ललितपुर मा जोडदार धक्का महसुस भयो,earthquake_occurring_report,train
fire brigade kocontact number,emergency_contact_request,train
next steps kh o bhannu hos,status_check_general,train
road blocked by landslide near Pokhara now,road_blockage_report,train
ल ठिक छ धन्यवाद,goodbye_thanks,train
दाजु लाई सुरक्षित फेला परेको छ???,family_reunification_status,train
i need hlep,sos_help_request,train
khane panichaincha,food_water_request,train
want to update status that my brother is safe,family_reunification_status,train
head injury from falling debris,injury_report,train
ठिक छ धन्यवाद,goodbye_thanks,train
हजुर नमस्ते,greeting,train
"dhanyabad, that helped a lot",goodbye_thanks,train
"trapped, please send rescue plz",trapped_debris_report,train
thanksbro ekdam ramro jankari,goodbye_thanks,train
ललितपुर को लागि निकासा योजना हुजर,evacuation_guidance_query,train
bhukampa pachi mero didilai bhettauna sakina,family_member_missing,train
can i go back insidde my house now,building_damage_check,train
gaun jana akidaina road band cha,road_blockage_report,train
wall khaseko le mero saathi lai thichoy,trapped_debris_report,train
meroo iddi sanga abhi reunite bhayo,family_reunification_status,train
ok thanks bye is ma jjaanchu,goodbye_thanks,train
bhukampa paci mero saathi lai bhettauna sakina,family_member_missing,train
Kathmandu ma safe zone kaha cha,safe_location_query,train
what is the ambulance nubmer,emergency_contact_request,train
मला ईतुरुन्तै के गर्ने भनेर भन्नुहोस् हजुर,status_check_general,train
सिलिन्डरबाट ग्यासचुहिँदैछ,gas_leak_report,train
ho wto plana family emergency meeting point,preparedness_tips_query,train
mlaii pillar le thichyo cannot move,trapped_debris_report,train
इँटा खसेर लाग्यो,injury_report,train
mero buwa debris muni thuniyo,trapped_debris_report,train
need artion for my broter,food_water_request,train
सबैभन्दा नजिकको सुरक्षित क्षेत्र कहाँ छ!!,safe_location_query,train
tent camp location neeedd,shelter_request,train
पोखरामा बिजुली गएको छ,power_outage_report,train
is anothr earthquake coming,aftershock_information_query,train
how often sholud i check emergency supplies,preparedness_tips_query,train
mero saathi lai deep wound xa,injury_report,train
बाई है,goodbye_thanks,train
mero bhai safe cha vanera status update garna manxa,family_reunification_status,train
काठमाडौं जान सकिदँैन सडक बन्द छ,road_blockage_report,train
bhukampa pachi emro aama lai bhettauna sakina,family_member_missing,train
when will power berestored,power_outage_report,train
ल ठिकछ धन्यवाद,goodbye_thanks,train
mero mma sanga coontact tutyo,family_member_missing,train
raati asna tent chai,shelter_request,train
हेल्लो हजुर हजरु,greeting,train
जाजरकोटमा जोडदार धक्का महसुस भयो,earthquake_occurring_report,train
अहिले बुबासँग भेट भयो,family_reunification_status,train
भक्तपुर मा सम्पूर्ण भवन ढल्यो छिटो,building_collapse_report,train
पोखरानजिक ग्यास चुहावट भयो,gas_leak_report,train
भूकम्पपछिआगलागी भयो,fire_incident_report,train
mero aama debris muni thuniyo,trapped_debris_report,train
cyldiner bata gas chuhi raxa,gas_leak_report,train
guide me on what to do,status_check_general,train
mero saathipinned under debris malai help chai,trapped_debris_report,train
serching for my grandfather inBhaktapur,family_member_missing,train
scholo najik ma fire lagyo,fire_incident_report,train
my mother fell and hurt back asap,injury_report,train
बिजुलीको तारबाटआगो लाग्यो,fire_incident_report,train
नमस्ते जी,greeting,train
anyonethere help,sos_help_request,train
bhukampa gayo Gorkha ma,earthquake_occurring_report,train
hello daik cha khabar,greeting,train
bhukamp ko jhatka abhi feel bhayo,earthquake_occurring_report,train
घरमाग्यास चुहावट भयो,gas_leak_report,train
the ground i sshaking,earthquake_occurring_report,train
somebody help,sos_help_request,train
भूकम्पदेखि छोरी बेपत्ता हुनुभएको छ,family_member_missing,train
tell me a joke help,fallback_unclear,train
my grandmother fell and hurt bcak,injury_report,train
hijo edkhi khana xaiina,food_water_request,train
need rtion for my mother,food_water_request,train
फर्िनचरलाई खस्नबाट कसरी सुरक्षित गर्ने,preparedness_tips_query,train
म सुरक्षाको लागि कहाँ जानुपर्छ???,safe_location_query,train
गोर्खा मा घर भत्कियो प्लिज,building_collapse_report,train
kasari safely evacaute garne,evacuation_guidance_query,train
building ma fire xa Kathmandu najik,fire_incident_report,train
school building partially collapsed???,building_collapse_report,train
ok bye t dhanyabad,goodbye_thanks,train
ारहत शिविरमा बुबा भेटियो है,family_reunification_status,train
my grndfather collapsed and not waking up,medical_emergency_request,train
दाजु लडेरढाडमा चोटलाग्यो,injury_report,train
के हामीअहिले नै निकासा गर्नुपर्छ,evacuation_guidance_query,train
hii tapia ko naam k ho,greeting,train
मलाई थाहा छैन के ग्रने है,status_check_general,train
गोर्खा मा बिजुलीको तार खसकेो छ!!,power_outage_report,train
need drinking water,food_water_request,train
bridge collapsed near Lalitpur aspa,road_blockage_report,train
ललितपुर मा दिदी लाई खोजिरहेको छु,family_member_missing,train
म र दाजुथ ुनिएकाछौं,trapped_debris_report,train
के छत,greeting,train
temporary shelter kkaha paunxa,shelter_request,train
please soomeone help,sos_help_request,train
भेटिएकोपरिवार सदस्य कसरी दर्ता गर्ने,family_reunification_status,train
धन्यवाद ुबवा छिटो,goodbye_thanks,train
धन्यवादहजुर,goodbye_thanks,train
ललितपुर मा दिदी लाई खोजिरहेोक छु,family_member_missing,train
aftershock kati samma rahanxa,aftershock_information_query,train
my son is stuck under the roof,trapped_debris_report,train
mero buwa safe cha vannera status update garna man xa,family_reunification_status,train
haat bhacihyo help chai???,injury_report,train
पोखरा मा बिजुली गएको छ हजुर,power_outage_report,train
आमा लाई सुरक्षित फेला परेको छ,family_reunification_status,train
should i expect more tremorstonight,aftershock_information_query,train
mero aama ghar aaunu bhako xaina ahile samma,family_member_missing,train
help chainchama daari xu,sos_help_request,train
गोर्खा मा तोकिएको सुरक्षित क्षेत्र कहाँ छ!!,safe_location_query,train
aftershock pachi ghar bhitra sutna safe cha ki now,aftershock_information_query,train
koi vane help gara na urgent pls,sos_help_request,train
my father fell and hurt back???,injury_report,train
ललितपुर मा दिदी लाई खोजिरहेकोछ ु!!,family_member_missing,train
hey bot k xa halkhabar now,greeting,train
road blocked by landslide near Gorkha,road_blockage_report,train
hamro area ma safe znoe kaha cha,safe_location_query,train
धनय्वाददाई,goodbye_thanks,train
shelter needed for my brother and kids pls,shelter_request,train
help requuired,sos_help_request,train
आपतकालीन सामान कति पटक जाँच्ने???,preparedness_tips_query,train
bazara ma fire lagyo,fire_incident_report,train
ghau ma bandage ksaari garne,first_aid_query,train
मेरो परिवारको लागि आश्रय चाहियो???,shelter_request,train
my sisetr having chest pain,medical_emergency_request,train
thank you dai nex time feri sodhchu,goodbye_thanks,train
cannot find my mother after the quake,family_member_missing,train
mero family ra kids ko lagi shelter chai,shelter_request,train
फेरि भेटौंला,goodbye_thanks,train
worried bout gas leak in apartment,gas_leak_report,train
how to plan a family emergency meeting point,preparedness_tips_query,train
मआा बेहोस हुनुभयो,medical_emergency_request,train
गोर्खा को लागि पराकम्प चेतावनी,aftershock_information_query,train
road ma crack bayo jana sakidaina,road_blockage_report,train
aago chittai ailira xa Kathmandu ma,fire_incident_report,train
hl!!!,greeting,train
"trapped, please send rescue",trapped_debris_report,train
छिटो निकाल्नुहोस् थुनिएको छु???,trapped_debris_report,train
तिमी कतिउमेरको हौ,fallback_unclear,train
भक्तपुर मा बिजुली गएको छ,power_outage_report,train
evacuationplan for Gorkha,evacuation_guidance_query,train
मेरो घरमा चिरा परेको छ सुरक्षित छ कि छैन,building_damage_check,train
w need help,sos_help_request,train
बुबा लाई सुरक्षित फेला परेको छ,family_reunification_status,train
हजुरबुबाबेहोस हुनुभयो,medical_emergency_request,train
mero aama lai chest ma dukhkeo xa plz,medical_emergency_request,train
my father needs ambulance urgently,medical_emergency_request,train
trappeed xu ghar bhatkeko debris muni,trapped_debris_report,train
hiik help garna saknu hunxa,greeting,train
mero buwa pinnedunder debris malai help chai,trapped_debris_report,train
can you sing a song,fallback_unclear,train
help chaincha a darai xu,sos_help_request,train
खानेपानी चाहियो,food_water_request,train
asdf,fallback_unclear,train
want to upddate status that my grandmother is safe,family_reunification_status,train
पोखरा नजिक पहिरोले सडक बन्द भयो,road_blockage_report,train
stuck nuder a collapsed wall,trapped_debris_report,train
searching fo rmy grandfather inLalitpur,family_member_missing,train
thanks for the elp,goodbye_thanks,train
खाना र पाीन सकियो है,food_water_request,train
sf eplace kaha cha,safe_location_query,train
पोखरा को लागि पराकम्प चेतावनी हजुर,aftershock_information_query,train
hlp help,sos_help_request,train
building ma ifre xa hamro area najik,fire_incident_report,train
need tnts for the night,shelter_request,train
छोराभग्नावशेषमुनि थुनिनुभयो,trapped_debris_report,train
help me,sos_help_request,train
बुबा लाईछातीमा दुखाइ भइरहेको छ,medical_emergency_request,train
"thank you, that helped",goodbye_thanks,train
the house has completely collapssed,building_collapse_report,train
evacuation planf or Kathmandu,evacuation_guidance_query,train
मद्दत पठाउनुहोस्!!,sos_help_request,train
cannot reach Bhaktapur road is closed,road_blockage_report,train
kitchen caugh tfire durin quake,fire_incident_report,train
Kathmandu najik ko pul bhatkiyo,road_blockage_report,train
wht can you do,fallback_unclear,train
छत खसेर हजुरबुबा थुनिनुभयो हजुर,trapped_debris_report,train
what ccan you do,fallback_unclear,train
गोर्खा को लागि पराकम्प चेतावनी छिटो,aftershock_information_query,train
good mornnig,greeting,train
foudn my family member safe,family_reunification_status,train
mero bhi safe cha vanera status update garna manxa,family_reunification_status,train
बाल हेल्पलाइननम्बर,emergency_contact_request,train
my rgandmother needs mabulance urgently,medical_emergency_request,train
pregnant lady lai emergency care chai plz,medical_emergency_request,train
आमालाई एम्बुलेन्स चाहियो छिटो,medical_emergency_request,train
विस्थापितहरूलाई बस्ने ठाउँ चाहिन्छ,shelter_request,train
राहत शिविरमा हजुरआमा भेटियो!!,family_reunification_status,train
what to do fora sprained ankle,first_aid_query,train
स्कूल भवन आंशिक रूपमा भत्कियो!!,building_collapse_report,train
searching for my brother in Lalitpur,family_member_missing,train
is it saef to stay in this house,building_damage_check,train
my sister is trapped under dberis,trapped_debris_report,train
building bata bahira nniskane safest tarika,evacuation_guidance_query,train
earthquake inLalitpur,earthquake_occurring_report,train
बाई???,goodbye_thanks,train
प्राथमिक उपचार किटमा के चाहिन्छ हजुर,first_aid_query,train
first aid for burns,first_aid_query,train
धन्यवाद है,goodbye_thanks,train
गोर्खानजिकप हिरोले सडक बन्द भयो,road_blockage_report,train
power outagein Laliptur,power_outage_report,train
mero buwa lai ambulance chai urgent,medical_emergency_request,train
plesae ehlp me,sos_help_request,train
is it sef to stay in this house,building_damage_check,train
म डराएको छु मद्दत गर्नुहोस्???,sos_help_request,train
hlep now,sos_help_request,train
भग्नावशेष खसेर टाउकोमाच ोट लाग्यो,injury_report,train
sfe place kaha cha asap,safe_location_query,train
my sisterhas a deep wound,injury_report,train
अर्को चरणहरू भन्नुहोस्,status_check_general,train
खुट्टामा घाउ भएर रगत बगिरहेको छ हजुर,injury_report,train
mydaughter is trapped under debris,trapped_debris_report,train
any relief cmap nearby,shelter_request,train
yo bhukampa sanga related xaina,fallback_unclear,train
नेपाल रेडक्सरको हेल्पलाइन नम्बर!!,emergency_contact_request,train
Kthmandu jana sakidaina road band cha asap,road_blockage_report,train
wll khaseko le mero bhai lai thichyo,trapped_debris_report,train
mero aamma lai safely locate garya,family_reunification_status,train
नमस्ते बहिनी,greeting,train
Kathmandu ma safe zone kahha cha,safe_location_query,train
buildinng on fire near Gorkha,fire_incident_report,train
hello madaam,greeting,train
how to secure furniture from falling asap,preparedness_tips_query,train
ललितपुर नजिककोपुल भत्कियो,road_blockage_report,train
फर्निचरलाई खस्नबाट कसरी सुकर्षित गर्ने छिटो,preparedness_tips_query,train
evacuation planfor Bhaktapur,evacuation_guidance_query,train
what steps should i follow now,status_check_general,train
who made you,fallback_unclear,train
bhukampa report garna man xa mero ghar najik ma,earthquake_occurring_report,train
need drinkingwter,food_water_request,train
there is a fire in Pokhara,fire_incident_report,train
अहिले हजुरआमा सँग भेट भयो छिटो,family_reunification_status,train
whn will power be restored,power_outage_report,train
wht,fallback_unclear,train
पोखरा को लागि पराकम्पचेतावनी,aftershock_information_query,train
wha'ts the weather like,fallback_unclear,train
polekothau ko ifrst aid,first_aid_query,train
ahilek garne ma,status_check_general,train
भवनबाट बाहिर निस्कने सबैभन्दा सुरक्षित तरिका,evacuation_guidance_query,train
bazaar ma fire lagyo,fire_incident_report,train
power outagei n Kathmandu,power_outage_report,train
सडकमा पर्खाल भत्कियो,building_collapse_report,train
koi vane help gar ana urgent pls,sos_help_request,train
mero familyra kids ko lagi shelter chai,shelter_request,train
गोर्खा मा घर भत्कियो,building_collapse_report,train
आमा र बालबालिकाका लागि आश्रय चाहियो,shelter_request,train
my brother collapsed and not waking up,medical_emergency_request,train
हामीलाईमद्दत चाहियो,sos_help_request,train
national emergency peration center number,emergency_contact_request,train
गोर्खा जान सकिँदैन सडक बन्द छ छिटो,road_blockage_report,train
पोखरा मा सम्पूर्ण भवन ढल्यो,building_collapse_report,train
reunited with my brothe rnow,family_reunification_status,train
छोरी सँग सम्पर्क टुटेको छ???,family_member_missing,train
tapai k k garna saknu huncha plz,fallback_unclear,train
malai bacahu please,sos_help_request,train
there isa fire in Gorkha,fire_incident_report,train
meroo buwa lai deep wound xa,injury_report,train
best pracitces for earthquake preparedness at home,preparedness_tips_query,train
entire building came down ni Jajarkot,building_collapse_report,train
ठिक छ नध्यवाद है,goodbye_thanks,train
बुबा रबालबालिकाका लागि आश्रय चाहियो,shelter_request,train
जाजरकोट मा भूकम्प गोय???,earthquake_occurring_report,train
mlaai nikalnu hos thuniyeko xu,trapped_debris_report,train
"structure collapsed, people may be inside!!!",building_collapse_report,train
aftershockwarning for Lalitpur,aftershock_information_query,train
relief cmp ma mero bhai bhetiyo,family_reunification_status,train
building on fire nea Gorkha,fire_incident_report,train
sprai bhayeko khutta ko lagi k garne,first_aid_query,train
mero bhai debris mmuni thuniyo,trapped_debris_report,train
भक्तपुर मा सम्पूर्ण भवन ढल्योह जुर,building_collapse_report,train
mero bhai pinned under debris malai help chai,trapped_debris_report,train
mero ai help chaincha,sos_help_request,train
hi,greeting,train
bhiana dekhi mero buwa bata khabar xaina,family_member_missing,train
hostel ma ambulance patau na urgent pls,medical_emergency_request,train
safeevacuation point near me,safe_location_query,train
खाना र पानी सकियो छिटो,food_water_request,train
gas leak near Llaitpur,gas_leak_report,train
पोखरानजिकको ुपल भत्कियो,road_blockage_report,train
how often should i check emergency supplies,preparedness_tips_query,train
strong gas smell xa building ma!!!,gas_leak_report,train
waht,fallback_unclear,train
ललितपुर नजिक ग्यास चुहावट भयो छिटो,gas_leak_report,train
काठमाडौं नजिककोपुल भत्कियो,road_blockage_report,train
Kthmandu maambulance patau na,medical_emergency_request,train
minor injury on hand,injury_report,train
mero bhai laiambulance chai urgent,medical_emergency_request,train
road block bhayo landslide le hamro aaera najik,road_blockage_report,train
सए ओएस,sos_help_request,train
behosh bhako mnxe lai kasari help garne,first_aid_query,train
relie fcamp ma mero didi bhhetiyo,family_reunification_status,train
के छ हाल,greeting,train
fire broke out after the earthquake,fire_incident_report,train
ghar collapse bhayohami bhitra fasyou,trapped_debris_report,train
khutta ma cho tlagyo running blea,injury_report,train
stuck can'tget out,trapped_debris_report,train
हाम्रोक्षेत्रमा बिजुली कटौती भयो,power_outage_report,train
hamro ghar unsaafe xa shelter chai,shelter_request,train
my daughter is stuck udner the roof,trapped_debris_report,train
हजुरआमा लडेरढाडमा चोट लाग्यो छिटो,injury_report,train
mero didi lai badly injjury bhayo,injury_report,train
iwll there be aftershocks???,aftershock_information_query,train
हजुरआमा सुरक्षित हुनुहुन्छ भनेर स्थिति अपडेट गर्नचाहन्छु,family_reunification_status,train
where is the designated safe zone in Bhaktapur,safe_location_query,train
searching for my sister in Kathmandu!!!,family_member_missing,train
मलबाका कारण राजमार्ग बन्द भयो,road_blockage_report,train
ओके धन्यवाद हजुर,goodbye_thanks,train
mero bhai bhukampa pach missing hunuhuncha,family_member_missing,train
शुभसाँझ,greeting,train
हजुरआमा सँग सम्पर्क टुटेको छ???,family_member_missing,train
tapai kati umer ko hunuhuncha help,fallback_unclear,train
wnt to upddate status that my grandmother is safe,family_reunification_status,train
bhchhiyeko haat ko first aid k ho,first_aid_query,train
found my brother t the relief cap,family_reunification_status,train
पर्खालमा चिरा देखिएको छ???,building_damage_check,train
mbulance ko number  kho,emergency_contact_request,train
o bye ta dhanyabad,goodbye_thanks,train
thank u da malai thaha bhayo,goodbye_thanks,train
gas ko smell airaxa bhukampa pachi plz,gas_leak_report,train
aftershock kati samma rahanxa help,aftershock_information_query,train
nyonethere help,sos_help_request,train
अहिले आमा सँग भेट भयो,family_reunification_status,train
pura buidling dhalyo gaun ma,building_collapse_report,train
के छ हाल हजुर,greeting,train
road blocked by landslide near Pokhara,road_blockage_report,train
दिदी लाई गहिरो घाउ छ छिटो,injury_report,train
परिवार पुनर्मिलन प्रक्रियाके हो,family_reunification_status,train
परिवारको भेला हुने ठाउँकसरी योजना बनाउने,preparedness_tips_query,train
anle sprain bhayo hidna sakina,injury_report,train
भेटिएको परिवार सदस्य कसरी दर्ता गर्ने,family_reunification_status,train
Kathmandu ma safe zonekaha cha,safe_location_query,train
this is not related to earthquake,fallback_unclear,train
tapai k k garna saknu huncha,fallback_unclear,train
ेकहो यो,fallback_unclear,train
entire uilding came down in Lalitpur,building_collapse_report,train
अहिले कुन चरण पालनागर्ने,status_check_general,train
गोर्खा मा बिजुलीको तार खसेकोछ,power_outage_report,train
गोर्खा मा आगो छिट्टैफैलिँदैछ,fire_incident_report,train
बिहानदेखिदिदी बाट कुनै खबर छैन,family_member_missing,train
Kathandu ma safe zone kaha cha,safe_location_query,train
what should be in anemergency kit,preparedness_tips_query,train
meor buwa lai deep wound xa,injury_report,train
help e,sos_help_request,train
mero ghar lia earthquak esafe kasari banaune,preparedness_tips_query,train
के पराकम्प आउने छ,aftershock_information_query,train
building on fire ner Pokhara,fire_incident_report,train
aaja raati arko jhatkaaaunxa ki,aftershock_information_query,train
my brother has been located safely help,family_reunification_status,train
hmai kaha shelter linna sakxam safely,safe_location_query,train
burned my hand slightly,injury_report,train
mero aama pinned unerd ebris malai help chai,trapped_debris_report,train
fire spredng fast in Jajarkot,fire_incident_report,train
thank you so much ofr helping,goodbye_thanks,train
के  छहाल,greeting,train
अहिले नैमद्दत चाहियो,sos_help_request,train
mero aama ai chest ma dukheko xa,medical_emergency_request,train
छिटोमद्दत चाहियो,sos_help_request,train
म र हजुरबुबाथुनिएका छौं,trapped_debris_report,train
अहिले आमा सँग भेटभयो,family_reunification_status,train
where is the nearestrelie fcamp,shelter_request,train
बिहानदेखि दिदी बाट कुनै खबर छैन,family_member_missing,train
राहत शिविरमाबुबा भेटियो,family_reunification_status,train
छोरा भग्नावशेषमुनि थुनिनुभयो,trapped_debris_report,train
bhetieko family member lai kasari register garne,family_reunification_status,train
ललितपुर को लागिपराकम्प चेतावनी,aftershock_information_query,train
उद्धार टोली चाहियो थुनिएको छु है,trapped_debris_report,train
मर्केकोखुट्टाको लागि के गर्ने,first_aid_query,train
हजुरलाई नमस्कार???,greeting,train
there is a firei n Pokhara,fire_incident_report,train
दाजु र बालबालिकाका लागि आश्रय चाहियो,shelter_request,train
is my apartment structurally safe now,building_damage_check,train
thnx,goodbye_thanks,train
malaii pillar le thichyo cannot moev,trapped_debris_report,train
road blocked by landslid nearB haktapur,road_blockage_report,train
राहत शिविरमा हजुरबुबा भेटियो प्लिज,family_reunification_status,train
दाजुलईा छातीमा दुखाइ भइरहेको छ,medical_emergency_request,train
need ration for my brother,food_water_request,train
भ्कतपुर मा जोडदारधक्का महसुस भयो,earthquake_occurring_report,train
mero bha ighar aaunu bhako xaina ahile samma,family_member_missing,train
tapai kati umer koh unuhuncha,fallback_unclear,train
shelter needed for my brother and kids,shelter_request,train
missing person report for my brother???,family_member_missing,train
dherai raaat bagira xa medic cahi xa,medical_emergency_request,train
kitchen ma gaa sdherai chuhira xa,gas_leak_report,train
what is the ambulance number,emergency_contact_request,train
हजुरबुबाको बेपत्ता व्यक्ति रिोपर्ट,family_member_missing,train
भाँचिएको हातको लागि प्राथमिक उपचार है,first_aid_query,train
mero didi ghar aaunu bhako xaina ahile samma now,family_member_missing,train
mero bwua sagna abhi reunite bhayo,family_reunification_status,train
hamro area ko lagi afetrshock warning,aftershock_information_query,train
brikc khasekole lagyo,injury_report,train
have not heard from my brother since morning,family_member_missing,train
cannot move stuck under conccrete malai,trapped_debris_report,train
संरचना भत्कियोमानिसहूर भित्रै हुन सक्छन्,building_collapse_report,train
power lines downin Bhaktapur,power_outage_report,train
