text,intent,split
mero bhai safecha vanera status update garna man xa,family_reunification_status,validation
काठमाडौं मा आगोलागेको छ,fire_incident_report,train
good morning,greeting,train
भत्किएको घरभित्र फसेको छु,trapped_debris_report,train
wall khaseko le mero didi lai thichyo,trapped_debris_report,train
bihana dekhi mero buwa bbata khabar xaina,family_member_missing,train
tapai kati umer ko hunuhuncha help,fallback_unclear,train
Kathmandu kolagi evacuation plan,evacuation_guidance_query,train
can you sing a song urgent pls,fallback_unclear,train
building safe cha ki kasari thaha pauney,building_damage_check,train
भान्सामा सानो आगो लागेको छ,fire_incident_report,train
guide me on whatt to do,status_check_general,validation
searchingfor my brother in Lalitpur,family_member_missing,train
my grandfather did not come home yet,family_member_missing,train
wall ma thulo crack cha evacuate garneki,building_damage_check,validation
this is not related to earthquake,fallback_unclear,train
आमा लडेरढाडमा चोट लाग्यो,injury_report,train
dos this thing work,fallback_unclear,train
road blocked by landslide near Jajarkot,road_blockage_report,train
छोरी सँग सम्पर्क टुटेको छ???,family_member_missing,validation
अहिले हजुरआमासँग भेट भयो,family_reunification_status,validation
बुबा लाई एम्बुलेन्सचाहियो छिटो,medical_emergency_request,train
mero mama ko phone lagdaina bhukampa dekhi???,family_member_missing,train
bridge collapsed near Gorkha!!!,road_blockage_report,train
mero aama pinned under debris malia help chai,trapped_debris_report,train
searching for my brother in Lalitpur,family_member_missing,train
my brother is injured badly,injury_report,train
भूकम्प ५मिनेट अगाडि आएको हो,earthquake_occurring_report,train
दिदी सुरक्षित हुनुहुन्छ भनेर स्थिति अपडेट गर्न चाहन्छु प्लिज,family_reunification_status,train
my father phone not rachable since quake,family_member_missing,train
पराकम्पपछि घरभित्र सुत्न सुरक्षित छ कि,aftershock_information_query,train
hamro area ma bijulikatti bhayo,power_outage_report,validation
भूकम्पपछि चिरा देखा पर्यो,building_damage_check,train
najikai ko safe zone kaha cha,safe_location_query,validation
power lines down in Kathmandu,power_outage_report,train
road block bhayo landslide le hamro area najik,road_blockage_report,validation
highway blockeddue to debris,road_blockage_report,train
gr8 thanks???,goodbye_thanks,train
धन्यबाद है छिटो,goodbye_thanks,train
need ration for myfather,food_water_request,train
emergency contac tnumber haru ko list,emergency_contact_request,train
Kathmandu ma power line khaseko cha,power_outage_report,train
हजुरबुबा लाई गम्भीर चोटलागेको छ,injury_report,train
गोर्खा नजिकको पुल भत्कियो,road_blockage_report,validation
mreo didi ko phone lagdaina bhukampa dekhi,family_member_missing,validation
hamro area ko lagi evacuationplan,evacuation_guidance_query,train
गीत गाउन सक्छौ,fallback_unclear,train
mero bhai lai ambulance chai urgent,medical_emergency_request,train
bhukampako jhatka aaile feel bhayo,earthquake_occurring_report,train
earthquake agadi k k ready rakhne urgent pls,preparedness_tips_query,validation
नजिकैको सुरक्षित ठाउँ कहाँ छ है,safe_location_query,train
where is the nearestrelief camp,shelter_request,train
ठिक छ धन्यवाद है,goodbye_thanks,train
kitchen ma aago lagyo bhukampa ko bela,fire_incident_report,train
what is thecurrent situation,status_check_general,train
safe place kaha cha,safe_location_query,train
ahile ko sitution k ho,status_check_general,train
gana gauna saknu huncha,fallback_unclear,train
bazaarma fire lagyo,fire_incident_report,validation
need ration for my mother asap,food_water_request,train
पोखरा मा भूकम्प गयो हजुर,earthquake_occurring_report,train
hel!!,sos_help_request,train
जाजरकोट मा घर भत्कियो,building_collapse_report,train
evacuation ko lagi khulla thau kaha cha,safe_location_query,train
building collapsed inPokhara,building_collapse_report,validation
mero didi safe cha vanera status update garna man xa!!!,family_reunification_status,train
cannot move stuck under conccrete malai,trapped_debris_report,train
how old are you!!!,fallback_unclear,validation
will there be aftershocks???,aftershock_information_query,train
earthquake inn Pokhara,earthquake_occurring_report,train
thanks for the elp,goodbye_thanks,validation
"trapped, please send rrescue",trapped_debris_report,train
how to register a found amily member,family_reunification_status,validation
thanks bro ekdam ramro jankai,goodbye_thanks,validation
what''s your favorite food,fallback_unclear,train
mero bhai debrismuni thuniyo,trapped_debris_report,train
helllo,greeting,train
aftershock warinng for Lalitpur,aftershock_information_query,train
मेरो घरलाई भूकम्प प्रतिरोधी कसरीबनाउने,preparedness_tips_query,train
काठमाडौंमा आगो छिट्टै फैलिँदैछ,fire_incident_report,validation
आदाब हजुर,greeting,train
इँटा खसेर लाग्यो,injury_report,train
power lines down in Lalitpur???,power_outage_report,train
bridge collapsed near Pokhara???,road_blockage_report,validation
भूकम्पपछि छोरी लाई भेट्टाउन सकिएको छैन,family_member_missing,train
"trapped, please send rescue",trapped_debris_report,train
my brother collapsed and not waking up,medical_emergency_request,train
mero didi laai safely locate garya,family_reunification_status,train
hami abhi evacuate garun parxa ki,evacuation_guidance_query,train
पोखरा मा भूकम्प गयो,earthquake_occurring_report,validation
mero saathi lai chest ma dukheko xa,medical_emergency_request,validation
भक्तपुर नजिक पहिरोले सडक बन्द भयो,road_blockage_report,train
thanks yesto helpful huncha,goodbye_thanks,train
missing person report for my brother???,family_member_missing,train
बुबा को लागि खाद्यान्न चाहियो प्लिज,food_water_request,train
घाउ भएको ठाउँमा कसरी उपचार गर्ने,first_aid_query,train
yo ghar ma basna afe cha ki xaina,building_damage_check,train
koi cha hel pgarne,sos_help_request,validation
trapped need rescue team,trapped_debris_report,train
फर्निचरलाई खस्नबाट कसरी सुरक्षित गर्ने!!,preparedness_tips_query,train
need ration for my sister,food_water_request,train
Kathmandu jana sakidaina road band cha asap,road_blockage_report,train
राहत शिविरमा हजुरबुबा भेटियो,family_reunification_status,train
दिदी भग्नावशेषमुनिथुनिनुभयो,trapped_debris_report,train
found my father at the relief camp pls,family_reunification_status,train
my brother collapsed and nto waking up,medical_emergency_request,train
hello there???,greeting,validation
gas stove le aago lagyo,fire_incident_report,train
पानीको आपूर्ति बन्द भयो पानी चाहियो,food_water_request,train
दाजु अझै घर आउनुभएको छैन,family_member_missing,train
भक्तपुर माआगो छिट्टै फैलिँदैछ,fire_incident_report,train
पोखरामा एम्बुलेन्स चाहियो,medical_emergency_request,train
road blocke dby landslide near Pokhara,road_blockage_report,train
thank you,goodbye_thanks,train
have not heard from my brother since morning plz,family_member_missing,train
कोहि छैन र मद्दत गर्ने,sos_help_request,train
fire brigade ko contact number,emergency_contact_request,train
bihana dekhimero mama bata khabar xaina,family_member_missing,train
मद्दत पठाउनुहोस्,sos_help_request,validation
mero khutta ma chot lagyo,injury_report,validation
गोर्खा नजिक ग्यास चुहावट भयो,gas_leak_report,train
बुबा लाई एम्बुलेन्स चाहियो छिटो,medical_emergency_request,train
iddk,fallback_unclear,train
lost contact with my mother,family_member_missing,train
mero saath unconscious bhayo,medical_emergency_request,train
ahile k action ilnu parxa,status_check_general,train
jhatka mahsus bhay o5 minute agadi,earthquake_occurring_report,train
emregency kit ma k k hunu parxa,preparedness_tips_query,validation
malai bachau please,sos_help_request,validation
found my mother at the relief camp,family_reunification_status,train
test urgent pls,fallback_unclear,validation
जे पनि टाइप गर्दैछु,fallback_unclear,validation
strong gas smell ni the building,gas_leak_report,train
frist aid for a broken arm,first_aid_query,train
स्कूल भवन आंशिकरूपमा भत्कियो,building_collapse_report,train
sos sos heelp,sos_help_request,train
help asap malai dheraidar lagyo,sos_help_request,train
जोडदार भूकम्प आयो,earthquake_occurring_report,validation
rescue ko lagi kaha phone garne???,emergency_contact_request,train
दाजुसुरक्षित हुनुहुन्छ भनेर स्थिति अपडेट गर्न चाहन्छु,family_reunification_status,train
critical patient needs ambulancee now,medical_emergency_request,train
debris le highway band bhaayo,road_blockage_report,train
mero didi ghar aaunu bhako xaina ahile samma now,family_member_missing,train
relief camp mma mero buwa bhetiyo,family_reunification_status,validation
बुबा लाई छातीमा दुखाइ भइरहेको छ,medical_emergency_request,train
घर बलिरहेको छ दमकल चाहियो प्लिज,fire_incident_report,train
tent camp location needed,shelter_request,validation
what is the current situation,status_check_general,validation
ग्यास चुहियो,gas_leak_report,train
गोर्खा मा जोडदार धक्का महसुस भयो,earthquake_occurring_report,train
this is not related to earhtquake,fallback_unclear,train
गोर्खा मा घर भत्कियो!!,building_collapse_report,train
my father is injured badly,injury_report,train
namaste ma euta prashna sodhna chahanchu!!!,greeting,train
my mother collapsed aand not waking up,medical_emergency_request,validation
thre are cracks in the wall,building_damage_check,train
how do i know if my building is safe,building_damage_check,validation
cannot move stuck under concrete malai,trapped_debris_report,validation
saf eplace kaha cha,safe_location_query,train
bhachiyko haat ko first aid k ho,first_aid_query,validation
अहिले भूकम्प गयो,earthquake_occurring_report,train
cannot find my sn after the quake,family_member_missing,validation
entire building came down in Lalitpuur,building_collapse_report,validation
उद्धारकालागि कहाँ फोन गर्ने,emergency_contact_request,train
मेरो भवन सुरक्षित छ कि भनेर कसरी थाहा पाउने प्लिज,building_damage_check,train
पर्खालमा चिरा देखिएको छ???,building_damage_check,validation
what should be in an emergency kit,preparedness_tips_query,train
mero didi pinned under debris malai help chhai,trapped_debris_report,train
lost contact with my brother help,family_member_missing,train
mymother is missing since the earthquake,family_member_missing,train
bihana dekhi mero didi btaa khabar xaina,family_member_missing,train
hurt my leg during earthquake asap,injury_report,train
thannk u so much,goodbye_thanks,train
मसुरक्षाको लागि कहाँ जानुपर्छ,safe_location_query,train
उद्धारकालागि नजिकैको खुल्ला ठाउँ,safe_location_query,train
bhachhiyeko haat ko first aid k ho,first_aid_query,train
need ambulance at Gorkha,medical_emergency_request,train
nearest open ground ofr evacuation,safe_location_query,train
नमस्ते बहिनी प्लिज,greeting,train
हामी कहाँ सुरक्षित आश्रय लिन सक्छौं,safe_location_query,train
दाजु लाई सुरक्षित फेलापरेको छ,family_reunification_status,train
mero ghar ma help chai xa plz,sos_help_request,train
evacuationplan for Gorkha,evacuation_guidance_query,train
आमा लाई गम्भीरचोट लागेको छ,injury_report,train
mero mama sanga contact tutyo,family_member_missing,train
my father hsa a deep wound,injury_report,train
आमा लडेरढाडमा चोट लाग्यो???,injury_report,train
wall m acrack dekhiyo,building_damage_check,train
my mother fell and hurt back asap,injury_report,validation
doctor chai xa abhi nai now,medical_emergency_request,train
wall collapsed on thestreet,building_collapse_report,train
दाजु बेहोसहुनुभयो,medical_emergency_request,validation
thank u dai malai thaha bhayo,goodbye_thanks,train
missing person report for my brother plz,family_member_missing,train
शुभसाँझ,greeting,train
दिदी र बालबालिकाका लागि आश्रय चाहियो,shelter_request,train
आमा सँग सम्पर्क टुटेको छ,family_member_missing,train
शुभ साँझ,greeting,train
rescue ko lagi kaha phone garne,emergency_contact_request,train
my house has cracks is it sae,building_damage_check,train
mero aama ko phone lagdaina bhukampa dekhi,family_member_missing,train
thank you dai next time feri sodhchu,goodbye_thanks,validation
नमस्ते दाइ!!,greeting,train
dherai raaat bagira xa medic chai xa,medical_emergency_request,train
mero ghar ma cracka ayo safe cha ki,building_damage_check,train
yaha saaf pani xaina,food_water_request,train
सहयोग हजुर,sos_help_request,train
send help,sos_help_request,train
arko bhukampa aaunxa ki,aftershock_information_query,validation
displaced need a place to stay,shelter_request,validation
need ambulance at Lalitpur,medical_emergency_request,validation
kitchen ma aago lagyo bhukammpa ko bela,fire_incident_report,train
बाई है,goodbye_thanks,validation
हजुरबुबाको बेपत्ता व्यक्ति रिपोर्ट,family_member_missing,train
आमासुरक्षित हुनुहुन्छ भनेर स्थिति अपडेट गर्न चाहन्छु,family_reunification_status,train
gharbaliraxa fire brigade chai,fire_incident_report,train
merobhai lai safely locate garya,family_reunification_status,train
सबैभन्दा नजिकको सुरक्षित क्षेत्र कहाँ छ,safe_location_query,validation
merosaathi lai ambulance chai urgent,medical_emergency_request,train
bhukampa pachik garne,status_check_general,train
doctor chai ax abhi nai,medical_emergency_request,train
tell me what to do immeidately,status_check_general,train
kun khulla thau safe cha gather garna pls,safe_location_query,train
building ma fire xa hamro area najik???,fire_incident_report,train
building aliakti tilt bhayo danger cha ki,building_damage_check,train
मद्दतको लागिधन्यवाद,goodbye_thanks,train
kitchen mag as dherai chuhira xa,gas_leak_report,train
building ma fire xa Kathmandu najik asap,fire_incident_report,train
के म भवनभित्रफेरि जान मिल्छ,building_damage_check,train
तिमी कति उमेरको हौ,fallback_unclear,validation
सहयोगगर्नुहोस्,sos_help_request,validation
gas stove le aagoo lagyo,fire_incident_report,train
thanks yestohelpful huncha,goodbye_thanks,train
where isthe designated safe zone in Pokhara,safe_location_query,train
tent cmap ko location chai,shelter_request,train
दाजु लाई एम्बुलेन्स चाहियो छिटो,medical_emergency_request,train
first ai for a broken arm,first_aid_query,train
cannot find my mother after the quake help,family_member_missing,train
aftershock kati strong huncha,aftershock_information_query,train
my grandmother needs mabulance urgently,medical_emergency_request,train
मौसम कस्तो छ छिटो,fallback_unclear,train
thank you dai nex time feri sodhchu,goodbye_thanks,validation
तिमीले के के गर्न सक्छौ,fallback_unclear,train
help me right now now,sos_help_request,train
hamro area ma safe znoe kaha cha,safe_location_query,validation
सहयोग गर्नु न,sos_help_request,train
thank u so much,goodbye_thanks,validation
missing person report for my mother,family_member_missing,validation
mero saathi debrismuni thuniyo,trapped_debris_report,validation
thank u dai malaithaha bhayo,goodbye_thanks,validation
aaja raati arko jhatkaa aunxa ki,aftershock_information_query,validation
malai kahajana safe huncha,safe_location_query,train
gaun najik kko pul bhatkiyo,road_blockage_report,train
thanks for the help,goodbye_thanks,validation
whereis the nearest relief camp,shelter_request,train
एकदम धन्यवाद हजुर,goodbye_thanks,train
water supply cut offneed water,food_water_request,train
where is the designated safe zone in Bhaktapur,safe_location_query,validation
sas pherna sakeko xainakoi,medical_emergency_request,train
traped need rescue team,trapped_debris_report,validation
धन्यवाद हजुर,goodbye_thanks,train
aftershock aaunxa ki???,aftershock_information_query,train
bhukampa gayo Kathmandu ma!!!,earthquake_occurring_report,train
sprain bhayeko khutta ko lagi k garne,first_aid_query,train
help pls,sos_help_request,train
how to prepare an earthquake go bag???,preparedness_tips_query,train
आदाब,greeting,validation
i need help now plz,sos_help_request,train
दाजु र बालबालिकाकालागि आश्रय चाहियो,shelter_request,train
धन्यवादबहिनी,goodbye_thanks,train
कति पराकम्पआउने अपेक्षा छ,aftershock_information_query,train
hiare u working offline,greeting,train
helpp asap malai dherai dar lagyo,sos_help_request,validation
tapai k k garna saknu huncha,fallback_unclear,train
have nnot heard from my mother since morning,family_member_missing,train
hello madam,greeting,validation
baby formula ra pani chai,food_water_request,train
power outage in Jajarkot,power_outage_report,validation
gr8 thanks,goodbye_thanks,train
cannot move stuck under concrete malai???,trapped_debris_report,train
namaste ma euta prashna sodhnachahanchu,greeting,train
my grandfather is injuredbadly,injury_report,train
immedite help chai xa,sos_help_request,train
khana ra pani sakiyo,food_water_request,train
"dhanyaabd, that helped a lot",goodbye_thanks,train
mero aama lai chest ma dukheko xa,medical_emergency_request,train
जाजरकोट नजिकपहिरोले सडक बन्द भयो,road_blockage_report,train
blah blah blah???,fallback_unclear,train
asdf,fallback_unclear,train
no house to stay need shelterurgently,shelter_request,train
mero aama pinned uner debris malai help chai,trapped_debris_report,train
mero buwalai chest ma dukheko xa,medical_emergency_request,validation
idk???,fallback_unclear,validation
hey,greeting,train
help requuired,sos_help_request,train
bachcha haru lai earthquake drill ko lagi kasari prepare garne,preparedness_tips_query,validation
i need help,sos_help_request,validation
my father is trapped under debris,trapped_debris_report,train
दाजु र बालबालिकाका लागि आश्रय चाहियो!!,shelter_request,train
road damaged after earthqauke,road_blockage_report,validation
child helpline number urgent pls,emergency_contact_request,train
wall khaseko lemero aama lai thichyo,trapped_debris_report,train
debris le highway band bhayo,road_blockage_report,train
के हामी अहिले नै निकासा गर्नुपर्छ छिटो,evacuation_guidance_query,validation
aftershockupdate please,aftershock_information_query,validation
मलाई तुरुन्तै के गर्ने भनेर भन्नुहोस्,status_check_general,train
temporar yshelter kaha paunxa,shelter_request,train
bhukampagayo Pokhara ma,earthquake_occurring_report,train
मलाई बचाउनुहोस् हजुर,sos_help_request,train
दिदी रबालबालिकाका लागि आश्रय चाहियो,shelter_request,train
mero buwa lai badly injury bhayo,injury_report,train
mero buwa pinnedunder debris malai help chai,trapped_debris_report,train
my mother has beenlocated safely,family_reunification_status,train
हाम्रो घर पूर्ण रूपमाभत्कियो,building_collapse_report,train
my brotheris injured badly,injury_report,train
छिटो मद्दत चाहियो है,sos_help_request,train
mero bhai lai chest madukheko xa,medical_emergency_request,train
thanksbro,goodbye_thanks,train
stuck under a collapsed wall,trapped_debris_report,validation
जाजरकोटमा जोडदार धक्का महसुस भयो,earthquake_occurring_report,validation
burned my hand slightly,injury_report,train
हजुरबुबाबेहोस हुनुभयो,medical_emergency_request,train
ललितपुर नजिक पहिरोले सडक बन्द भयो,road_blockage_report,train
tapai k k garna saknu huncha plz,fallback_unclear,train
mero didi debris muni thuniyo,trapped_debris_report,train
धेरै धन्यवाद!!,goodbye_thanks,train
cut on myleg bleeding,injury_report,validation
मर्केको खुट्टाको लागिके गर्ने,first_aid_query,train
how many aftershocks are expected,aftershock_information_query,train
should iexpect more tremors tonight,aftershock_information_query,train
mero buwa pinned under debris malai help chai,trapped_debris_report,train
i dont know wha tto do,status_check_general,train
मलाई चोट लागेको छ,injury_report,validation
how to plan a family emergency meeting point,preparedness_tips_query,train
भक्तपुर नजिककोपुल भत्कियो,road_blockage_report,train
जाजरकोट जानसकिँदैन सडक बन्द छ,road_blockage_report,train
please help garnu bhai urgent pls,sos_help_request,validation
भक्तपुर मा जोडदार धक्का महसुस भयो छिटो,earthquake_occurring_report,train
eatrhquake,earthquake_occurring_report,train
के गर्ने भनेर मलाई मार्गदर्शन गर्नुहोस् हजुर,status_check_general,validation
हाइ,greeting,train
जाजरकोट मा तोकिएको सुरक्षित क्षेत्र कहाँ छ,safe_location_query,train
pura building dhalyo Kathmandu ma,building_collapse_report,train
helo there,greeting,train
how to stop bleeding asap,first_aid_query,train
help now,sos_help_request,validation
aago lagyo bhukampa pachi,fire_incident_report,train
bhukampa gayo hamr oarea ma,earthquake_occurring_report,train
भवनबाट निकासा गर्ने चरणहरू!!,evacuation_guidance_query,train
2 din dekhi bijuli xaina pls,power_outage_report,validation
gas pipe broke during qukae,gas_leak_report,train
road ma crack bhayo jana sakidaina,road_blockage_report,train
hi???,greeting,train
jhatka mahsu sbhayo 5 minute agadi,earthquake_occurring_report,train
mero saathi lai badly injury bhayo,injury_report,train
building bata bahira niiskane safest tarika,evacuation_guidance_query,train
राहत शिविरमा हजुरआमाभेटियो,family_reunification_status,train
aftershock update please,aftershock_information_query,train
next steps k oh bhannu hos,status_check_general,validation
thank you so much for helping!!!,goodbye_thanks,train
mero sathi pinned under debris malai help chai,trapped_debris_report,train
हेल्लो हजुर,greeting,train
ghar bata dhuwa airaxa asap,fire_incident_report,train
धन्यवाद हैसाथी,goodbye_thanks,train
please help garnu bhaai,sos_help_request,validation
बुबा लाई छातीमा दुखाइ भइरहेकोछ,medical_emergency_request,train
cannot find my son after thequake,family_member_missing,train
nede ration for my father,food_water_request,train
इँटा खसेर लाग्यो!!,injury_report,train
मलाई मद्दत चाहियो,sos_help_request,validation
road crackd cannot pass,road_blockage_report,train
critical patient needs ambulance now,medical_emergency_request,train
gha pura bhatkiyo,building_collapse_report,validation
want to update status that my siser is safe,family_reunification_status,train
tapai k k garna saknu hunncha,fallback_unclear,train
bleeding from head,injury_report,train
mero bhai lai chest ma dukheko xa,medical_emergency_request,train
where is the designated safe zone in Lalitpur???,safe_location_query,train
बुबा भग्नावशेषमुनि थुनिनुभयो छिटो,trapped_debris_report,train
aftershock warning forBhaktapur,aftershock_information_query,train
mero aama ko phone lagdaina bhukampadekhi,family_member_missing,train
is it safe to sleep indoors after aftershocks,aftershock_information_query,validation
एम्बुलेन्सको नम्बर के हो प्लिज,emergency_contact_request,train
medical emergency please help!!!,medical_emergency_request,validation
ghar baliraxa fire brigade chhai,fire_incident_report,train
tapai kati umer ko hunuuhuncha,fallback_unclear,train
evacuation ko laagi khulla thau kaha cha,safe_location_query,validation
बुबा को लागि खाद्यान्न चाहियो???,food_water_request,train
our house collappsed completely,building_collapse_report,validation
mysister collapsed and not waking up,medical_emergency_request,train
ankle sprain bhayohidna sakina,injury_report,train
सफा खानेपानीतुरुन्तै चाहियो,food_water_request,train
निकासाको मार्गके हो,evacuation_guidance_query,train
hii tapia ko naam k ho,greeting,train
मलाई थाहा छैन के गर्ने है,status_check_general,train
najikai ko apartmentbhatkiyo,building_collapse_report,train
खुट्टामा घाउ भएर रगत बगिरहेको छ???,injury_report,train
electtrical fire lagyo,fire_incident_report,train
road blocked by landslide near Bhaktapur,road_blockage_report,validation
big bhukammpa jasto lagyo,earthquake_occurring_report,train
जाँच्दैछु हजुर,fallback_unclear,train
राहत शिविरमाबुबा भेटियो,family_reunification_status,train
tourist police ko number dinu hos,emergency_contact_request,train
searching for my fathe rin Kathmandu,family_member_missing,validation
खानेपानी चाहियो,food_water_request,train
mero bhai debris muni thuniyo,trapped_debris_report,train
दाजु भग्नावशेषमुनिथुनिनुभयो,trapped_debris_report,train
hi bhai kasto cha,greeting,validation
भक्तपुर जान सकिँदैन सडक बन्द छ!!,road_blockage_report,validation
power lines down in Bhaktapur,power_outage_report,train
आज राति थप धक्का आउनसक्छ कि,aftershock_information_query,train
budo budi sanga kasari evacuaet garne,evacuation_guidance_query,train
trapped xu ghar bhatkeko debrsi muni,trapped_debris_report,train
अनि!!,fallback_unclear,train
धन्यवाद है,goodbye_thanks,train
thanks bro,goodbye_thanks,train
what ccan you do,fallback_unclear,train
small fire in the kitchen,fire_incident_report,train
हामीलाई मद्दत चाहियो,sos_help_request,train
building on firenear Lalitpur,fire_incident_report,train
भक्तपुर नजिकको पुल भत्कियो है,road_blockage_report,train
aftershock pachi ghar bhitra ustna safe cha ki,aftershock_information_query,train
what plz,fallback_unclear,train
सहयोग,sos_help_request,train
building bata evacuate garnesteps,evacuation_guidance_query,train
बाल हेल्पलाइन नम्बर,emergency_contact_request,train
k hoo yo bot,fallback_unclear,train
टाउकोबाटरगत बगिरहेको छ,injury_report,train
wat to do during evacuation,evacuation_guidance_query,validation
mero aama bbuwa ra kids ko lagi shelter chai,shelter_request,train
mero aama unconscious bayo,medical_emergency_request,train
bye take acre,goodbye_thanks,validation
road blocked by landslide near Lalitpur asap,road_blockage_report,validation
बिजुली कहिले आउँछ,power_outage_report,train
pura buliding dhalyo hamro area ma,building_collapse_report,train
hlo!!!,greeting,train
aago chittai failira xa hamro area ma pls,fire_incident_report,train
thanks thats' all,goodbye_thanks,train
bhukamp aaayo,earthquake_occurring_report,validation
where is the designated safee zone in Jajarkot,safe_location_query,train
mero aamalai ambulance chai urgent,medical_emergency_request,validation
police emergency number dinu hos,emergency_contact_request,train
भूकम्पपछि के गर्ने,status_check_general,train
bhachiyeko haat ko first aid k ho,first_aid_query,train
merobuwa debris muni thuniyo,trapped_debris_report,validation
earthquake hit Lalitpur 5minutes ago,earthquake_occurring_report,train
gas leak bhyo,gas_leak_report,train
धन्यवाद बुवा छिटो,goodbye_thanks,train
my mother collapsed and not waking up,medical_emergency_request,train
cylinder leaking gas,gas_leak_report,train
saaf khane pani urgentchai,food_water_request,validation
छिमेकभरि बिजुली गएको छ!!,power_outage_report,train
mero saathi bhukapa pachi missing hunuhuncha,family_member_missing,train
everything is shaking,earthquake_occurring_report,train
koi cha helpgarne,sos_help_request,train
दाजु सुरक्षित हुनुहुन्छ भनेर स्थिति अपडेट गर्न चाहन्छु,family_reunification_status,train
ललितपुर नजिकैको घरमा आगो लागेको छ,fire_incident_report,train
evacuation plan for Pokhara plz,evacuation_guidance_query,train
k ho yo bot,fallback_unclear,train
hamro area jana sakidaina road band cha now,road_blockage_report,train
bhukampa rreport garna man xa Pokhara ma,earthquake_occurring_report,train
दाजु लडेरढाडमा चोट लाग्यो,injury_report,train
building collapsed in Lalitpur plz,building_collapse_report,validation
police emergency number please!!!,emergency_contact_request,train
kasari safely evacuate garne now,evacuation_guidance_query,train
cannot reach Pokhararoad is closed,road_blockage_report,train
what's your favorite food plz,fallback_unclear,train
mero bhai lai badly innjury bhayo,injury_report,train
मद्दत गर है,sos_help_request,train
बुबा लडेरढाडमा चोट लाग्यो!!,injury_report,train
परिवारको लागि खाद्य सामग्री चाहियो!!,food_water_request,train
mero aama debris muni thuniyo,trapped_debris_report,train
help asap malai dheerai dar lagyo,sos_help_request,validation
mero aama ghar aaunu bhako xaina ahile samma,family_member_missing,train
सिलिन्डरबाट ग्यास चुहिँदैछ???,gas_leak_report,validation
mero aama sangaabhi reunite bhayo,family_reunification_status,train
छोरी को बेपत्ता व्यक्ति रिपोर्ट,family_member_missing,train
helpp,sos_help_request,train
गोर्खा मा बिजुली गएको छ,power_outage_report,train
पर्खालमा ठूला चिरा छन् बाहिरिनु पर्छ कि है,building_damage_check,train
meroo buwa lai deep wound xa,injury_report,train
please rescueme malai help chai,sos_help_request,validation
earthquakein Gorkha,earthquake_occurring_report,train
hurt my leg during earthquake,injury_report,validation
के म भवनभित्र फेरि जान मिल्छ,building_damage_check,train
howw to bandage a wound properly,first_aid_query,train
bhukampa paci mero saathi lai bhettauna sakina,family_member_missing,train
हिजोदेखि खाना छैन,food_water_request,train
mero didi ko phone lagdaina bhukampa dehki,family_member_missing,train
much appreciated help,goodbye_thanks,validation
राहत शिविरमा दाजु भेटियो,family_reunification_status,train
जाजरकोट माभूकम्प गयो,earthquake_occurring_report,train
merobuwa unconscious bhayo,medical_emergency_request,train
building collapsed in Pokhara,building_collapse_report,train
राष्ट्रिय आपतकालीन कार्य केन्द्रको नम्बर,emergency_contact_request,train
my grandmother is stuck under the roof,trapped_debris_report,train
ghar balirraxa fire brigade chai,fire_incident_report,train
mero bhai bhukampa pachi missing hunuhuncha,family_member_missing,validation
building collapsed in Kathmandu!!!,building_collapse_report,train
Kathmandu jana sakidaina road band cha,road_blockage_report,train
joke bhanna saknu huncha,fallback_unclear,train
ghar bhatkiyo Kathmandu ma,building_collapse_report,train
हजुरबुबा लाई गम्भीरचोट लागेको छ,injury_report,train
building ma fire xa hamro area najik,fire_incident_report,validation
mero didi lai deep wound xa plz,injury_report,validation
mero buwa lai aambulance chai urgent,medical_emergency_request,train
हामी कहाँ सुरक्षित आश्रय लिन सक्छौं प्लिज,safe_location_query,train
dhannyabad ekdum helpful thiyo,goodbye_thanks,train
धेरैरगत बगिरहेको छ मेडिक चाहियो,medical_emergency_request,train
जाजरकोट माआगो लागेको छ,fire_incident_report,train
yaha saafpani xaina,food_water_request,validation
kun khulla thau safe cha gather garna,safe_location_query,train
big bhukampa jasto lagyo,earthquake_occurring_report,train
छिटो निकाल्नुहोस् थुनिएको छु???,trapped_debris_report,validation
ghar bata dhuwa airaxa,fire_incident_report,train
पर्खालमा चिरादेखिएको छ,building_damage_check,train
malai nikalnu hos thuniyeko xu urgent pls,trapped_debris_report,validation
evacuation ko route k ho,evacuation_guidance_query,train
दिदी को लागि खाद्यान्न चाहियो,food_water_request,validation
hijo dekhi khana xaina,food_water_request,validation
meero didi ko phone lagdaina bhukampa dekhi,family_member_missing,train
bhukampa ko jhatka abhi feel hbayo,earthquake_occurring_report,train
malaii pillar le thichyo cannot move,trapped_debris_report,train
सहयोग???,sos_help_request,train
mydaughter is trapped under debris,trapped_debris_report,train
abhi ghar bhitra jana milxa ki,building_damage_check,train
पराकम्पकोजानकारी दिनुहोस्,aftershock_information_query,train
how to prepare an earthquake go bag plz,preparedness_tips_query,validation
road block bhayo landslide le gaun najik help,road_blockage_report,train
ahile ko situation k ho help,status_check_general,train
my father ismissing since the earthquake,family_member_missing,train
bridge collapsed near Gorkha,road_blockage_report,train
wall ma thulo crcak cha evacuate garne ki,building_damage_check,validation
अहिले मैले केकदम चाल्ने,status_check_general,train
what actions shouldi take now,status_check_general,train
ललितपुर नजिकपहिरोले सडक बन्द भयो,road_blockage_report,train
