text,intent
काठमाडौं मा बिजुली गएको छ,power_outage_report
जाजरकोट मा तोकिएको सुरक्षित क्षेत्र कहाँ छ,safe_location_query
तिमी कतिउमेरको हौ,fallback_unclear
अहिले बुबासँग भेट भयो,family_reunification_status
भूकम्पपछि छोरी लाई भेट्टाउन सकिएको छैन,family_member_missing
पोखरा मा आगो लागेको छ,fire_incident_report
भूकम्पगयो,earthquake_occurring_report
भूकम्पको धक्का महसुस भयो प्लिज,earthquake_occurring_report
बाई है,goodbye_thanks
दाजु को लागिखाद्यान्न चाहियो,food_water_request
पोखरा नजिक ग्यास चुहावट भयो,gas_leak_report
बुबा लाईगम्भीर चोट लागेको छ,injury_report
ललितपुर मा तोकिएको सुरक्षित क्षेत्र कहाँ छ,safe_location_query
ललितपुर को लागि निकासा योजना,evacuation_guidance_query
क क क छिटो,fallback_unclear
दिदी बेहोस हुनुभयो है,medical_emergency_request
अहिले मैले के कदम चाल्ने प्लिज,status_check_general
यति नै हो धन्यवाद,goodbye_thanks
दाजु लडेरढाडमा चोटलाग्यो,injury_report
छोरी अझै घरआउनुभएको छैन,family_member_missing
गोर्खामा बिजुली गएको छ,power_outage_report
म डराएको छु मद्दत गर्नुहोस्,sos_help_request
हाम्रो घर असुरक्षित छ आश्रय चाहियो प्लिज,shelter_request
सहयोग गर्नु होला प्लिज,sos_help_request
गोर्खा नजिक पहिरोले सडक बन्द भयो,road_blockage_report
बचाउनुहोस्,sos_help_request
आपतकालीन किटमा के के हुनुपर्छ,preparedness_tips_query
पोखरा माजोडदार धक्का महसुस भयो,earthquake_occurring_report
भूकम्पको बेला खुट्टामा चोटलाग्यो,injury_report
जे पनि टाइप गर्दैछु,fallback_unclear
रगतबग्न रोक्ने उपाय के हो,first_aid_query
राहत शिविरमा बुबा भेटियो,family_reunification_status
भक्तपुर मा आगो छिट्टै फैलिँदैछ,fire_incident_report
सहयोगको लागि धन्यवाद,goodbye_thanks
दिदी लडेरढाडमा चोट लाग्यो,injury_report
सबैभन्दा नजिकको सुरक्षित क्षेत्र कहाँ छ प्लिज,safe_location_query
नजिकै कुनै राहत शिविर छकि,shelter_request
अहिले आमा सँग भेट भयो,family_reunification_status
छोरी को बेपत्ता व्यक्ति रिपोर्ट!!,family_member_missing
हजुर नमस्ते???,greeting
नजिकैको सुरक्षित ठाउँ कहाँ छ हजुर,safe_location_query
तिमी को हौ,fallback_unclear
मद्दत गर्नुहोस् है प्लिज,sos_help_request
के छ त!!,greeting
पराकम्प कति शक्तिशाली हुन्छ,aftershock_information_query
भूकम्पपछि आमा लाई भेट्टाउन सकिएको छैन,family_member_missing
उद्धार टोली चाहियो थुनिएको छु,trapped_debris_report
भूकम्पपछि चिरा देखा पर्यो!!,building_damage_check
दाजु लाई एम्बुलेन्स चाहियो छिटो???,medical_emergency_request
पोखरा मा घर भत्कियो,building_collapse_report
बिजुलीको तारबाट आगो लाग्यो,fire_incident_report
ललितपुर मा घर भत्कियो हजुर,building_collapse_report
भत्किएको घरभित्र फसेको छु,trapped_debris_report
काठमाडौं मा बिजुलीको तार खसेको छ,power_outage_report
अहिले नैमद्दत चाहियो,sos_help_request
जाजरकोट मा बिजुली गएको छ,power_outage_report
परिवारको भेला हुने ठाउँ कसरी योजनाबनाउने,preparedness_tips_query
दिदी भग्नावशेषमुनि थुनिनुभयो,trapped_debris_report
सहयोग???,sos_help_request
घर भत्किएर भित्र फसियौं,trapped_debris_report
जाजरकोट मा तोकिएको सुरक्षित क्षेत्र कहाँछ,safe_location_query
घाउमापट्टी कसरी बाँध्ने,first_aid_query
जाजरकोटमा जोडदार धक्का महसुस भयो,earthquake_occurring_report
गोर्खा को लागि पराकम्प चेतावनी,aftershock_information_query
धन्यबाद है,goodbye_thanks
खानेपानी चाहियो हजुर,food_water_request
नेपाल रेडक्रसको हेल्पलाइन नम्बर छिटो,emergency_contact_request
अहिले दिदी सँग भेट भयो,family_reunification_status
हजुरनमस्ते,greeting
सहयोगगर्नु होला,sos_help_request
के छत,greeting
घाउ भएको ठाउँमा कसरी उपचार गर्ने है,first_aid_query
एकदम धन्यवाद,goodbye_thanks
आपतकालीन सम्पर्क नम्बरहरूको सूची,emergency_contact_request
धन्यवाद,goodbye_thanks
सिलिन्डरबाट ग्यास चुहिँदैछ,gas_leak_report
भूकम्पदेखि बिजुली छैन,power_outage_report
मेडिकल इमर्जेन्सी छ मद्दत गर्नुहोस्,medical_emergency_request
पोलेको ठाउँको लागि प्राथमिक उपचार,first_aid_query
सिलिन्डरबाट ग्यासचुहिँदैछ,gas_leak_report
म र छोरी थुनिएका छौं,trapped_debris_report
छोरा भग्नावशेषमुनिथुनिनुभयो,trapped_debris_report
भवनबाट निकासा गर्ने चरणहरू,evacuation_guidance_query
छोरी सँग सम्पर्क टुटेको छ,family_member_missing
प्राथमिक उपचार किटमा के चाहिन्छ हजुर,first_aid_query
भर्खरै भूकम्प आयो!!,earthquake_occurring_report
ललितपुर माआगो लागेको छ,fire_incident_report
जाजरकोट मा बिजुलीको तार खसेको छ!!,power_outage_report
दिदी रबालबालिकाका लागि आश्रय चाहियो,shelter_request
बच्चाकोलागि फर्मुला र पानी चाहियो,food_water_request
आमा लाई गम्भीर चोट लागेको छ हजुर,injury_report
छत खसेर हजुरआमा थुनिनुभयो,trapped_debris_report
भूकम्पपछि के गर्ने,status_check_general
ललितपुर मा बिजुलीको तार खसेको छ,power_outage_report
दाजु लाई छातीमा दुखाइ भइरहेको छ!!,medical_emergency_request
काठमाडौं नजिकको पुल भत्कियो,road_blockage_report
गोर्खा मा बिजुलीको तार खसेकोछ,power_outage_report
ललितपुर नजिकपहिरोले सडक बन्द भयो,road_blockage_report
भूकम्पको लागि गो-ब्याग कसरी तयार पार्ने प्लिज,preparedness_tips_query
बाई,goodbye_thanks
भूकम्प ५ मिनेट अगाडि आएको हो,earthquake_occurring_report
पराकम्पको जानकारी दिनुहोस्,aftershock_information_query
बच्चाको लागि फर्मुला र पानीचाहियो,food_water_request
मलबाका कारण राजमार्ग बन्द भयो,road_blockage_report
घरमा भूकम्प तयारीको उत्तम अभ्यास के हो,preparedness_tips_query
म डराएको छु मद्दत गर्नुहोस्???,sos_help_request
आमा सँग सम्पर्क टुटेको छ,family_member_missing
बेहोस भएको मान्छेलाई कसरी मद्दत गर्ने है,first_aid_query
मद्दत पठाउनुहोस्,sos_help_request
मलाईबचाउनुहोस्,sos_help_request
पोखरा नजिकैको घरमा आगो लागेको छ,fire_incident_report
हजुरआमा बेहोस हुनुभयो है,medical_emergency_request
धन्यवाद बुवा छिटो,goodbye_thanks
मलाई थाहा छैनके गर्ने,status_check_general
मलाई चोट लागेको छ प्लिज,injury_report
भक्तपुर माआगो छिट्टै फैलिँदैछ,fire_incident_report
गोडा मर्केर हिँड्नसकिँन,injury_report
सहयोग हजुर,sos_help_request
मुख्य सडक बन्दछ,road_blockage_report
दिदी लडेरढाडमा चोटलाग्यो,injury_report
आमा लाई छातीमा दुखाइ भइरहेकोछ,medical_emergency_request
भान्सामा ग्यास धेरै चुहिँदैछ है,gas_leak_report
हजुरबुबा लडेरढाडमा चोट लाग्यो छिटो,injury_report
पोखरा मा आगो छिट्टै फैलिँदैछ,fire_incident_report
भेटिएको परिवार सदस्य कसरी दर्ता गर्ने???,family_reunification_status
दाजु लाई गहिरो घाउ छ???,injury_report
ग्यासको पाइप भाँचियो भूकम्पमा,gas_leak_report
पोखरा नजिकग्यास चुहावट भयो,gas_leak_report
धन्यवाद बुवा,goodbye_thanks
धन्यवाद है साथी प्लिज,goodbye_thanks
राहत शिविरमा दाजु भेटियो छिटो,family_reunification_status
ललितपुरजान सकिँदैन सडक बन्द छ,road_blockage_report
ललितपुर को लागि पराकम्प चेतावनी,aftershock_information_query
धन्यवाद दाई!!,goodbye_thanks
अहिलेको अवस्था के हो,status_check_general
अहँ!!,fallback_unclear
सुप्रभात छिटो,greeting
मौसम कस्तो छ छिटो,fallback_unclear
हेल्लो हजुर,greeting
काठमाडौं मा जोडदार धक्का महसुस भयो???,earthquake_occurring_report
भूकम्पले सबै हल्लियो छिटो,earthquake_occurring_report
हाम्रोक्षेत्रमा बिजुली कटौती भयो,power_outage_report
भूकम्पआयो,earthquake_occurring_report
बुबा को बेपत्ता व्यक्ति रिपोर्ट,family_member_missing
बिजुलीको तारबाटआगो लाग्यो,fire_incident_report
हजुरआमा सँग सम्पर्क टुटेको छ हजुर,family_member_missing
आमालाई एम्बुलेन्स चाहियो छिटो,medical_emergency_request
बच्चाको लागि फर्मुला र पानी चाहियो,food_water_request
मेरो भवन सुरक्षित छ कि भनेर कसरी थाहा पाउने,building_damage_check
इँटा खसेर लाग्यो!!,injury_report
वृद्धवृद्धाहरूसँग कसरी निकासा गर्ने???,evacuation_guidance_query
गोडा मर्केर हिँड्न सकिँन!!,injury_report
स्कूल भवन आंशिकरूपमा भत्कियो,building_collapse_report
घरमा ग्यास चुहावट भयो प्लिज,gas_leak_report
दिदी सुरक्षित हुनुहुन्छ भनेर स्थिति अपडेट गर्न चाहन्छु है,family_reunification_status
ग्यास चुल्होले आगो लाग्यो,fire_incident_report
उद्धारका लागि कहाँ फोन गर्ने,emergency_contact_request
अर्को चरणहरू भन्नुहोस्,status_check_general
छोरा अझै घर आउनुभएको छैन!!,family_member_missing
ललितपुर मा बिजुली गएको छ प्लिज,power_outage_report
कसैले सहयोग गर्नुहोस् है,sos_help_request
मेरो घरमा चिरा परेकोछ सुरक्षित छ कि छैन,building_damage_check
गोर्खा जान सकिँदैन सडक बन्द छ छिटो,road_blockage_report
पोखरा मा आगो लागेको छ छिटो,fire_incident_report
धन्यवाद है साथी,goodbye_thanks
आपतकालीन सामान कति पटक जाँच्ने हजुर,preparedness_tips_query
नजिकैको राहत शिविर कहाँ छ,shelter_request
कसैले सहयोग गर्नुहोस्???,sos_help_request
मलाईमद्दत चाहियो,sos_help_request
छोरा अझै घर आउनुभएको छैन,family_member_missing
गर्भवती महिलालाई उपचार चाहियो है,medical_emergency_request
गोर्खा नजिक ग्यास चुहावट भयो!!,gas_leak_report
ल ठिकछ बाई,goodbye_thanks
भक्तपुर नजिकैको घरमा आगो लागेको छ,fire_incident_report
मेरोपरिवारको लागि आश्रय चाहियो,shelter_request
मद्दतपठाउनुहोस्,sos_help_request
पर्खालमा ठूला चिरा छन् बाहिरिनु पर्छ कि छिटो,building_damage_check
नमस्कार!!,greeting
एम्बुलेन्सको नम्बर केहो,emergency_contact_request
दाजु लाई गम्भीरचोट लागेको छ,injury_report
आमा र बालबालिकाका लागि आश्रय चाहियो???,shelter_request
क क क,fallback_unclear
दाजु र बालबालिकाकालागि आश्रय चाहियो,shelter_request
जाजरकोटमा बिजुली गएको छ,power_outage_report
सुरक्षित रूपमा कसरी निकासा गर्ने छिटो,evacuation_guidance_query
अर्को भूकम्प आउने छ कि प्लिज,aftershock_information_query
मद्दतगर है,sos_help_request
काठमाडौं नजिकैकोघरमा आगो लागेको छ,fire_incident_report
निकासाको मार्ग के हो,evacuation_guidance_query
दिदी लाई एम्बुलेन्स चाहियो छिटो,medical_emergency_request
नमस्ते छिटो,greeting
घर भत्किएर भित्र फसियौं छिटो,trapped_debris_report
यो घरमा बस्न सुरक्षित छ कि छैन,building_damage_check
हाम्रो क्षेत्रमा बिजुली कटौती भयो,power_outage_report
के म भवनभित्र फेरि जान मिल्छ,building_damage_check
काठमाडौं जान सकिँदैन सडक बन्द छ,road_blockage_report
अहिले कुन चरण पालनागर्ने,status_check_general
भूकम्पपछि ग्यासको गन्ध आइरहेको छ,gas_leak_report
भूकम्पदेखिबिजुली छैन,power_outage_report
अर्को चरणहरू भन्नुहोस्!!,status_check_general
यो भूकम्पसँग सम्बन्धित छैन,fallback_unclear
तिमीले के के गर्न सक्छौ,fallback_unclear
भग्नावशेष खसेर टाउकोमा चोट लाग्यो,injury_report
काठमाडौं को लागि निकासा योजना छिटो,evacuation_guidance_query
हजुरआमा भग्नावशेषमुनि थुनिनुभयो,trapped_debris_report
काठमाडौं मा सम्पूर्ण भवन ढल्यो!!,building_collapse_report
हेल्लो हजुर है,greeting
गीत गाउन सक्छौ,fallback_unclear
आमा लाई छातीमा दुखाइ भइरहेको छ,medical_emergency_request
छोरी सँगसम्पर्क टुटेको छ,family_member_missing
सबैभन्दा नजिकको सुरक्षित क्षेत्र कहाँ छ!!,safe_location_query
अहिले हजुरआमा सँग भेट भयो छिटो,family_reunification_status
पोखरा नजिक पहिरोले सडक बन्द भयो,road_blockage_report
भाँचिएको हातको लागि प्राथमिक उपचार है,first_aid_query
नेपाल रेडक्रसको हेल्पलाइन नम्बर!!,emergency_contact_request
भक्तपुर मा सम्पूर्ण भवन ढल्यो,building_collapse_report
हजुरलाईनमस्कार,greeting
पराकम्पपछि घरभित्र सुत्न सुरक्षितछ कि,aftershock_information_query
भक्तपुरमा तोकिएको सुरक्षित क्षेत्र कहाँ छ,safe_location_query
आमासँग सम्पर्क टुटेको छ,family_member_missing
बुबा र बालबालिकाका लागि आश्रय चाहियो,shelter_request
खानेपानीचाहियो,food_water_request
भक्तपुर नजिकको पुल भत्कियो है,road_blockage_report
दिदी भग्नावशेषमुनि थुनिनुभयो हजुर,trapped_debris_report
फेरिभेटौंला,goodbye_thanks
दाजु लाई सुरक्षित फेला परेको छ,family_reunification_status
मलाई थाहा छैन के गर्ने,status_check_general
हजुरबुबा लाई एम्बुलेन्स चाहियो छिटो,medical_emergency_request
पराकम्पपछि घरभित्र सुत्न सुरक्षित छ कि है,aftershock_information_query
राष्ट्रिय आपतकालीन कार्य केन्द्रको नम्बर,emergency_contact_request
पर्यटक प्रहरीको नम्बर दिनुहोस्!!,emergency_contact_request
मद्दत चाहियो,sos_help_request
यो भूकम्प हो कि हजुर,earthquake_occurring_report
राहतशिविरमा दाजु भेटियो,family_reunification_status
के गर्ने भनेर मलाई मार्गदर्शन गर्नुहोस् हजुर,status_check_general
अहिले नै मद्दत चाहियो है,sos_help_request
हजुरबुबा लाई गहिरो घाउ छ,injury_report
हाम्रो क्षेत्रमाबिजुली कटौती भयो,power_outage_report
घाउमा पट्टी कसरीबाँध्ने,first_aid_query
यति नैहो धन्यवाद,goodbye_thanks
गोर्खा कोलागि निकासा योजना,evacuation_guidance_query
भक्तपुर को लागि पराकम्प चेतावनी,aftershock_information_query
दाजु बेहोस हुनुभयो,medical_emergency_request
हेल्लो???,greeting
दिदी र बालबालिकाका लागि आश्रय चाहियो,shelter_request
हामीले अस्थायीआश्रय कहाँ पाउन सक्छौं,shelter_request
पोखरा मा आगो लागेको छ है,fire_incident_report
दाजुसुरक्षित हुनुहुन्छ भनेर स्थिति अपडेट गर्न चाहन्छु,family_reunification_status
अहिले मैले के गर्नुपर्छ,status_check_general
काठमाडौं नजिक पहिरोले सडक बन्द भयो,road_blockage_report
जोकभन,fallback_unclear
पोखरा मा एम्बुलेन्स चाहियो,medical_emergency_request
दाजु लाई गहिरोघाउ छ,injury_report
नमस्तेबुवा,greeting
दाजु लाई सुरक्षित फेलापरेको छ,family_reunification_status
म र दिदी थुनिएका छौं प्लिज,trapped_debris_report
भक्तपुर जान सकिँदैन सडक बन्द छ,road_blockage_report
मेरो परिवारको सदस्य सुरक्षित भेटियो है,family_reunification_status
एस ओ एस हजुर,sos_help_request
पोखरा मा तोकिएको सुरक्षित क्षेत्र कहाँ छ,safe_location_query
काठमाडौं मा आगो छिट्टै फैलिँदैछ हजुर,fire_incident_report
शुभ प्रभात,greeting
ललितपुर मा जोडदार धक्का महसुस भयो???,earthquake_occurring_report
भक्तपुर नजिक ग्यास चुहावट भयो,gas_leak_report
यो भूकम्पसँगसम्बन्धित छैन,fallback_unclear
गोर्खा मा सम्पूर्ण भवन ढल्यो,building_collapse_report
नजिकैको सुरक्षित भेला हुने ठाउँ,safe_location_query
अहिले भूकम्पगयो,earthquake_occurring_report
सुप्रभात,greeting
छत खसेर छोरा थुनिनुभयो???,trapped_debris_report
म र दाजु थुनिएका छौं,trapped_debris_report
घर धेरै हल्लियो,earthquake_occurring_report
हजुरआमा भग्नावशेषमुनिथुनिनुभयो,trapped_debris_report
मलाई बचाउनुहोस् हजुर,sos_help_request
भवनबाट बाहिर निस्कने सबैभन्दा सुरक्षित तरिका,evacuation_guidance_query
काठमाडौं मा बिजुलीको तारखसेको छ,power_outage_report
मद्दत गरहै,sos_help_request
जे पनि टाइप गर्दैछु!!,fallback_unclear
भक्तपुर को लागि निकासा योजना है,evacuation_guidance_query
गोर्खा मा सम्पूर्ण भवन ढल्यो???,building_collapse_report
मसुरक्षाको लागि कहाँ जानुपर्छ,safe_location_query
दिदी सुरक्षित हुनुहुन्छ भनेर स्थिति अपडेट गर्न चाहन्छु,family_reunification_status
नजिकैकोराहत शिविर कहाँ छ,shelter_request
म र आमा थुनिएका छौं,trapped_debris_report
मलाई तुरुन्तै के गर्ने भनेर भन्नुहोस् हजुर,status_check_general
खाना र पानी सकियो है,food_water_request
हजुरबुबा लाई गम्भीर चोटलागेको छ,injury_report
मर्केको खुट्टाको लागिके गर्ने,first_aid_query
भूकम्पदेखि बुबा कोफोन लाग्दैन,family_member_missing
मौसम कस्तो छ प्लिज,fallback_unclear
पर्खालमा ठूला चिरा छन् बाहिरिनु पर्छ कि,building_damage_check
उद्धार टोली चाहियो थुनिएको छु है,trapped_debris_report
दिदी लाई गहिरो घाउ छ,injury_report
उद्धारकालागि नजिकैको खुल्ला ठाउँ,safe_location_query
के छ त,greeting
हजुरआमा लाई गम्भीर चोट लागेको छ!!,injury_report
गोर्खा मा तोकिएको सुरक्षित क्षेत्र कहाँ छ???,safe_location_query
हजुरआमा सुरक्षित हुनुहुन्छ भनेर स्थिति अपडेट गर्नचाहन्छु,family_reunification_status
मद्दत गर्नुहोस् है,sos_help_request
राष्ट्रिय आपतकालीन कार्य केन्द्रको नम्बर है,emergency_contact_request
जाजरकोट मा घरभत्कियो,building_collapse_report
ल ठिक छधन्यवाद,goodbye_thanks
५ मिनेट अगाडि भूकम्प आयो,earthquake_occurring_report
के गर्ने भनेरमलाई मार्गदर्शन गर्नुहोस्,status_check_general
छिटोमद्दत चाहियो,sos_help_request
बुबा लडेरढाडमा चोटलाग्यो,injury_report
धन्यवाद हजुर,goodbye_thanks
ललितपुर मा एम्बुलेन्स चाहियो,medical_emergency_request
संरचना भत्कियो मानिसहरू भित्रै हुन सक्छन्,building_collapse_report
हजुरआमा सँग सम्पर्क टुटेको छ???,family_member_missing
साथीनमस्ते,greeting
कोही छ सहयोग गर्नुहोस्???,sos_help_request
नमस्ते बुवा,greeting
जाजरकोट मा भूकम्प गयो,earthquake_occurring_report
रगत बग्नरोक्ने उपाय के हो,first_aid_query
पोखरा मासम्पूर्ण भवन ढल्यो,building_collapse_report
नमस्कार सर प्लिज,greeting
यो भूकम्प हो कि,earthquake_occurring_report
बुबा लडेरढाडमा चोट लाग्यो,injury_report
म सुरक्षाको लागि कहाँ जानुपर्छ,safe_location_query
दुईदिनदेखि बिजुली छैन,power_outage_report
विपद रिपोर्टिङहटलाइन,emergency_contact_request
फर्निचरलाई खस्नबाट कसरी सुरक्षित गर्ने!!,preparedness_tips_query
बुबाको बेपत्ता व्यक्ति रिपोर्ट,family_member_missing
भूकम्पको बेला खुट्टामा चोट लाग्यो,injury_report
भक्तपुर को लागि निकासा योजना हजुर,evacuation_guidance_query
दाजु लाई गम्भीर चोट लागेको छ,injury_report
भूकम्पपछि के गर्ने है,status_check_general
धेरै रगत बगिरहेको छ मेडिक चाहियो,medical_emergency_request
ललितपुर नजिक ग्यास चुहावट भयो छिटो,gas_leak_report
सी पीआर कसरी गर्ने,first_aid_query
हजुरबुबाको बेपत्ता व्यक्ति रिपोर्ट,family_member_missing
भूकम्पपछि आगलागी भयो है,fire_incident_report
ललितपुर नजिक ग्यास चुहावट भयो,gas_leak_report
पोखरा मा बिजुलीको तार खसेको छ,power_outage_report
पोखरा मा घर भत्कियो!!,building_collapse_report
जोडदार भूकम्प आयो???,earthquake_occurring_report
म र दाजु थुनिएका छौं है,trapped_debris_report
धेरै धन्यवाद!!,goodbye_thanks
आमा लाई सुरक्षित फेला परेको छ हजुर,family_reunification_status
काठमाडौं मा तोकिएको सुरक्षित क्षेत्र कहाँछ,safe_location_query
भक्तपुर जान सकिँदैन सडक बन्द छ प्लिज,road_blockage_report
पराकम्प कति शक्तिशाली हुन्छ छिटो,aftershock_information_query
ललितपुर नजिक पहिरोले सडक बन्द भयो,road_blockage_report
मद्दतचाहियो,sos_help_request
के हामी अहिले नै निकासा गर्नुपर्छ छिटो,evacuation_guidance_query
भक्तपुर नजिक पहिरोले सडक बन्द भयो प्लिज,road_blockage_report
गर्भवती महिलालाई उपचार चाहियो,medical_emergency_request
पाल शिविरको स्थान चाहियो हजुर,shelter_request
मद्दतको लागिधन्यवाद,goodbye_thanks
प्रहरीआपतकालीन नम्बर दिनुहोस्,emergency_contact_request
बुबा लाई छातीमा दुखाइ भइरहेको छ,medical_emergency_request
परिवारपुनर्मिलन प्रक्रिया के हो,family_reunification_status
जाजरकोट मा आगोलागेको छ,fire_incident_report
गोर्खा मा जोडदार धक्का महसुस भयो हजुर,earthquake_occurring_report
पोखरा नजिकैको घरमा आगो लागेको छ???,fire_incident_report
पोखरा मा भूकम्पगयो,earthquake_occurring_report
काठमाडौंमा भूकम्प गयो,earthquake_occurring_report
काठमाडौं नजिकैको घरमा आगो लागेको छ???,fire_incident_report
पोखरामा एम्बुलेन्स चाहियो,medical_emergency_request
भक्तपुर मा बिजुलीको तार खसेको छ प्लिज,power_outage_report
मेरो घरमा चिरा परेको छसुरक्षित छ कि छैन,building_damage_check
काठमाडौं मा सम्पूर्ण भवन ढल्यो,building_collapse_report
हामीले अस्थायी आश्रय कहाँ पाउन सक्छौं,shelter_request
एस ओएस,sos_help_request
भूकम्पपछि आगलागी भयो,fire_incident_report
पोखरा नजिकको पुल भत्कियो छिटो,road_blockage_report
हजुरबुबा बेहोस हुनुभयो,medical_emergency_request
सुरक्षित रूपमा कसरी निकासा गर्ने???,evacuation_guidance_query
भक्तपुर मा बिजुलीको तार खसेको छ,power_outage_report
शुभप्रभात,greeting
कोही छ सहयोग गर्नुहोस् है,sos_help_request
ललितपुर मा सम्पूर्ण भवन ढल्यो प्लिज,building_collapse_report
नजिकैको खाद्य वितरण स्थल प्लिज,food_water_request
अहिले हजुरआमा सँग भेट भयो,family_reunification_status
५ मिनेट अगाडि भूकम्प आयो!!,earthquake_occurring_report
अहिले मैलेके गर्नुपर्छ,status_check_general
हजुरलाई नमस्कार,greeting
फर्निचरलाई खस्नबाट कसरी सुरक्षित गर्ने छिटो,preparedness_tips_query
जाजरकोट नजिक पहिरोले सडक बन्द भयो,road_blockage_report
ललितपुर को लागि पराकम्प चेतावनी प्लिज,aftershock_information_query
भूकम्पको लागि गो-ब्याग कसरीतयार पार्ने,preparedness_tips_query
बुबा भग्नावशेषमुनि थुनिनुभयो,trapped_debris_report
जाजरकोट जान सकिँदैन सडक बन्द छ,road_blockage_report
छोरी सँग सम्पर्क टुटेको छ???,family_member_missing
भक्तपुरमा आगो छिट्टै फैलिँदैछ,fire_incident_report
पोखरा मा तोकिएको सुरक्षित क्षेत्र कहाँ छ है,safe_location_query
दिदी लाई सुरक्षित फेला परेको छ,family_reunification_status
मलबाका कारण राजमार्ग बन्द भयो है,road_blockage_report
यो घरमा बस्न सुरक्षित छ कि छैन है,building_damage_check
भग्नावशेष खसेर टाउकोमा चोट लाग्यो!!,injury_report
बुबा को बेपत्ताव्यक्ति रिपोर्ट,family_member_missing
पोखरा को लागि पराकम्प चेतावनी,aftershock_information_query
गोर्खा नजिकको पुलभत्कियो,road_blockage_report
भूकम्प आयो है,earthquake_occurring_report
सी पी आर कसरी गर्ने छिटो,first_aid_query
घरभरिग्यासको गन्ध छ,gas_leak_report
निकासाका निर्देशनहरू दिनुहोस्!!,evacuation_guidance_query
गोर्खा मा बिजुली गएकोछ,power_outage_report
भूकम्पदेखि छोरी बेपत्ता हुनुभएको छ है,family_member_missing
गोर्खा मा घर भत्कियो,building_collapse_report
पोखरा को लागिनिकासा योजना,evacuation_guidance_query
भूकम्पपछि केगर्ने,status_check_general
स्कूल भवन आंशिक रूपमा भत्कियो,building_collapse_report
छिटो मद्दत चाहियो है,sos_help_request
भर्खरै भूकम्प आयो,earthquake_occurring_report
दिदी लाई सुरक्षित फेला परेकोछ,family_reunification_status
अहिले भूकम्प गयो???,earthquake_occurring_report
सफा खानेपानी तुरुन्तै चाहियो,food_water_request
आमा सँग सम्पर्क टुटेको छ!!,family_member_missing
तिमी को हौ हजुर,fallback_unclear
पोखरा नजिकको पुल भत्कियो,road_blockage_report
भूकम्पपछि सडकक्षतिग्रस्त भयो,road_blockage_report
आपतकालीन किटमा के के हुनुपर्छ छिटो,preparedness_tips_query
दाजु को लागि खाद्यान्न चाहियो हजुर,food_water_request
काठमाडौं जान सकिँदैन सडकबन्द छ,road_blockage_report
मलाई बचाउनुहोस्,sos_help_request
आमा सुरक्षित हुनुहुन्छ भनेर स्थिति अपडेटगर्न चाहन्छु,family_reunification_status
सडक चिरा परेर जान सकिँदैन,road_blockage_report
हजुरबुबा लाई गम्भीर चोट लागेको छ,injury_report
भक्तपुर नजिकैको घरमा आगो लागेको छ है,fire_incident_report
मद्दतकोलागि धन्यवाद,goodbye_thanks
कति पराकम्प आउने अपेक्षा छ,aftershock_information_query
घरबाट धुवाँ आइरहेको छ,fire_incident_report
सहयोग गर्नु होला,sos_help_request
भवनबाट बाहिर निस्कने सबैभन्दा सुरक्षित तरिका छिटो,evacuation_guidance_query
ललितपुर मा आगो छिट्टै फैलिँदैछ,fire_incident_report
हजुरबुबा को बेपत्ता व्यक्ति रिपोर्ट,family_member_missing
विस्थापितहरूलाई बस्ने ठाउँ चाहिन्छ प्लिज,shelter_request
आदाब,greeting
पर्खालले थिचेको छ हल्लन सक्दिन है,trapped_debris_report
घरमा भूकम्प तयारीको उत्तम अभ्यासके हो,preparedness_tips_query
मद्दत पठाउनुहोस्!!,sos_help_request
भूकम्प तयारीका सुझावहरू दिनुहोस्,preparedness_tips_query
ललितपुर मा बिजुलीको तार खसेको छ है,power_outage_report
म सुरक्षाको लागि कहाँ जानुपर्छ???,safe_location_query
काठमाडौं नजिकको पुल भत्कियो???,road_blockage_report
बालहेल्पलाइन नम्बर,emergency_contact_request
गोर्खा मा बिजुलीको तार खसेको छ!!,power_outage_report
मेडिकल इमर्जेन्सी छ मद्दतगर्नुहोस्,medical_emergency_request
ललितपुर मा आमा लाई खोजिरहेको छु,family_member_missing
भवनबाट निकासा गर्ने चरणहरू प्लिज,evacuation_guidance_query
क क क है,fallback_unclear
भत्किएको घरभित्र फसेको छु छिटो,trapped_debris_report
मद्दत चाहियो हजुर,sos_help_request
म र हजुरआमा थुनिएकाछौं,trapped_debris_report
भूकम्पपछि सडक क्षतिग्रस्त भयो,road_blockage_report
प्रहरी आपतकालीन नम्बर दिनुहोस् छिटो,emergency_contact_request
दिदी भग्नावशेषमुनिथुनिनुभयो,trapped_debris_report
भूकम्प गयो,earthquake_occurring_report
बचाउनुहोस्!!,sos_help_request
बालबालिकालाई भूकम्प अभ्यासको लागि कसरीतयार पार्ने,preparedness_tips_query
गोर्खा मा घर भत्कियो!!,building_collapse_report
बुबा लाई एम्बुलेन्स चाहियो छिटो,medical_emergency_request
फेरि भेटौंला,goodbye_thanks
भूकम्पदेखि छोरी बेपत्ता हुनुभएको छ,family_member_missing
दिदी लाई एम्बुलेन्स चाहियोछिटो,medical_emergency_request
दमकलकोसम्पर्क नम्बर,emergency_contact_request
बचाउनुहोस्???,sos_help_request
काठमाडौं मा घर भत्कियो,building_collapse_report
नमस्ते दाइ!!,greeting
खानेपानी चाहियो,food_water_request
