text,intent,split,source
blood loss,medical_emergency_request,real_world_test,generated
need to stop bleeding,medical_emergency_request,real_world_test,generated
गम्भीर रगत बग्दै,medical_emergency_request,real_world_test,generated
भारी रगत बग्दै,medical_emergency_request,real_world_test,generated
रगत कम,medical_emergency_request,real_world_test,generated
रगत रोक्नु पर्छ,medical_emergency_request,real_world_test,generated
gambhir ragat bagdai,medical_emergency_request,real_world_test,generated
bhari ragat bagdai,medical_emergency_request,real_world_test,generated
ragat kam,medical_emergency_request,real_world_test,generated
ragat roknu parcha,medical_emergency_request,real_world_test,generated
broken bone,medical_emergency_request,real_world_test,generated
fracture,medical_emergency_request,real_world_test,generated
bone sticking out,medical_emergency_request,real_world_test,generated
severe injury,medical_emergency_request,real_world_test,generated
हाड भाँचिएको,medical_emergency_request,real_world_test,generated
फ्र्याक्चर,medical_emergency_request,real_world_test,generated
हाड बाहिर निस्किएको,medical_emergency_request,real_world_test,generated
गम्भीर चोट,medical_emergency_request,real_world_test,generated
had bhanchieko,medical_emergency_request,real_world_test,generated
fracture,medical_emergency_request,real_world_test,generated
had bahar niskieko,medical_emergency_request,real_world_test,generated
gambhir chot,medical_emergency_request,real_world_test,generated
nepal ambulance chaincha,medical_emergency_request,real_world_test,generated
एम्बुलेन्स चाहियो nepal,medical_emergency_request,real_world_test,generated
हृदय रोकिएको,medical_emergency_request,real_world_test,generated
फ्र्याक्चर please,medical_emergency_request,real_world_test,generated
emergency vyakti dhaleko,medical_emergency_request,real_world_test,generated
bone sticking out please,medical_emergency_request,real_world_test,generated
fracture,medical_emergency_request,real_world_test,generated
broken bone please,medical_emergency_request,real_world_test,generated
qsafe broken bone,medical_emergency_request,real_world_test,generated
गम्भीर रगत बग्दै please,medical_emergency_request,real_world_test,generated
MEDICAL EMERGENCY,medical_emergency_request,real_world_test,generated
रगत रोक्नु पर्छ now,medical_emergency_request,real_world_test,generated
रगत कम urgent,medical_emergency_request,real_world_test,generated
ragat roknu parcha nepal,medical_emergency_request,real_world_test,generated
emergency एम्बुलेन्स कृपया,medical_emergency_request,real_world_test,generated
medical emergency,medical_emergency_request,real_world_test,generated
need to stop bleeding qsafe,medical_emergency_request,real_world_test,generated
qsafe हृदय विफलता,medical_emergency_request,real_world_test,generated
doctor needed please,medical_emergency_request,real_world_test,generated
unconscious person please,medical_emergency_request,real_world_test,generated
had bhanchieko help,medical_emergency_request,real_world_test,generated
डाक्टर चाहिन्छ urgent,medical_emergency_request,real_world_test,generated
please tatkal chikitsa sahayata,medical_emergency_request,real_world_test,generated
ragat roknu parcha please,medical_emergency_request,real_world_test,generated
ambulance bolau help,medical_emergency_request,real_world_test,generated
HAD BAHAR NISKIEKO,medical_emergency_request,real_world_test,generated
emergency एम्बुलेन्स कृपया,medical_emergency_request,real_world_test,generated
fracture nepal,medical_emergency_request,real_world_test,generated
fire,fire_incident_report,real_world_test,generated
fire emergency,fire_incident_report,real_world_test,generated
building on fire,fire_incident_report,real_world_test,generated
house burning,fire_incident_report,real_world_test,generated
आगो,fire_incident_report,real_world_test,generated
आगो आपतकाल,fire_incident_report,real_world_test,generated
इमारतमा आगो,fire_incident_report,real_world_test,generated
घर बल्दै,fire_incident_report,real_world_test,generated
aago,fire_incident_report,real_world_test,generated
aago aapatkala,fire_incident_report,real_world_test,generated
imaratma aago,fire_incident_report,real_world_test,generated
ghar baldai,fire_incident_report,real_world_test,generated
flames visible,fire_incident_report,real_world_test,generated
smoke coming out,fire_incident_report,real_world_test,generated
smell smoke,fire_incident_report,real_world_test,generated
see fire,fire_incident_report,real_world_test,generated
ज्वाला देखिन्छ,fire_incident_report,real_world_test,generated
धुवाँ निस्किँदै,fire_incident_report,real_world_test,generated
धुवाँको गन्ध,fire_incident_report,real_world_test,generated
आगो देख्न सकिन्छ,fire_incident_report,real_world_test,generated
jwala dekincha,fire_incident_report,real_world_test,generated
dhuwan niskindai,fire_incident_report,real_world_test,generated
dhuwan ko gandh,fire_incident_report,real_world_test,generated
aago dekhna sakincha,fire_incident_report,real_world_test,generated
need fire brigade,fire_incident_report,real_world_test,generated
call fire department,fire_incident_report,real_world_test,generated
fire truck needed,fire_incident_report,real_world_test,generated
firefighters help,fire_incident_report,real_world_test,generated
अग्निशमन चाहिन्छ,fire_incident_report,real_world_test,generated
अग्निशमन बोलाउ,fire_incident_report,real_world_test,generated
अग्निशमन गाडी,fire_incident_report,real_world_test,generated
अग्निशमनकर्मी सहायता,fire_incident_report,real_world_test,generated
agnishman chaincha,fire_incident_report,real_world_test,generated
agnishman bolau,fire_incident_report,real_world_test,generated
agnishman gadi,fire_incident_report,real_world_test,generated
agnishmankarmi sahayata,fire_incident_report,real_world_test,generated
people trapped in fire,fire_incident_report,real_world_test,generated
stuck in burning building,fire_incident_report,real_world_test,generated
can't escape fire,fire_incident_report,real_world_test,generated
fire blocking exit,fire_incident_report,real_world_test,generated
आगोमा फसेका मानिस,fire_incident_report,real_world_test,generated
बल्दै गरेको इमारतमा फसेका,fire_incident_report,real_world_test,generated
आगोबाट बाहिर निस्कन सकिदैन,fire_incident_report,real_world_test,generated
आगोले निस्कने बाट रोक्यो,fire_incident_report,real_world_test,generated
agoma faskaka manis,fire_incident_report,real_world_test,generated
baldai gareko imaratma faskaka,fire_incident_report,real_world_test,generated
agobata bahar niskna sakidaina,fire_incident_report,real_world_test,generated
agole niskne bata rokyo,fire_incident_report,real_world_test,generated
gas leak,fire_incident_report,real_world_test,generated
gas explosion,fire_incident_report,real_world_test,generated
smell gas,fire_incident_report,real_world_test,generated
gas emergency,fire_incident_report,real_world_test,generated
ग्यास लिक,fire_incident_report,real_world_test,generated
ग्यास विस्फोट,fire_incident_report,real_world_test,generated
ग्यासको गन्ध,fire_incident_report,real_world_test,generated
ग्यास आपतकाल,fire_incident_report,real_world_test,generated
gas leak,fire_incident_report,real_world_test,generated
gas visphot,fire_incident_report,real_world_test,generated
gas ko gandh,fire_incident_report,real_world_test,generated
gas aapatkala,fire_incident_report,real_world_test,generated
FIRE,fire_incident_report,real_world_test,generated
qsafe gas aapatkala,fire_incident_report,real_world_test,generated
ग्यासको गन्ध please,fire_incident_report,real_world_test,generated
imaratma aago urgent,fire_incident_report,real_world_test,generated
अग्निशमनकर्मी सहायता help,fire_incident_report,real_world_test,generated
smoke coming out nepal,fire_incident_report,real_world_test,generated
nepal call fire department,fire_incident_report,real_world_test,generated
house burning,fire_incident_report,real_world_test,generated
need fire brigade,fire_incident_report,real_world_test,generated
please need fire brigade,fire_incident_report,real_world_test,generated
qsafe gas aapatkala,fire_incident_report,real_world_test,generated
smell gas help,fire_incident_report,real_world_test,generated
धुवाँको गन्ध urgent,fire_incident_report,real_world_test,generated
agoma faskaka manis qsafe,fire_incident_report,real_world_test,generated
help smell gas,fire_incident_report,real_world_test,generated
आगोबाट बाहिर निस्कन सकिदैन qsafe,fire_incident_report,real_world_test,generated
अग्निशमनकर्मी सहायता,fire_incident_report,real_world_test,generated
please flames visible,fire_incident_report,real_world_test,generated
smoke coming out,fire_incident_report,real_world_test,generated
stuck in burning building qsafe,fire_incident_report,real_world_test,generated
agnishman gadi,fire_incident_report,real_world_test,generated
agole niskne bata rokyo now,fire_incident_report,real_world_test,generated
house burning,fire_incident_report,real_world_test,generated
stuck in burning building help,fire_incident_report,real_world_test,generated
nepal agnishman chaincha,fire_incident_report,real_world_test,generated
help ग्यासको गन्ध,fire_incident_report,real_world_test,generated
imaratma aago,fire_incident_report,real_world_test,generated
AGNISHMAN CHAINCHA,fire_incident_report,real_world_test,generated
ग्यासको गन्ध,fire_incident_report,real_world_test,generated
आगो emergency,fire_incident_report,real_world_test,generated
emergency आगो,fire_incident_report,real_world_test,generated
ग्यास आपतकाल please,fire_incident_report,real_world_test,generated
CALL FIRE DEPARTMENT,fire_incident_report,real_world_test,generated
gas leak emergency,fire_incident_report,real_world_test,generated
see fire emergency,fire_incident_report,real_world_test,generated
can't escape fire,fire_incident_report,real_world_test,generated
FIRE BLOCKING EXIT,fire_incident_report,real_world_test,generated
emergency fire truck needed,fire_incident_report,real_world_test,generated
stuck in burning building emergency,fire_incident_report,real_world_test,generated
agnishman bolau now,fire_incident_report,real_world_test,generated
gas leak,gas_leak_report,real_world_test,generated
smell gas,gas_leak_report,real_world_test,generated
gas odor,gas_leak_report,real_world_test,generated
gas emergency,gas_leak_report,real_world_test,generated
ग्यास लिक,gas_leak_report,real_world_test,generated
ग्यासको गन्ध,gas_leak_report,real_world_test,generated
ग्यास गन्ध,gas_leak_report,real_world_test,generated
ग्यास आपतकाल,gas_leak_report,real_world_test,generated
gas leak,gas_leak_report,real_world_test,generated
gas ko gandh,gas_leak_report,real_world_test,generated
gas gandh,gas_leak_report,real_world_test,generated
gas aapatkala,gas_leak_report,real_world_test,generated
gas smell strong,gas_leak_report,real_world_test,generated
rotten egg smell,gas_leak_report,real_world_test,generated
sulfur smell,gas_leak_report,real_world_test,generated
gas odor strong,gas_leak_report,real_world_test,generated
ग्यासको गन्ध बलियो,gas_leak_report,real_world_test,generated
अण्डाको गन्ध,gas_leak_report,real_world_test,generated
सल्फरको गन्ध,gas_leak_report,real_world_test,generated
ग्यास गन्ध बलियो,gas_leak_report,real_world_test,generated
gas ko gandh baliyo,gas_leak_report,real_world_test,generated
anda ko gandh,gas_leak_report,real_world_test,generated
sulfur ko gandh,gas_leak_report,real_world_test,generated
gas gandh baliyo,gas_leak_report,real_world_test,generated
hissing sound,gas_leak_report,real_world_test,generated
gas hissing,gas_leak_report,real_world_test,generated
leaking sound,gas_leak_report,real_world_test,generated
gas noise,gas_leak_report,real_world_test,generated
हिसिसिङ आवाज,gas_leak_report,real_world_test,generated
ग्यास हिसिसिङ,gas_leak_report,real_world_test,generated
लिक आवाज,gas_leak_report,real_world_test,generated
ग्यास आवाज,gas_leak_report,real_world_test,generated
hissing awaz,gas_leak_report,real_world_test,generated
gas hissing,gas_leak_report,real_world_test,generated
lik awaz,gas_leak_report,real_world_test,generated
gas awaz,gas_leak_report,real_world_test,generated
gas pipe broken,gas_leak_report,real_world_test,generated
gas line damaged,gas_leak_report,real_world_test,generated
gas cylinder leak,gas_leak_report,real_world_test,generated
lpg leak,gas_leak_report,real_world_test,generated
ग्यास पाइप भाँचिएको,gas_leak_report,real_world_test,generated
ग्यास लाइन क्षतिग्रस्त,gas_leak_report,real_world_test,generated
ग्यास सिलिन्डर लिक,gas_leak_report,real_world_test,generated
एलपीजी लिक,gas_leak_report,real_world_test,generated
gas pipe bhanchieko,gas_leak_report,real_world_test,generated
gas line kshatigrasta,gas_leak_report,real_world_test,generated
gas cylinder leak,gas_leak_report,real_world_test,generated
lpg leak,gas_leak_report,real_world_test,generated
evacuate immediately,gas_leak_report,real_world_test,generated
leave area,gas_leak_report,real_world_test,generated
gas danger zone,gas_leak_report,real_world_test,generated
safe distance,gas_leak_report,real_world_test,generated
तुरुन्तै निस्कनु,gas_leak_report,real_world_test,generated
क्षेत्र छोड्नु,gas_leak_report,real_world_test,generated
ग्यास खतरा क्षेत्र,gas_leak_report,real_world_test,generated
सुरक्षित दुरी,gas_leak_report,real_world_test,generated
turuntai nisknu,gas_leak_report,real_world_test,generated
kshetr chodnu,gas_leak_report,real_world_test,generated
gas khatra kshetr,gas_leak_report,real_world_test,generated
surakshit duri,gas_leak_report,real_world_test,generated
please surakshit duri,gas_leak_report,real_world_test,generated
emergency rotten egg smell,gas_leak_report,real_world_test,generated
gas line kshatigrasta now,gas_leak_report,real_world_test,generated
please gas odor strong,gas_leak_report,real_world_test,generated
gas hissing,gas_leak_report,real_world_test,generated
emergency ग्यास सिलिन्डर लिक,gas_leak_report,real_world_test,generated
ग्यास गन्ध बलियो help,gas_leak_report,real_world_test,generated
nepal gas ko gandh baliyo,gas_leak_report,real_world_test,generated
nepal evacuate immediately,gas_leak_report,real_world_test,generated
ग्यास लिक,gas_leak_report,real_world_test,generated
ग्यास हिसिसिङ emergency,gas_leak_report,real_world_test,generated
GAS PIPE BROKEN,gas_leak_report,real_world_test,generated
help ग्यास लिक,gas_leak_report,real_world_test,generated
help rotten egg smell,gas_leak_report,real_world_test,generated
ग्यासको गन्ध बलियो,gas_leak_report,real_world_test,generated
surakshit duri now,gas_leak_report,real_world_test,generated
TURUNTAI NISKNU,gas_leak_report,real_world_test,generated
turuntai nisknu please,gas_leak_report,real_world_test,generated
please gas gandh baliyo,gas_leak_report,real_world_test,generated
gas gandh help,gas_leak_report,real_world_test,generated
help क्षेत्र छोड्नु,gas_leak_report,real_world_test,generated
please gas line kshatigrasta,gas_leak_report,real_world_test,generated
qsafe lpg leak,gas_leak_report,real_world_test,generated
help ग्यास लाइन क्षतिग्रस्त,gas_leak_report,real_world_test,generated
emergency gas leak,gas_leak_report,real_world_test,generated
help तुरुन्तै निस्कनु,gas_leak_report,real_world_test,generated
nepal ग्यास गन्ध बलियो,gas_leak_report,real_world_test,generated
ग्यास सिलिन्डर लिक,gas_leak_report,real_world_test,generated
turuntai nisknu,gas_leak_report,real_world_test,generated
ग्यासको गन्ध बलियो,gas_leak_report,real_world_test,generated
TURUNTAI NISKNU,gas_leak_report,real_world_test,generated
help lpg leak,gas_leak_report,real_world_test,generated
please gas ko gandh,gas_leak_report,real_world_test,generated
सल्फरको गन्ध emergency,gas_leak_report,real_world_test,generated
rotten egg smell qsafe,gas_leak_report,real_world_test,generated
anda ko gandh please,gas_leak_report,real_world_test,generated
emergency एलपीजी लिक,gas_leak_report,real_world_test,generated
please ग्यास खतरा क्षेत्र,gas_leak_report,real_world_test,generated
hissing awaz help,gas_leak_report,real_world_test,generated
nepal ग्यासको गन्ध बलियो,gas_leak_report,real_world_test,generated
building collapsed,building_collapse_report,real_world_test,generated
building fell down,building_collapse_report,real_world_test,generated
structure collapse,building_collapse_report,real_world_test,generated
house collapse,building_collapse_report,real_world_test,generated
इमारत ढली,building_collapse_report,real_world_test,generated
घर ढल्यो,building_collapse_report,real_world_test,generated
संरचना ढली,building_collapse_report,real_world_test,generated
भवन ढल्यो,building_collapse_report,real_world_test,generated
imarat dhali,building_collapse_report,real_world_test,generated
ghar dhalyo,building_collapse_report,real_world_test,generated
sanrachana dhali,building_collapse_report,real_world_test,generated
bhavan dhalyo,building_collapse_report,real_world_test,generated
multi-story collapse,building_collapse_report,real_world_test,generated
apartment collapse,building_collapse_report,real_world_test,generated
commercial building collapse,building_collapse_report,real_world_test,generated
office building fell,building_collapse_report,real_world_test,generated
बहुमञ्जिला ढली,building_collapse_report,real_world_test,generated
अपार्टमेन्ट ढल्यो,building_collapse_report,real_world_test,generated
व्यावसायिक इमारत ढली,building_collapse_report,real_world_test,generated
कार्यालय भवन ढल्यो,building_collapse_report,real_world_test,generated
bahumanjila dhali,building_collapse_report,real_world_test,generated
apartment dhalyo,building_collapse_report,real_world_test,generated
vyavasayik imarat dhali,building_collapse_report,real_world_test,generated
karyalaya bhavan dhalyo,building_collapse_report,real_world_test,generated
people trapped inside,building_collapse_report,real_world_test,generated
residents trapped,building_collapse_report,real_world_test,generated
occupants stuck,building_collapse_report,real_world_test,generated
people buried,building_collapse_report,real_world_test,generated
भित्र फसेका मानिस,building_collapse_report,real_world_test,generated
बासिन्दा फसेका,building_collapse_report,real_world_test,generated
अधिवासी फसेका,building_collapse_report,real_world_test,generated
मानिस दबिएका,building_collapse_report,real_world_test,generated
bhitra faskaka manis,building_collapse_report,real_world_test,generated
basinda faskaka,building_collapse_report,real_world_test,generated
adhivasi faskaka,building_collapse_report,real_world_test,generated
manis dabieka,building_collapse_report,real_world_test,generated
debris everywhere,building_collapse_report,real_world_test,generated
rubble pile,building_collapse_report,real_world_test,generated
concrete chunks,building_collapse_report,real_world_test,generated
steel bent,building_collapse_report,real_world_test,generated
सबैतिर भग्नावशेष,building_collapse_report,real_world_test,generated
मलिनको ढेर,building_collapse_report,real_world_test,generated
कंक्रीट टुक्रा,building_collapse_report,real_world_test,generated
स्टील बाँकिएको,building_collapse_report,real_world_test,generated
sabaitir bhagnaveshesh,building_collapse_report,real_world_test,generated
malin ko dher,building_collapse_report,real_world_test,generated
concrete tukra,building_collapse_report,real_world_test,generated
steel bankieko,building_collapse_report,real_world_test,generated
loud crash,building_collapse_report,real_world_test,generated
huge noise,building_collapse_report,real_world_test,generated
collapse sound,building_collapse_report,real_world_test,generated
building noise,building_collapse_report,real_world_test,generated
ठूलो आवाज,building_collapse_report,real_world_test,generated
भवन आवाज,building_collapse_report,real_world_test,generated
ढल्ने आवाज,building_collapse_report,real_world_test,generated
इमारत ध्वनि,building_collapse_report,real_world_test,generated
thulo awaz,building_collapse_report,real_world_test,generated
bhavan awaz,building_collapse_report,real_world_test,generated
dhalne awaz,building_collapse_report,real_world_test,generated
imarat dhvani,building_collapse_report,real_world_test,generated
dhalne awaz nepal,building_collapse_report,real_world_test,generated
HOUSE COLLAPSE,building_collapse_report,real_world_test,generated
सबैतिर भग्नावशेष urgent,building_collapse_report,real_world_test,generated
please भवन आवाज,building_collapse_report,real_world_test,generated
structure collapse,building_collapse_report,real_world_test,generated
qsafe apartment dhalyo,building_collapse_report,real_world_test,generated
emergency imarat dhali,building_collapse_report,real_world_test,generated
बहुमञ्जिला ढली,building_collapse_report,real_world_test,generated
steel bankieko help,building_collapse_report,real_world_test,generated
manis dabieka qsafe,building_collapse_report,real_world_test,generated
help people buried,building_collapse_report,real_world_test,generated
BUILDING COLLAPSED,building_collapse_report,real_world_test,generated
nepal इमारत ढली,building_collapse_report,real_world_test,generated
nepal sabaitir bhagnaveshesh,building_collapse_report,real_world_test,generated
help ghar dhalyo,building_collapse_report,real_world_test,generated
structure collapse nepal,building_collapse_report,real_world_test,generated
karyalaya bhavan dhalyo emergency,building_collapse_report,real_world_test,generated
manis dabieka,building_collapse_report,real_world_test,generated
people buried,building_collapse_report,real_world_test,generated
please structure collapse,building_collapse_report,real_world_test,generated
nepal karyalaya bhavan dhalyo,building_collapse_report,real_world_test,generated
qsafe imarat dhvani,building_collapse_report,real_world_test,generated
इमारत ध्वनि,building_collapse_report,real_world_test,generated
bhavan awaz now,building_collapse_report,real_world_test,generated
emergency apartment collapse,building_collapse_report,real_world_test,generated
emergency office building fell,building_collapse_report,real_world_test,generated
संरचना ढली now,building_collapse_report,real_world_test,generated
help huge noise,building_collapse_report,real_world_test,generated
thulo awaz nepal,building_collapse_report,real_world_test,generated
occupants stuck emergency,building_collapse_report,real_world_test,generated
steel bankieko,building_collapse_report,real_world_test,generated
nepal imarat dhvani,building_collapse_report,real_world_test,generated
office building fell nepal,building_collapse_report,real_world_test,generated
qsafe sanrachana dhali,building_collapse_report,real_world_test,generated
building noise,building_collapse_report,real_world_test,generated
thulo awaz urgent,building_collapse_report,real_world_test,generated
building fell down,building_collapse_report,real_world_test,generated
nepal steel bankieko,building_collapse_report,real_world_test,generated
qsafe apartment dhalyo,building_collapse_report,real_world_test,generated
imarat dhvani urgent,building_collapse_report,real_world_test,generated
is my building safe,building_damage_check,real_world_test,generated
building safety check,building_damage_check,real_world_test,generated
structural integrity,building_damage_check,real_world_test,generated
damage assessment,building_damage_check,real_world_test,generated
मेरो घर सुरक्षित छ,building_damage_check,real_world_test,generated
इमारत सुरक्षा जाँच,building_damage_check,real_world_test,generated
संरचनात्मक अखण्डता,building_damage_check,real_world_test,generated
क्षति मूल्यांकन,building_damage_check,real_world_test,generated
mero ghar surakshit cha,building_damage_check,real_world_test,generated
imarat suraksha janch,building_damage_check,real_world_test,generated
sanrachanatmak akhanda,building_damage_check,real_world_test,generated
kshati mulyankan,building_damage_check,real_world_test,generated
cracks in walls,building_damage_check,real_world_test,generated
foundation damage,building_damage_check,real_world_test,generated
structural cracks,building_damage_check,real_world_test,generated
building inspection needed,building_damage_check,real_world_test,generated
भित्तामा फुट,building_damage_check,real_world_test,generated
आधार क्षति,building_damage_check,real_world_test,generated
संरचनात्मक फुट,building_damage_check,real_world_test,generated
इमारत निरीक्षण चाहिन्छ,building_damage_check,real_world_test,generated
bhitrama phut,building_damage_check,real_world_test,generated
adhar kshati,building_damage_check,real_world_test,generated
sanrachanatmak phut,building_damage_check,real_world_test,generated
imarat nirikshan chaincha,building_damage_check,real_world_test,generated
safe to enter,building_damage_check,real_world_test,generated
can go inside,building_damage_check,real_world_test,generated
building stable,building_damage_check,real_world_test,generated
structure sound,building_damage_check,real_world_test,generated
भित्र जान सुरक्षित,building_damage_check,real_world_test,generated
भित्र जान सकिन्छ,building_damage_check,real_world_test,generated
इमारत स्थिर,building_damage_check,real_world_test,generated
संरचना बलियो,building_damage_check,real_world_test,generated
bhitra jan surakshit,building_damage_check,real_world_test,generated
bhitra jan sakincha,building_damage_check,real_world_test,generated
imarat sthir,building_damage_check,real_world_test,generated
sanrachana baliyo,building_damage_check,real_world_test,generated
engineer assessment,building_damage_check,real_world_test,generated
structural engineer,building_damage_check,real_world_test,generated
building evaluation,building_damage_check,real_world_test,generated
safety certification,building_damage_check,real_world_test,generated
इन्जिनियर मूल्यांकन,building_damage_check,real_world_test,generated
संरचनात्मक इन्जिनियर,building_damage_check,real_world_test,generated
इमारत मूल्यांकन,building_damage_check,real_world_test,generated
सुरक्षा प्रमाणीकरण,building_damage_check,real_world_test,generated
engineer mulyankan,building_damage_check,real_world_test,generated
sanrachanatmak engineer,building_damage_check,real_world_test,generated
imarat mulyankan,building_damage_check,real_world_test,generated
suraksha pramanikaran,building_damage_check,real_world_test,generated
इमारत मूल्यांकन nepal,building_damage_check,real_world_test,generated
qsafe suraksha pramanikaran,building_damage_check,real_world_test,generated
please building inspection needed,building_damage_check,real_world_test,generated
qsafe sanrachanatmak akhanda,building_damage_check,real_world_test,generated
ENGINEER MULYANKAN,building_damage_check,real_world_test,generated
safe to enter nepal,building_damage_check,real_world_test,generated
structural integrity nepal,building_damage_check,real_world_test,generated
इमारत स्थिर please,building_damage_check,real_world_test,generated
cracks in walls nepal,building_damage_check,real_world_test,generated
भित्र जान सकिन्छ now,building_damage_check,real_world_test,generated
इमारत निरीक्षण चाहिन्छ nepal,building_damage_check,real_world_test,generated
structural cracks please,building_damage_check,real_world_test,generated
emergency building safety check,building_damage_check,real_world_test,generated
cracks in walls urgent,building_damage_check,real_world_test,generated
please adhar kshati,building_damage_check,real_world_test,generated
qsafe मेरो घर सुरक्षित छ,building_damage_check,real_world_test,generated
आधार क्षति now,building_damage_check,real_world_test,generated
help संरचनात्मक इन्जिनियर,building_damage_check,real_world_test,generated
emergency can go inside,building_damage_check,real_world_test,generated
imarat sthir now,building_damage_check,real_world_test,generated
BUILDING SAFETY CHECK,building_damage_check,real_world_test,generated
भित्तामा फुट,building_damage_check,real_world_test,generated
please structural engineer,building_damage_check,real_world_test,generated
STRUCTURAL INTEGRITY,building_damage_check,real_world_test,generated
building evaluation urgent,building_damage_check,real_world_test,generated
sanrachanatmak phut qsafe,building_damage_check,real_world_test,generated
bhitrama phut urgent,building_damage_check,real_world_test,generated
help building evaluation,building_damage_check,real_world_test,generated
क्षति मूल्यांकन urgent,building_damage_check,real_world_test,generated
engineer assessment please,building_damage_check,real_world_test,generated
भित्तामा फुट,building_damage_check,real_world_test,generated
sanrachanatmak engineer urgent,building_damage_check,real_world_test,generated
help is my building safe,building_damage_check,real_world_test,generated
emergency imarat sthir,building_damage_check,real_world_test,generated
imarat mulyankan qsafe,building_damage_check,real_world_test,generated
emergency suraksha pramanikaran,building_damage_check,real_world_test,generated
cracks in walls now,building_damage_check,real_world_test,generated
STRUCTURE SOUND,building_damage_check,real_world_test,generated
nepal इमारत मूल्यांकन,building_damage_check,real_world_test,generated
adhar kshati emergency,building_damage_check,real_world_test,generated
emergency bhitrama phut,building_damage_check,real_world_test,generated
क्षति मूल्यांकन qsafe,building_damage_check,real_world_test,generated
help इमारत निरीक्षण चाहिन्छ,building_damage_check,real_world_test,generated
emergency इमारत निरीक्षण चाहिन्छ,building_damage_check,real_world_test,generated
building stable now,building_damage_check,real_world_test,generated
can go inside qsafe,building_damage_check,real_world_test,generated
help संरचनात्मक फुट,building_damage_check,real_world_test,generated
mero ghar surakshit cha please,building_damage_check,real_world_test,generated
emergency building stable,building_damage_check,real_world_test,generated
emergency safe to enter,building_damage_check,real_world_test,generated
nepal suraksha pramanikaran,building_damage_check,real_world_test,generated
kshati mulyankan emergency,building_damage_check,real_world_test,generated
aftershocks coming,aftershock_information_query,real_world_test,generated
more earthquakes expected,aftershock_information_query,real_world_test,generated
when will aftershocks stop,aftershock_information_query,real_world_test,generated
aftershock duration,aftershock_information_query,real_world_test,generated
पश्चभूकम्प आउँदैछ,aftershock_information_query,real_world_test,generated
थप भूकम्प अपेक्षा,aftershock_information_query,real_world_test,generated
पश्चभूकम्प कहिले रोक्छ,aftershock_information_query,real_world_test,generated
पश्चभूकम्प अवधि,aftershock_information_query,real_world_test,generated
pashbhukamp audaicha,aftershock_information_query,real_world_test,generated
thap bhukamp apeksha,aftershock_information_query,real_world_test,generated
pashbhukamp kahile rokcha,aftershock_information_query,real_world_test,generated
pashbhukamp avadhi,aftershock_information_query,real_world_test,generated
aftershock magnitude,aftershock_information_query,real_world_test,generated
how strong aftershocks,aftershock_information_query,real_world_test,generated
aftershock size,aftershock_information_query,real_world_test,generated
aftershock intensity,aftershock_information_query,real_world_test,generated
पश्चभूकम्प म्याग्निच्युड,aftershock_information_query,real_world_test,generated
पश्चभूकम्प कति बलियो,aftershock_information_query,real_world_test,generated
पश्चभूकम्प आकार,aftershock_information_query,real_world_test,generated
पश्चभूकम्प तीव्रता,aftershock_information_query,real_world_test,generated
pashbhukamp magnitude,aftershock_information_query,real_world_test,generated
pashbhukamp kati baliyo,aftershock_information_query,real_world_test,generated
pashbhukamp akar,aftershock_information_query,real_world_test,generated
pashbhukamp tivrata,aftershock_information_query,real_world_test,generated
aftershock timing,aftershock_information_query,real_world_test,generated
when next aftershock,aftershock_information_query,real_world_test,generated
aftershock frequency,aftershock_information_query,real_world_test,generated
aftershock pattern,aftershock_information_query,real_world_test,generated
पश्चभूकम्प समय,aftershock_information_query,real_world_test,generated
अर्को पश्चभूकम्प कहिले,aftershock_information_query,real_world_test,generated
पश्चभूकम्प आवृत्ति,aftershock_information_query,real_world_test,generated
पश्चभूकम्प प्याटर्न,aftershock_information_query,real_world_test,generated
pashbhukamp samay,aftershock_information_query,real_world_test,generated
arko pashbhukamp kahile,aftershock_information_query,real_world_test,generated
pashbhukamp aavritti,aftershock_information_query,real_world_test,generated
pashbhukamp pattern,aftershock_information_query,real_world_test,generated
stay safe during aftershocks,aftershock_information_query,real_world_test,generated
aftershock safety,aftershock_information_query,real_world_test,generated
drop cover hold on,aftershock_information_query,real_world_test,generated
aftershock drill,aftershock_information_query,real_world_test,generated
पश्चभूकम्पमा सुरक्षित रहनुहोस्,aftershock_information_query,real_world_test,generated
पश्चभूकम्प सुरक्षा,aftershock_information_query,real_world_test,generated
बस्नु ढाक्नु पकड्नु,aftershock_information_query,real_world_test,generated
पश्चभूकम्प अभ्यास,aftershock_information_query,real_world_test,generated
pashbhukampama surakshit rahanuhos,aftershock_information_query,real_world_test,generated
pashbhukamp suraksha,aftershock_information_query,real_world_test,generated
basna dhaknu pakdnu,aftershock_information_query,real_world_test,generated
pashbhukamp abhyas,aftershock_information_query,real_world_test,generated
please stay safe during aftershocks,aftershock_information_query,real_world_test,generated
help when next aftershock,aftershock_information_query,real_world_test,generated
please aftershocks coming,aftershock_information_query,real_world_test,generated
पश्चभूकम्प आकार please,aftershock_information_query,real_world_test,generated
qsafe aftershock pattern,aftershock_information_query,real_world_test,generated
aftershock safety emergency,aftershock_information_query,real_world_test,generated
पश्चभूकम्प सुरक्षा now,aftershock_information_query,real_world_test,generated
अर्को पश्चभूकम्प कहिले help,aftershock_information_query,real_world_test,generated
emergency पश्चभूकम्प समय,aftershock_information_query,real_world_test,generated
